x y g
201500.361382 312909.421515 -17.504763
197826.965482 312795.343868 -20.286318
194153.589793 312681.255910 -32.496815
190480.233222 312567.157916 -38.408522
186806.894598 312453.050175 -38.259971
183133.572900 312338.933026 -35.482601
179460.266968 312224.806763 -30.132080
175786.975657 312110.671653 -23.044452
172113.697898 311996.527997 -18.422889
168440.432469 311882.376090 -17.789790
164767.178313 311768.216238 -26.733530
161093.934296 311654.048742 -41.531109
157420.699376 311539.873904 -59.165438
153747.472291 311425.691974 -81.374415
150074.252066 311311.503325 -100.450321
146401.037460 311197.308182 -110.353289
142727.827367 311083.106868 -109.834143
139054.620772 310968.899692 -101.334943
135381.416433 310854.686941 -88.214327
131708.213280 310740.468885 -74.465657
128035.010151 310626.245850 -61.448812
124361.805978 310512.018137 -52.232337
120688.599627 310397.786028 -42.870247
117015.390038 310283.549837 -33.709994
113342.175937 310169.309822 -26.096004
109668.956351 310055.066315 -20.180000
105995.730015 309940.819586 -15.306444
102322.495971 309826.569964 -10.202921
98649.252968 309712.317701 -5.719974
94975.999906 309598.063121 -3.567696
91302.735769 309483.806534 -3.651803
87629.459321 309369.548217 -3.008021
83956.169483 309255.288470 -1.341919
80282.865111 309141.027571 0.857230
76609.545058 309026.765827 4.431606
72936.208335 308912.503568 8.033388
69262.853666 308798.241038 12.383024
65589.480002 308683.978556 15.961086
61916.086217 308569.716427 20.532473
58242.671203 308455.454940 24.169738
54569.233779 308341.194372 26.319326
50895.772841 308226.935034 28.088038
47222.287364 308112.677253 26.597567
43548.776116 307998.421278 23.647234
39875.238009 307884.167426 20.933165
36201.671891 307769.915982 18.475832
32528.076691 307655.667249 16.331859
28854.451335 307541.421558 14.731666
25180.794552 307427.179134 12.617238
21507.105347 307312.940337 9.395886
17833.382530 307198.705427 4.768013
14159.624986 307084.474693 0.541135
10485.831592 306970.248461 0.005076
6812.001246 306856.027022 -0.706932
3138.132853 306741.810659 -0.296131
333874.116633 313311.307941 33.189874
330199.254484 313197.802405 32.351426
326524.452586 313084.275927 33.690235
322849.709845 312970.728813 35.572417
319175.025099 312857.161342 36.370892
315500.397331 312743.573858 37.391871
311825.825321 312629.966621 38.381179
308151.308067 312516.339968 35.941724
304476.844283 312402.694150 30.089594
300802.432914 312289.029473 17.560754
297128.072893 312175.346274 -2.924350
293453.763038 312061.644805 -16.756164
289779.502294 311947.925406 -22.498970
286105.289486 311834.188344 -24.437241
282431.123432 311720.433904 -25.507601
278757.003106 311606.662415 -27.618600
275082.927410 311492.874189 -30.334810
271408.895122 311379.069468 -34.017395
267734.905155 311265.248570 -40.671345
264060.956424 311151.411834 -47.005697
260387.047726 311037.559495 -46.390267
256713.178066 310923.691893 -42.195862
253039.346232 310809.809324 -39.006609
249365.551110 310695.912055 -37.314509
245691.791573 310582.000400 -37.392956
242018.066584 310468.074671 -38.481069
238344.374884 310354.135142 -39.226858
234670.715448 310240.182116 -38.318776
230997.087175 310126.215919 -32.482137
227323.488836 310012.236789 -18.172563
223649.919411 309898.245076 3.547346
219976.377751 309784.241065 22.283085
216302.862712 309670.225036 14.378866
212629.373153 309556.197278 -15.105224
208955.908007 309442.158123 -31.651454
205282.466084 309328.107815 -33.546433
201609.046392 309214.046733 -28.056309
197935.647682 309099.975088 -27.887750
194262.268906 308985.893233 -37.709745
190588.908886 308871.801443 -46.536038
186915.566529 308757.700003 -50.294683
183242.240663 308643.589213 -47.420027
179568.930274 308529.469392 -39.066974
175895.634208 308415.340827 -29.278008
172222.351310 308301.203821 -25.069151
168549.080442 308187.058646 -21.396268
164875.820540 308072.905613 -28.753810
161202.570466 307958.745036 -42.711223
157529.329029 307844.577155 -61.246586
153856.095174 307730.402319 -83.022716
150182.867861 307616.220839 -101.685114
146509.645767 307502.032935 -112.639329
142836.427928 307387.838975 -112.699416
139163.213176 307273.639229 -103.049420
135490.000421 307159.434001 -88.958795
131816.788507 307045.223567 -74.625980
128143.576272 306931.008239 -61.347345
124470.362648 306816.788311 -51.987201
120797.146570 306702.564085 -42.578169
117123.926750 306588.335823 -33.786080
113450.702278 306474.103890 -26.356737
109777.471890 306359.868514 -20.892319
106104.234458 306245.630020 -15.338468
102430.988950 306131.388712 -9.434559
98757.734181 306017.144875 -4.906599
95084.469056 305902.898802 -2.482199
91411.192405 305788.650773 -2.213207
87737.903206 305674.401138 -0.293672
84064.600232 305560.150147 0.818842
80391.282410 305445.898100 1.626144
76717.948594 305331.645285 4.516460
73044.597708 305217.392044 8.523152
69371.228627 305103.138641 12.144091
65697.840218 304988.885386 15.319127
62024.431292 304874.632535 18.802651
58351.000803 304760.380416 21.950404
54677.547640 304646.129328 25.040213
51004.070621 304531.879559 27.416582
47330.568651 304417.631401 27.237781
43657.040634 304303.385169 26.182127
39983.485412 304189.141137 23.739603
36309.901898 304074.899620 19.901145
32636.288946 303960.660908 17.414720
28962.645414 303846.425278 14.101933
25288.970230 303732.193063 10.428499
21615.262200 303617.964503 7.153223
17941.520257 303503.739953 3.784697
14267.743290 303389.519682 1.287271
10593.930179 303275.304005 1.143913
6920.079746 303161.093180 1.203761
3246.190882 303046.887526 2.235057
333982.680155 309615.791208 30.942363
330307.827178 309502.288140 28.528704
326633.034108 309388.764197 31.973896
322958.299837 309275.219699 32.408888
319283.623269 309161.654961 33.900262
315609.003318 309048.070279 36.202330
311934.438825 308934.465948 39.321854
308259.928717 308820.842267 40.121285
304585.471771 308707.199531 38.661303
300911.066929 308593.538025 30.012709
297236.713046 308479.858078 9.759160
293562.409086 308366.159961 -10.905422
289888.153766 308252.443970 -18.839099
286213.946053 308138.710408 -21.541115
282539.784904 308024.959607 -24.549601
278865.669076 307911.191811 -27.446831
275191.597466 307797.407345 -31.297919
271517.568985 307683.606502 -38.421010
267843.582547 307569.789591 -46.982669
264169.636924 307455.956882 -51.435604
260495.731116 307342.108711 -48.034412
256821.863911 307228.245333 -42.874393
253148.034240 307114.367082 -37.218533
249474.240906 307000.474218 -35.522000
245800.482860 306886.567050 -35.280045
242126.758976 306772.645904 -35.125906
238453.068147 306658.711058 -37.621750
234779.409192 306544.762800 -38.778685
231105.781011 306430.801431 -34.146251
227432.182509 306316.827256 -19.881791
223758.612528 306202.840548 6.229824
220085.069975 306088.841644 31.087755
216411.553780 305974.830835 25.264906
212738.062730 305860.808375 -8.544094
209064.595677 305746.774583 -37.801052
205391.151639 305632.729780 -47.327491
201717.729343 305518.674222 -42.569454
198044.327815 305404.608242 -38.061921
194370.945789 305290.532109 -46.051710
190697.582236 305176.446128 -58.089540
187024.236044 305062.350618 -63.394323
183350.906047 304948.245851 -59.191184
179677.591086 304834.132099 -45.409330
176004.290138 304720.009710 -31.835691
172331.002051 304605.878971 -25.044438
168657.725678 304491.740168 -19.692306
164984.459886 304377.593572 -24.613316
161311.203605 304263.439506 -40.537695
157637.955631 304149.278259 -60.933311
153964.714991 304035.110144 -81.504373
150291.480338 303920.935426 -100.939613
146618.250791 303806.754435 -113.632440
142945.025087 303692.567453 -113.541026
139271.802131 303578.374763 -102.840736
135598.580827 303464.176679 -87.920853
131925.360012 303349.973483 -73.370854
128252.138602 303235.765483 -59.163557
124578.915520 303121.552989 -49.147932
120905.689473 303007.336251 -40.089018
117232.459550 302893.115602 -32.381936
113559.224459 302778.891324 -25.119826
109885.983225 302664.663738 -20.178940
106212.734653 302550.433117 -15.313717
102539.477553 302436.199744 -10.115516
98866.210964 302321.963946 -6.229001
95192.933634 302207.725997 -3.564225
91519.644461 302093.486199 -1.787495
87846.342357 301979.244847 0.668356
84173.026162 301865.002226 3.041575
80499.694862 301750.758685 4.116249
76826.347168 301636.514446 6.600175
73152.982082 301522.269854 9.704124
69479.598469 301408.025190 11.625791
65806.195195 301293.780756 14.825917
62132.771060 301179.536833 17.023184
58459.325095 301065.293744 18.604810
54785.856038 300951.051750 21.054973
51112.362779 300836.811161 23.887000
47438.844291 300722.572292 25.147660
43765.299407 300608.335414 24.768217
40091.727031 300494.100851 22.330603
36418.125935 300379.868854 18.342347
32744.495107 300265.639774 15.501292
29070.833410 300151.413872 11.768513
25397.139692 300037.191464 8.018994
21723.412827 299922.972823 5.853504
18049.651688 299808.758231 3.405761
14375.855211 299694.548047 2.169092
10702.022211 299580.342523 2.885122
7028.151579 299466.141958 3.553251
3354.242205 299351.946653 4.319732
334091.245307 305920.287752 29.562498
330416.401394 305806.786801 28.738205
326741.617093 305693.265100 29.723985
323066.891235 305579.722906 31.494098
319392.222780 305466.160584 36.475491
315717.610569 305352.578396 38.960058
312043.053519 305238.976640 41.113899
308368.550395 305125.355605 43.826475
304694.100191 305011.715626 45.343203
301019.701770 304898.056981 39.682705
297345.353997 304784.379961 23.506712
293671.055735 304670.684869 1.216159
289996.805790 304556.971976 -11.051894
286322.603183 304443.241633 -16.094820
282648.446731 304329.494107 -19.108987
278974.335327 304215.729697 -20.738636
275300.267792 304101.948702 -25.868282
271626.243036 303988.151405 -35.109337
267952.259962 303874.338132 -47.401284
264278.317413 303760.509167 -51.225858
260604.414315 303646.664809 -48.087991
256930.549523 303532.805347 -43.020078
253256.721891 303418.931089 -37.346912
249582.930294 303305.042299 -33.498034
245909.173664 303191.139341 -31.272118
242235.450819 303077.222439 -31.421637
238561.760705 302963.291952 -36.188941
234888.102145 302849.348138 -39.438672
231214.474034 302735.391296 -36.729546
227540.875268 302621.421749 -23.697145
223867.304686 302507.439769 1.246786
220193.761201 302393.445653 26.962060
216520.243655 302279.439704 25.144796
212846.750977 302165.422225 -9.003454
209173.282023 302051.393504 -45.073494
205499.835654 301937.353840 -60.593174
201826.410818 301823.303532 -57.984681
198153.006307 301709.242888 -53.558284
194479.621013 301595.172167 -62.414545
190806.253817 301481.091685 -73.485372
187132.903681 301367.001776 -76.491298
183459.569369 301252.902667 -69.466675
179786.249845 301138.794722 -49.803613
176112.943955 301024.678196 -30.750606
172439.650538 300910.553393 -18.437026
168766.368523 300796.420591 -13.351000
165093.096827 300682.280142 -22.242127
161419.834240 300568.132303 -42.342523
157746.579636 300453.977344 -63.188647
154073.332026 300339.815627 -80.636637
150400.090146 300225.647391 -99.151354
146726.852950 300111.472964 -112.458836
143053.619326 299997.292648 -113.195494
139380.388031 299883.106686 -101.579036
135707.158105 299768.915437 -86.734564
132033.928385 299654.719184 -71.842500
128360.697713 299540.518199 -57.425733
124687.464931 299426.312787 -46.625855
121014.228967 299312.103239 -38.337230
117340.988750 299197.889877 -30.945002
113667.743072 299083.672969 -23.928654
109994.490872 298969.452829 -18.718568
106321.230952 298855.229739 -14.519683
102647.962272 298741.004000 -11.067647
98974.683716 298626.775909 -8.432493
95301.394093 298512.545782 -5.484433
91628.092318 298398.313872 -0.820322
87954.777211 298284.080488 3.151898
84281.447827 298169.845983 6.078539
80608.102797 298055.610562 6.786463
76934.741254 297941.374612 7.989243
73261.361839 297827.138343 9.828916
69587.963630 297712.902114 11.613089
65914.545342 297598.666188 14.459029
62241.105996 297484.430888 15.489501
58567.644328 297370.196460 16.029138
54894.159356 297255.963269 17.387425
51220.649834 297141.731546 18.956369
47547.114723 297027.501627 19.676616
43873.552923 296913.273823 20.169830
40199.963196 296799.048381 18.991896
36526.344531 296684.825623 16.162036
32852.695767 296570.605852 13.175011
29179.015755 296456.389345 9.603338
25505.303426 296342.176423 5.768356
21831.557565 296227.967353 4.212786
18157.777194 296113.762456 2.717358
14483.961035 295999.561997 3.781869
10810.108109 295885.366329 5.559771
7136.217161 295771.175682 5.007880
3462.287151 295656.990400 4.787070
334199.812310 302224.797425 28.563509
330524.977346 302111.298270 28.103797
326850.201698 301997.778478 28.160760
323175.484194 301884.238295 30.118455
319500.823724 301770.678042 37.723281
315826.219188 301657.098031 42.993808
312151.669422 301543.498546 43.547506
308477.173342 301429.879882 46.849590
304802.729794 301316.242336 49.377917
301128.337629 301202.586203 46.463088
297453.995854 301088.911802 34.410757
293779.703182 300975.219404 17.599241
290105.458635 300861.509331 3.085763
286431.261010 300747.781874 -4.717271
282757.109197 300634.037309 -6.633830
279083.002073 300520.275964 -7.887533
275408.938540 300406.498121 -14.843103
271734.917419 300292.704078 -25.964663
268060.937693 300178.894143 -40.049083
264386.998127 300065.068586 -45.975933
260713.097635 299951.227723 -46.002071
257039.235139 299837.371865 -44.043932
253365.409429 299723.501268 -39.118393
249691.619506 299609.616277 -31.136288
246017.864167 299495.717162 -27.114236
242344.142358 299381.804241 -27.651453
238670.452816 299267.877762 -34.632208
234996.794566 299153.938079 -40.526084
231323.166431 299039.985459 -39.045163
227649.567230 298926.020200 -28.714189
223975.996020 298812.042624 -7.719645
220302.451484 298698.052993 16.435435
216628.932540 298584.051606 17.005020
212955.438183 298470.038786 -11.355144
209281.967189 298356.014816 -46.652979
205608.518421 298241.979975 -68.353198
201935.090889 298127.934603 -72.088990
198261.683317 298013.878954 -72.296852
194588.294659 297899.813339 -80.564782
190914.923792 297785.738063 -89.003362
187241.569608 297671.653426 -89.147664
183568.230930 297557.559694 -78.040079
179894.906658 297443.457182 -53.844697
176221.595768 297329.346215 -29.088093
172548.296957 297215.227032 -12.985603
168875.009287 297101.099985 -11.567283
165201.731466 296986.965317 -25.571258
161528.462562 296872.823394 -47.124903
157855.201306 296758.674433 -67.300110
154181.946553 296644.518763 -84.130027
150508.697325 296530.356716 -98.944924
146835.452442 296416.188537 -111.218714
143162.210704 296302.014528 -112.617520
139488.971145 296187.835055 -102.009107
135815.732462 296073.650303 -86.544322
132142.493691 295959.460649 -70.844637
128469.253602 295845.266345 -56.273205
124796.011174 295731.067738 -44.833302
121122.765192 295616.865073 -37.317250
117449.514511 295502.658637 -29.336536
113776.258127 295388.448786 -22.710180
110102.994918 295274.235784 -16.787497
106429.723669 295160.019936 -13.411060
102756.443267 295045.801512 -11.730403
99083.152594 294931.580816 -10.646479
95409.850610 294817.358171 -7.265725
91736.536142 294703.133847 -0.432068
88063.208079 294588.908172 4.156620
84389.865192 294474.681387 6.780631
80716.506538 294360.453834 6.881770
77043.130887 294246.225796 6.641875
73369.737163 294131.997571 7.973016
69696.324225 294017.769449 10.275027
66022.890933 293903.541730 12.942656
62349.436155 293789.314706 13.876779
58675.958842 293675.088686 14.110459
55002.457799 293560.863940 14.756154
51328.931908 293446.640788 14.860522
47655.380071 293332.419499 14.827424
43981.801174 293218.200405 15.578923
40308.194123 293103.983799 14.962054
36634.557756 292989.769963 13.031514
32960.890914 292875.559180 10.654506
29287.192523 292761.351751 7.481591
25613.461496 292647.148015 3.321227
21939.696633 292532.948209 2.362257
18265.896863 292418.752667 2.039736
14592.061057 292304.561682 5.709378
10918.188027 292190.375506 7.917262
7244.276717 292076.194488 6.535599
3570.326018 291962.018918 5.411004
334308.381521 298529.323342 28.177363
330633.555482 298415.825639 27.209586
326958.788400 298302.307337 28.289011
323284.079072 298188.768760 30.772369
319609.426545 298075.210215 37.995517
315934.829565 297961.631986 43.864337
312260.287036 297848.034377 45.720395
308585.797802 297734.417651 46.140353
304911.360840 297620.782167 49.240355
301236.974932 297507.128169 48.729478
297562.639070 297393.456021 42.936807
293888.351978 297279.765935 34.284074
290214.112662 297166.058271 22.679437
286539.919914 297052.333316 16.886916
282865.772627 296938.591328 16.199165
279191.669745 296824.832657 13.399980
275517.610086 296711.057578 3.785157
271843.592550 296597.266383 -11.433200
268169.615960 296483.459369 -29.844274
264495.679299 296369.636847 -40.315929
260821.781404 296255.799119 -44.478161
257147.921124 296141.946460 -45.284275
253474.097311 296028.079157 -40.976267
249800.308966 295914.197556 -31.449107
246126.554807 295800.301901 -25.660947
242452.833849 295686.392531 -25.573454
238779.144892 295572.469726 -33.477588
235105.486824 295458.533765 -41.156750
231431.858598 295344.584988 -41.369208
227758.258968 295230.623640 -34.166952
224084.686900 295116.650055 -16.407288
220411.141230 295002.664504 2.895645
216737.620866 294888.667303 9.714134
213064.124721 294774.658769 -8.349832
209390.651580 294660.639146 -40.898279
205717.200440 294546.608779 -68.291756
202043.770018 294432.567911 -79.900804
198370.359395 294318.516914 -84.900608
194696.967232 294204.456001 -94.403497
191023.592623 294090.385539 -102.579610
187350.234235 293976.305765 -100.595723
183676.891106 293862.217015 -85.469292
180003.562129 293748.119601 -57.726888
176330.246063 293634.013779 -30.564187
172656.941820 293519.899845 -15.299252
168983.648306 293405.778124 -16.684556
165310.364379 293291.648874 -32.607947
161637.088954 293177.512444 -52.558456
157963.820901 293063.369085 -72.344240
154290.559077 292949.219116 -87.931745
150617.302426 292835.062845 -99.714228
146944.049684 292720.900521 -110.340539
143270.799873 292606.732495 -111.981152
139597.551814 292492.559024 -102.522949
135924.304399 292378.380429 -86.720649
132251.056454 292264.196988 -69.860246
128577.806890 292150.008987 -53.722162
124904.554613 292035.816750 -42.640510
121231.298541 291921.620587 -35.475034
117558.037456 291807.420750 -27.332096
113884.770288 291693.217552 -21.622496
110211.495895 291579.011293 -15.626171
106538.213145 291464.802264 -12.189911
102864.920988 291350.590784 -11.722790
99191.618227 291236.377124 -11.764166
95518.303758 291122.161565 -8.878328
91844.976461 291007.944433 -2.807718
88171.635240 290893.726013 2.076548
84498.278991 290779.506635 5.820438
80824.906488 290665.286521 5.593146
77151.516709 290551.066029 4.252732
73478.108508 290436.845436 4.876617
69804.680737 290322.625029 7.278606
66131.232329 290208.405122 10.661812
62457.762143 290094.186025 12.307836
58784.268989 289979.967968 12.958965
55110.751807 289865.751310 12.590689
51437.209486 289751.536317 11.218183
47763.640909 289637.323319 10.371980
44090.044901 289523.112572 10.366305
40416.420364 289408.904380 9.720037
36742.766198 289294.699066 7.950274
33069.081244 289180.496903 6.015219
29395.364423 289066.298189 4.313183
25721.614580 288952.103231 1.615891
22047.830576 288837.912307 0.993375
18374.011349 288723.725712 2.439967
14700.155685 288609.543752 7.854127
11026.262604 288495.366760 9.865772
7352.330845 288381.194974 9.216934
3678.359361 288267.028725 8.749830
334416.953261 294833.862401 26.430654
330742.136058 294720.365793 26.803380
327067.377493 294606.848714 28.217709
323392.676379 294493.311428 31.923502
319718.031604 294379.754234 36.740735
316043.442124 294266.177473 40.939514
312368.906702 294152.581392 45.226895
308694.424305 294038.966338 44.073729
305019.993856 293925.332578 48.569062
301345.614042 293811.680398 49.118546
297671.283937 293698.010125 46.196555
293997.002392 293584.322067 42.448788
290322.768125 293470.616468 37.854554
286648.580223 293356.893679 39.236578
282974.437412 293243.153958 43.420499
279300.338640 293129.397633 42.116310
275626.282797 293015.624993 30.319333
271952.268697 292901.836323 7.399437
268278.295313 292788.031939 -18.934253
264604.361471 292674.212139 -35.056156
260930.466011 292560.377187 -43.202397
257256.607847 292446.527400 -44.761741
253582.785819 292332.663081 -41.682101
249908.998936 292218.784538 -33.756385
246235.245905 292104.892040 -26.418301
242561.525743 291990.985898 -25.584616
238887.837242 291877.066411 -32.239015
235214.179353 291763.133886 -40.554754
231540.550814 291649.188585 -43.143626
227866.950736 291535.230856 -36.699922
224193.377791 291421.260951 -23.736285
220519.830881 291307.279171 -9.846534
216846.308988 291193.285826 3.008949
213172.810946 291079.281227 -5.238367
209499.335604 290965.265650 -33.101994
205825.881888 290851.239396 -61.237985
202152.448651 290737.202772 -77.845795
198479.034765 290623.156041 -89.064347
194805.639088 290509.099533 -103.320560
191132.260573 290395.033548 -111.799895
187458.898030 290280.958358 -107.553618
183785.550346 290166.874261 -90.532381
180112.216413 290052.781558 -62.416563
176438.895125 289938.680570 -37.454220
172765.585388 289824.571592 -22.904405
169092.285978 289710.454853 -25.317535
165418.995870 289596.330733 -40.841884
161745.713924 289482.199480 -59.368174
158072.438915 289368.061387 -77.267350
154399.169927 289253.916796 -90.385001
150725.905681 289139.765960 -100.919548
147052.645046 289025.609184 -110.081877
143379.387049 288911.446800 -111.686946
139706.130438 288797.279040 -102.732724
136032.874089 288683.106242 -87.085360
132359.616982 288568.928702 -68.660079
128686.357870 288454.746696 -50.678481
125013.095733 288340.560541 -38.700679
121339.829414 288226.370523 -30.992056
117666.557764 288112.176927 -24.166052
113993.279701 287997.980072 -20.621335
110319.994090 287883.780239 -14.991474
106646.699792 287769.577729 -10.922630
102973.395754 287655.372848 -10.827266
99300.080778 287541.165878 -11.065126
95626.753748 287426.957105 -9.173053
91953.413623 287312.746862 -4.974512
88280.059152 287198.535402 0.436674
84606.689310 287084.323041 3.953580
80933.303000 286970.110094 3.428120
77259.898990 286855.896820 2.034263
73586.476269 286741.683550 2.245114
69913.033612 286627.470557 4.216797
66239.569957 286513.258125 7.702204
62566.084159 286399.046572 10.323296
58892.575161 286284.836204 11.682950
55219.041764 286170.627292 9.606711
51545.482919 286056.420166 6.453067
47871.897439 285942.215089 4.814072
44198.284215 285828.012371 4.686042
40524.642150 285713.812295 3.829187
36850.970069 285599.615159 2.026867
33177.266879 285485.421269 1.329603
29503.531493 285371.230942 1.129365
25829.762768 285257.044435 0.188571
22155.959619 285142.862087 -0.104315
18482.120840 285028.684155 3.256395
14808.245293 284914.510929 8.944190
11134.331998 284800.342741 10.431865
7460.379677 284686.179866 11.797699
3786.387297 284572.022597 13.548561
334525.528028 291138.414658 19.641305
330850.719562 291024.918829 23.145280
327175.969346 290911.402612 25.089886
323501.276264 290797.866274 28.728227
319826.639264 290684.310154 32.579053
316152.057091 290570.734503 37.190932
312477.528784 290457.139670 43.529443
308803.053100 290343.525910 44.305990
305128.629008 290229.893570 49.116846
301454.255288 290116.242881 48.530033
297779.930921 290002.574204 46.151955
294105.654688 289888.887792 45.565418
290431.425588 289775.183990 43.828595
286757.242344 289661.463033 48.832271
283083.103966 289547.725269 59.993765
279409.009185 289433.970947 65.389400
275734.957097 289320.200431 52.857789
272060.946369 289206.413971 24.907820
268386.975969 289092.611869 -8.073481
264713.044869 288978.794452 -29.732635
261039.151756 288864.961964 -40.778088
257365.295609 288751.114731 -43.700703
253691.475344 288637.253073 -42.015935
250017.689811 288523.377266 -34.987292
246343.937867 288409.487598 -27.548843
242670.218372 288295.584368 -26.494703
238996.530260 288181.667902 -30.771886
235322.872343 288067.738441 -38.140211
231649.243564 287953.796333 -42.487360
227975.642812 287839.841857 -38.478077
224302.068898 287725.875317 -30.926784
220628.520727 287611.896987 -19.226742
216954.997197 287497.907188 -5.058843
213281.497218 287383.906216 -6.811121
209608.019556 287269.894351 -29.225081
205934.563211 287155.871897 -54.289677
202261.127031 287041.839160 -72.901858
198587.709801 286927.796416 -89.468634
194914.310539 286813.743975 -107.572459
191240.928038 286699.682134 -115.965759
187567.561170 286585.611199 -110.690202
183894.208832 286471.531428 -92.489244
180220.869974 286357.443173 -67.151737
176547.543352 286243.346678 -44.714795
172874.227938 286129.242269 -32.109002
169200.922636 286015.130261 -34.858116
165527.626220 285901.010893 -46.786043
161854.337600 285786.884504 -63.552681
158181.055703 285672.751394 -79.503519
154507.779321 285558.611809 -91.166457
150834.507449 285444.466125 -101.993721
147161.238902 285330.314565 -110.918926
143487.972538 285216.157469 -112.836278
139814.707249 285101.995106 -104.142726
136141.441990 284987.827807 -87.070414
132468.175514 284873.655815 -68.089714
128794.906784 284759.479486 -49.242672
125121.634711 284645.299095 -33.987321
121448.358060 284531.114910 -24.956275
117775.075823 284416.927253 -18.920732
114101.786769 284302.736415 -16.868458
110428.489834 284188.542680 -12.595881
106755.183950 284074.346370 -9.532762
103081.867908 283960.147764 -9.580443
99408.540655 283845.947178 -9.561381
95735.201007 283731.744858 -8.115000
92061.847834 283617.541147 -5.895576
88388.480110 283503.336330 -2.875251
84715.096653 283389.130716 -1.050623
81041.696300 283274.924554 -0.765025
77368.278027 283160.718193 -0.845294
73694.840600 283046.511901 -0.172242
70021.383021 282932.305984 1.311629
66347.904061 282818.100733 3.979446
62674.402659 282703.896443 7.576170
59000.877678 282589.693414 8.104962
55327.327985 282475.491948 4.955489
51653.752461 282361.292322 1.333583
47980.150058 282247.094875 -0.276713
44306.519521 282132.899849 -0.936470
40632.859745 282018.707545 -1.939385
36959.169772 281904.518322 -2.155059
33285.448296 281790.332394 -1.726577
29611.694292 281676.150121 -1.425900
25937.906540 281561.971744 -1.488678
22264.084103 281447.797630 -1.281720
18590.225622 281333.627996 2.470637
14916.330176 281219.463204 6.282491
11242.396564 281105.303512 8.965879
7568.423582 280991.149210 13.786251
3894.410256 280877.000633 17.508786
334634.105977 287442.981059 12.233706
330959.306091 287329.485662 17.331648
327284.564206 287215.969976 20.699511
323609.879129 287102.434261 24.562781
319935.249734 286988.878823 28.027682
316260.674899 286875.303977 35.013401
312586.153592 286761.710027 41.178441
308911.684559 286648.097247 44.706108
305237.266704 286534.465929 48.707675
301562.899001 286420.816422 48.494404
297888.580225 286307.148966 47.701378
294214.309364 286193.463904 49.504160
290540.085129 286079.761475 47.975735
286865.906514 285966.042035 53.699945
283191.772395 285852.305846 68.060290
279517.681704 285738.553252 73.337449
275843.633178 285624.784493 57.462454
272169.625775 285510.999880 29.486104
268495.658298 285397.199725 0.096975
264821.729797 285283.384338 -24.496777
261147.839024 285169.553994 -38.262232
257473.984814 285055.708964 -43.473079
253800.166146 284941.849597 -41.781730
250126.381936 284827.976202 -35.753370
246452.630903 284714.088989 -28.452926
242778.912032 284600.188343 -25.723036
239105.224198 284486.274514 -27.808194
235431.566263 284372.347826 -34.562252
231757.937110 284258.408542 -40.872192
228084.335611 284144.456988 -41.820286
224410.760655 284030.493454 -37.343476
220737.211133 283916.518247 -27.829871
217063.685877 283802.531629 -16.362955
213390.183789 283688.533913 -15.336393
209716.703774 283574.525423 -31.513458
206043.244679 283460.506425 -52.301409
202369.805434 283346.477219 -69.145139
198696.384807 283232.438108 -86.953503
195022.981818 283118.389391 -105.181685
191349.595253 283004.331364 -114.771314
187676.223991 282890.264304 -110.188198
184002.866979 282776.188548 -93.095460
180329.523035 282662.104350 -69.703499
176656.191045 282548.012031 -49.460173
172982.869912 282433.911873 -39.508336
169309.558536 282319.804188 -40.207554
165636.255747 282205.689279 -48.008486
161962.960398 282091.567398 -61.964592
158289.671403 281977.438876 -76.965319
154616.387687 281863.304023 -90.346174
150943.108043 281749.163096 -103.096103
147269.831482 281635.016434 -113.470676
143596.556726 281520.864292 -115.737813
139923.282731 281406.706979 -105.979913
136250.008373 281292.544812 -86.660288
132576.732550 281178.378061 -66.962141
128903.454076 281064.207042 -47.738527
125230.171934 280950.032044 -30.333894
121556.884881 280835.853342 -18.982834
117883.591903 280721.671269 -12.041971
114210.291846 280607.486107 -10.649975
110536.983489 280493.298132 -9.326800
106863.665836 280379.107669 -8.646917
103190.337755 280264.914999 -8.815471
99516.998110 280150.720435 -8.681452
95843.645712 280036.524228 -7.910712
92170.279508 279922.326719 -7.187023
88496.898385 279808.128204 -6.460630
84823.501171 279693.928942 -5.995600
81150.086832 279579.729278 -5.373376
77476.654132 279465.529460 -4.712597
73803.202050 279351.329827 -3.057551
70129.729359 279237.130639 -2.093520
66456.234989 279122.932189 -0.008936
62782.717857 279008.734814 3.258753
59109.176831 278894.538798 2.447123
55435.610780 278780.344422 -0.552041
51762.018503 278666.151966 -3.141508
48088.399025 278551.961774 -4.480863
44414.751086 278437.774095 -6.021381
40741.073651 278323.589253 -6.737491
37067.365539 278209.407536 -5.027301
33393.625730 278095.229261 -3.132068
29719.852992 277981.054677 -1.925856
26046.046229 277866.884120 -2.303112
22372.204295 277752.717855 -2.232066
18698.326191 277638.556219 -0.005399
15024.410622 277524.399471 3.241913
11350.456606 277410.247932 7.719688
7676.462940 277296.101881 14.160062
4002.428572 277181.961636 19.661124
334742.687547 283747.560326 8.235297
331067.896235 283634.065034 12.812918
327393.162596 283520.549545 16.611033
323718.485352 283407.014113 19.841137
320043.863523 283293.459070 22.138754
316369.295917 283179.884688 30.253098
312694.781488 283066.291297 38.415807
309020.318984 282952.679151 44.111586
305345.907369 282839.048584 47.852616
301671.545550 282725.399890 49.326487
297997.232290 282611.733336 50.176092
294322.966646 282498.049278 51.145066
