NaN	NaN	z	density	stdev
541068.281287	4524838.4441	10600	2.89176793201747	0.0319204391388043
543286.488869	4523907.4421	10600	2.88695169006988	0.0317609587566414
545504.684018	4522976.64057	10600	2.89795710501445	0.032124004640668
547722.133003	4522044.93333	10600	2.91182110208	0.0413339137280003
549940.29504	4521113.419	10600	2.91979053789729	0.0416580295484496
552157.721458	4520182.10974	10600	2.91758585645269	0.0415686861469795
554375.862186	4519250.99127	10600	2.9063612365411	0.0411100065243571
556593.9818	4518318.95769	10600	2.89042766743307	0.0404478918940334
558811.379486	4517388.23951	10600	2.87080956553666	0.104415042919561
561029.480938	4516456.59718	10600	2.84954812439134	0.101975797852096
563247.57415	4515525.14918	10600	2.82878953320833	0.099534439155608
565464.936077	4514593.90343	10600	2.80926598525402	0.0971845418252102
567683.015192	4513662.84207	10600	2.79163941983597	0.0950186406254672
359946.337086	4600887.21995	10500	3.08881703196357	0.126670089087326
362164.081379	4599955.69014	10500	3.09611865736987	0.127299035294232
364382.504639	4599024.44265	10500	3.10473616375827	0.128033849682743
366600.1373	4598093.44084	10500	3.1137250860008	0.128791802216167
368818.47614	4597161.60776	10500	3.12503560766209	0.129733295985837
371035.999569	4596231.131	10500	3.14035304386292	0.0484651798774665
373254.229475	4595299.82089	10500	3.15813266078442	0.0489924344091522
375472.430451	4594367.65945	10500	3.17610352141893	0.0495134540355624
377689.81896	4593436.85297	10500	3.18347928394201	0.0497239009623879
379907.913529	4592505.21003	10500	3.17009212622571	0.0493404825823652
382125.95568	4591573.82508	10500	3.14428742664743	0.0663090640584964
384343.946125	4590642.69738	10500	3.11404709924752	0.0650534911046443
386561.885576	4589711.82617	10500	3.09071831604897	0.0640513845505293
388779.796894	4588780.09915	10500	3.12893242734342	0.065677547952938
390997.657775	4587848.62714	10500	3.12309081490818	0.0654340476620174
393215.468933	4586917.40939	10500	3.11533582683349	0.0486698324719229
395433.964375	4585986.4589	10500	3.10345636828833	0.0482917744023622
397651.678103	4585055.74714	10500	3.08375900660675	0.0476521880021766
399869.364222	4584124.17583	10500	3.05935398684866	0.0468371626410146
402087.002607	4583192.85578	10500	3.07275597537939	0.0472878679577096
404305.32676	4582261.79886	10500	3.06401451659858	0.0606886084296965
406522.871698	4581330.97884	10500	3.04854044971651	0.060008155887674
408741.121809	4580399.30826	10500	3.03689725657155	0.0594872428382114
410958.59352	4579467.87367	10500	3.03263329286156	0.0592945331459691
413176.75249	4578536.69804	10500	2.91182110208	0.0533782329600004
415394.134749	4577605.75749	10500	2.93479576113034	0.048976393900473
417612.221925	4576673.96221	10500	2.97789062104294	0.0509073305073935
419830.249077	4575743.52326	10500	3.00080050904836	0.0518918239431285
422048.249428	4574812.21666	10500	2.98197030600992	0.0510847437618598
424265.475576	4573881.1433	10500	2.92810021405314	0.0486668963560965
426483.391673	4572950.32267	10500	2.8653166962378	0.050852274657442
428701.280939	4572018.63212	10500	2.80342710668958	0.0472662872488561
430919.128943	4571087.18254	10500	2.74559658679472	0.0436886925869789
433136.936405	4570155.97317	10500	2.70265591253379	0.0409060661331447
435354.704052	4569225.00327	10500	2.68020810435213	0.0394178400684962
437572.432606	4568294.27208	10500	2.68101722868655	0.0465564720037129
439790.134866	4567362.66721	10500	2.69246171747676	0.0474537924449862
442007.798602	4566431.29955	10500	2.6980579882824	0.0478905040206355
444226.155065	4565500.17571	10500	2.69639448721273	0.0477608440079093
446443.743806	4564569.27993	10500	2.70181738035065	0.048183029214019
448661.296201	4563638.6191	10500	2.72746990053313	0.0604084074475628
450879.552993	4562707.08731	10500	2.74246712456784	0.0617770253848458
453097.043736	4561775.78219	10500	2.77791750317676	0.0649376477109919
455314.499432	4560844.70978	10500	2.83104334121298	0.0694604377512798
457532.650587	4559913.87491	10500	2.89768719256062	0.0747554548149545
459750.046346	4558982.15368	10500	2.95827748794018	0.0586200650820683
461968.130238	4558051.77957	10500	3.01092376252751	0.0612865718137054
464185.459556	4557120.51817	10500	3.05501830180581	0.0633866778444876
466403.485868	4556189.49013	10500	3.07903308311066	0.0644817776981534
468621.486696	4555257.57801	10500	3.09071831604897	0.0650026427369233
470838.720663	4554327.00056	10500	3.10153871275485	0.0654780981006625
473056.658876	4553395.54165	10500	3.1201781554739	0.0662819404150792
475274.566595	4552464.30807	10500	3.14658688627035	0.0673887591520783
477492.444554	4551533.29906	10500	3.16709432824893	0.0682230757379844
479710.293488	4550602.51387	10500	3.16410181093243	0.0681026727470403
481928.117775	4549670.84004	10500	3.13838943419725	0.0588724270590343
484145.185328	4548739.38643	10500	3.09548229864066	0.0572600038155843
486362.953578	4547808.15675	10500	3.05316433947512	0.0555811320132601
488580.694852	4546877.14785	10500	3.02143099808721	0.0542614445588333
490799.137801	4545946.36021	10500	3.00525644723585	0.0535680031271009
493016.828619	4545014.67864	10500	3.00734140133161	0.049186676879351
495234.492814	4544084.32728	10500	3.02505354126979	0.0498802380902304
497452.133498	4543153.08197	10500	3.05223830191524	0.0509147576887631
499669.749998	4542222.05367	10500	3.07432266296794	0.0517291987637382
501887.342672	4541290.1299	10500	3.08407461836626	0.0520816086332335
504105.639752	4540359.53278	10500	3.0780897574636	0.0433787114685218
506323.186289	4539428.03892	10500	3.06650652841807	0.0430255286402545
508540.710705	4538496.75902	10500	3.0584237607743	0.0427759722485124
510758.940548	4537565.6909	10500	3.0516212932395	0.0425639442960386
512976.422822	4536634.83636	10500	3.04086902696956	0.0422250331566759
515193.882123	4535703.08178	10500	3.0256582920754	0.0462742877590169
517412.047809	4534771.53581	10500	3.00853437786965	0.045653237078432
519629.471601	4533841.31373	10500	2.99488437973576	0.0451484008332079
521847.595064	4532909.07471	10500	2.98547846667603	0.0447954025936465
524065.704437	4531978.15547	10500	2.98635713296704	0.0448285570218769
526283.070537	4531047.44698	10500	2.99902265283062	0.0402687803597587
528501.140349	4530115.83011	10500	3.01451640880429	0.0407748738096501
530718.467722	4529184.42307	10500	3.02838317977142	0.0412194415460989
532936.504934	4528253.21724	10500	3.02656595012183	0.0411616271307605
535154.526904	4527322.21565	10500	2.99813469413509	0.0402394727490899
537372.53438	4526391.41752	10500	2.94520110380625	0.0336275338454275
539589.794849	4525459.71561	10500	2.8993077821279	0.0321682238528736
541807.766753	4524528.21069	10500	2.87554394725519	0.0313794577351159
544025.725502	4523596.90693	10500	2.87765587821761	0.0314504848728803
546243.671846	4522665.80359	10500	2.89257298384649	0.0319470052799903
548461.606535	4521734.89988	10500	2.90799608198185	0.0411772096557157
550679.520006	4520803.08331	10500	2.91566064412532	0.0414904676481681
552897.422414	4519871.46485	10500	2.91154740459877	0.041322725477524
555115.314511	4518940.04373	10500	2.89984857315455	0.0408409420550262
557333.197049	4518008.81918	10500	2.88136324444824	0.0400654130292937
559551.07078	4517077.79044	10500	2.86141338881728	0.103344689955856
561768.923868	4516145.845	10500	2.84011916490222	0.100874210487631
563986.781789	4515215.20556	10500	2.8178581103564	0.0982251074823899
566204.619664	4514283.64788	10500	2.79931723202132	0.0959671955176247
568422.450835	4513352.28294	10500	2.78262097632156	0.0938944581979946
360685.406569	4600577.54103	10400	3.0916698821338	0.126916523385291
362903.63162	4599645.74103	10400	3.09930454182974	0.127571634517493
365121.800342	4598714.20491	10400	3.10729901116423	0.128250834298426
367339.17854	4597782.91452	10400	3.11662563313006	0.129034536355025
369557.236856	4596851.90424	10400	3.12925759713971	0.130081285707813
371775.266444	4595920.04407	10400	3.1446157224319	0.0485926732366704
373993.21663	4594989.55636	10400	3.16277350104624	0.0491281181939567
376211.13864	4594058.21727	10400	3.17878199656779	0.0495901031118909
378429.766152	4593126.04202	10400	3.17677275172254	0.0495326294417664
380647.582434	4592195.22075	10400	3.15548652106453	0.0489147124548812
382865.370505	4591263.54585	10400	3.12503560766209	0.0655153144728475
385083.106903	4590332.12814	10400	3.0980293703001	0.0643686420204402
387301.526097	4589400.98169	10400	3.09898564678788	0.0644099210405556
389519.161159	4588470.07583	10400	3.1211484375	0.0653526812500006
391737.501758	4587538.32758	10400	3.11340314024093	0.0650262264133026
393955.037902	4586607.9306	10400	3.10313658917181	0.0482815184522758
396173.279889	4585676.68915	10400	3.08786731465555	0.0477869141489813
398390.760497	4584744.57489	10400	3.06806629158847	0.0471310297008515
400608.905859	4583813.83725	10400	3.04454583215841	0.0463301359146248
402826.290656	4582882.22588	10400	3.04331910576098	0.0462877025178096
405044.361211	4581950.87747	10400	3.06059526364377	0.0605394037491523
407262.385244	4581019.77821	10400	3.0460808202723	0.0598987556468438
409480.363472	4580088.92735	10400	2.97905479687225	0.0567818277170045
411698.314254	4579157.21253	10400	2.90093104675779	0.0527995601352959
413916.202592	4578226.85623	10400	2.90309955918134	0.0529154112276385
416134.064045	4577295.63447	10400	2.93844022558374	0.0491437707952704
418351.881695	4576364.65811	10400	2.97963731946046	0.0509834014054401
420569.672148	4575432.8148	10400	2.99076020899644	0.0514638874671705
422787.41936	4574501.21538	10400	2.95570688271684	0.049926443967485
425005.109046	4573570.97075	10400	2.89687790121252	0.0471891474281206
427222.772382	4572639.85691	10400	2.83179595692634	0.0489419008265525
429440.408771	4571707.8731	10400	2.76929421903836	0.0451801114238489
431658.721475	4570777.25082	10400	2.72074407944384	0.0420897516625465
433876.276438	4569845.74778	10400	2.68446837297226	0.0397016772984991
436093.791617	4568914.48415	10400	2.67138049464786	0.0388280087544974
438311.998592	4567983.4673	10400	2.67738487277406	0.0462706174801396
440529.436248	4567052.67994	10400	2.68937478436109	0.0472122922646595
442747.578387	4566121.02564	10400	2.69122505401303	0.0473570946642021
444964.952025	4565189.59989	10400	2.6906076678151	0.0473087944515355
447183.01898	4564258.41677	10400	2.72616271625866	0.0500588709136993
449401.049371	4563327.46796	10400	2.72725185579031	0.0603883805844877
451618.313817	4562396.74634	10400	2.74941591798903	0.062405031891828
453836.282663	4561465.15254	10400	2.7928340516317	0.0662341437492421
456054.207412	4560534.90247	10400	2.85546097967056	0.0714495575208834
458272.1069	4559603.77204	10400	2.91951469387669	0.0763985528168158
460489.250915	4558671.75528	10400	2.97847256404328	0.0596640124359177
462707.083202	4557741.08549	10400	3.03111380377719	0.0622628171594819
464924.890199	4556809.53307	10400	3.06432577497618	0.0638150896465992
467142.664695	4555878.20895	10400	3.08218197879096	0.0646229022916023
469360.407419	4554947.11236	10400	3.09230460152583	0.0650727553695267
471578.119105	4554016.24255	10400	3.10473616375827	0.0656173479624057
473795.800485	4553085.59877	10400	3.12730758131619	0.066584405352111
476013.457126	4552154.06858	10400	3.1564783310968	0.0677938797994646
478231.812654	4551222.76577	10400	3.16942549309029	0.0683165547484914
480449.410445	4550291.68356	10400	3.15747073205086	0.0678342461510488
482666.979977	4549360.82435	10400	3.12244308725432	0.0582834088290485
484884.525032	4548429.0757	10400	3.08029181523715	0.056667739098311
487102.767923	4547498.66193	10400	3.03872890209498	0.0549874182970316
489320.258672	4546567.35521	10400	3.0082360264532	0.0536968189427152
491537.723211	4545636.26845	10400	2.99783885158395	0.0532451924276448
493755.89129	4544704.29004	10400	3.00525644723585	0.0491040028665091
495973.305051	4543773.64068	10400	3.02808013105356	0.0499971953099147
498191.422685	4542842.09755	10400	3.05378204740984	0.0509724369288034
500408.788538	4541910.77082	10400	3.07306917464192	0.0516835827008603
502626.858234	4540979.65994	10400	3.0762049679252	0.0517975616147562
504844.90501	4540048.76389	10400	3.0655715031783	0.0429967909129457
507062.202592	4539118.08285	10400	3.05192976259985	0.0425735988935301
509280.203993	4538186.50279	10400	3.04301259982493	0.042292969564116
511498.183797	4537255.13527	10400	3.03537282428713	0.0420499915699446
513715.416103	4536323.98137	10400	3.02354290583308	0.0416690526838295
515933.355063	4535393.03698	10400	3.00853437786965	0.045653237078432
518151.270976	4534461.19115	10400	2.99547469879951	0.045170414959183
520369.17149	4533530.66655	10400	2.98489305036053	0.0447732927632536
522587.049544	4532599.23898	10400	2.97963731946046	0.0445740595144705
524804.90956	4531668.0194	10400	2.98606417197299	0.044817506924179
527022.752282	4530737.00705	10400	3.00020760316524	0.0403078389074729
529240.572522	4529805.08944	10400	3.01451640880429	0.0407748738096501
531458.382443	4528874.48924	10400	3.02384489098334	0.0410748072575698
533676.17047	4527942.98226	10400	3.01481625970235	0.0407845702309641
535893.943285	4527011.67945	10400	2.97092993663411	0.0393253777917611
538111.701635	4526080.58005	10400	2.91566064412532	0.0326977857624636
540329.446268	4525149.68329	10400	2.87185956024744	0.0312551113933318
542547.169283	4524217.87669	10400	2.85468749422692	0.0306682420483261
544764.879172	4523286.27119	10400	2.86401372568271	0.0309884708808639
546982.576685	4522354.86604	10400	2.88322240790534	0.0316368249888277
549200.98726	4521423.65394	10400	2.90255698551208	0.0409531000374992
551418.662148	4520492.64689	10400	2.90963359722498	0.0412443864852091
553636.315991	4519560.72616	10400	2.90472906193687	0.0410427776430044
555854.695251	4518630.10703	10400	2.89069557148594	0.0404591319752917
558072.329614	4517698.57979	10400	2.87238500554471	0.0396823924104927
560289.955198	4516767.2483	10400	2.85134350101404	0.102184169572684
562508.296718	4515836.10349	10400	2.82729036027336	0.099355839088473
564725.893687	4514904.04915	10400	2.80634117280519	0.0968280427771004
566944.220598	4513973.2911	10400	2.78782909727441	0.0945449805346363
569161.803797	4513041.62258	10400	2.76998963032746	0.0923020332756413
361424.418863	4600266.65456	10300	3.09452827238643	0.127162540420404
363643.09707	4599335.69571	10300	3.10185815210558	0.127789337067521
365861.011231	4598403.87097	10300	3.11018739737748	0.128494534841384
368078.869804	4597472.30933	10300	3.1201781554739	0.129330615444057
370296.673498	4596541.01003	10300	3.13251296853974	0.0482288834960594
372515.157626	4595609.98907	10300	3.14921880509349	0.0487295771139578
374732.878458	4594678.10039	10300	3.16776004959901	0.0492730256396651
376950.521209	4593747.58338	10300	3.17643810417984	0.0495230428324508
379168.870173	4592816.23006	10300	3.16476635788187	0.0491861394376742
381386.432591	4591885.1192	10300	3.13838943419725	0.0660679459218051
383604.700656	4590953.16995	10300	3.10986619485985	0.0648760765733824
385822.894098	4590022.58882	10300	3.08470604798045	0.0637882655500623
388040.325805	4589091.13722	10300	3.11275945123562	0.064998950846982
390258.440884	4588159.95568	10300	3.10922399278162	0.0648487414302759
392476.527631	4587227.91689	10300	3.097710747727	0.0481068635525735
394694.543478	4586297.24324	10300	3.08312798924617	0.0476314321728667
396912.53155	4585365.71084	10300	3.06806629158847	0.0471310297008515
399130.471139	4584434.43052	10300	3.04977194678372	0.0465101698806339
401348.362961	4583503.40153	10300	3.02808013105356	0.0457550090411946
403566.207733	4582572.62312	10300	3.00525644723585	0.0580320033876926
405784.024977	4581640.98296	10300	3.05687477830841	0.0603763141149467
408001.79573	4580709.59188	10300	2.94350691874403	0.055018078908701
410219.520712	4579778.44915	10300	2.90799608198185	0.0531758667739374
412437.200639	4578847.55401	10300	2.88615132883446	0.0520016910427622
414654.853287	4577915.79411	10300	2.8993077821279	0.0473062115483435
416873.176898	4576985.40287	10300	2.93844022558374	0.0491437707952704
419090.741594	4576054.13412	10300	2.97498525588446	0.0507804250574604
421309.010799	4575122.00872	10300	2.97006279215211	0.0505643458725638
423526.489548	4574191.22814	10300	2.92476836816861	0.0485119169905649
425743.926688	4573260.69066	10300	2.85830285013001	0.0504587950900817
427962.068807	4572329.29339	10300	2.7930732012827	0.0466414397246799
430180.169631	4571398.13715	10300	2.74068528558794	0.0433754280798736
432397.498691	4570467.21227	10300	2.69826624313096	0.0406165727910177
434615.532323	4569535.42448	10300	2.67018701625006	0.0387481089122461
436833.525951	4568603.87545	10300	2.66248909871787	0.0450941787238193
439050.737261	4567673.66805	10300	2.67098239532847	0.0457657077773105
441268.665398	4566741.48295	10300	2.6832480331219	0.046731792246784
443486.543486	4565810.64602	10300	2.6842648093694	0.0468116385765564
445704.38447	4564880.04485	10300	2.68753017508748	0.0470677872366147
447922.199532	4563948.56705	10300	2.72247314189328	0.0599485774781456
450139.978061	4563017.3235	10300	2.73118773268564	0.0607493257430738
452357.720784	4562086.31346	10300	2.76214722400217	0.063545089372213
454575.428431	4561155.53618	10300	2.81490192973081	0.0681143178344258
456793.110412	4560223.87924	10300	2.87712744783797	0.0731669431259938
459010.757889	4559292.45354	10300	2.94350691874403	0.0578395188527369
461229.101158	4558361.26346	10300	3.00050402022185	0.0607728533495575
463446.681689	4557430.29771	10300	3.04209350379001	0.0627832752028066
465664.229905	4556499.56095	10300	3.06869068229307	0.0640142577546356
467881.753002	4555567.94075	10300	3.08218197879096	0.0646229022916023
470099.96741	4554637.66366	10300	3.09135262502556	0.0650306957066011
472317.428079	4553706.49737	10300	3.10794040082712	0.0657563264953408
474535.592426	4552774.44873	10300	3.13544850540575	0.066926453124695
476752.992709	4551843.73333	10300	3.15912604574219	0.0679014641928131
478971.096998	4550912.13348	10300	3.16376963543746	0.0680892796935266
481188.439829	4549981.86595	10300	3.14231904236216	0.0590157570282
483406.486997	4549050.71187	10300	3.10505628231063	0.0576274460962504
485623.781118	4548118.6658	10300	3.05997448594835	0.0558574572091936
487841.773213	4547187.95447	10300	3.01992462425289	0.0541974636486551
490059.741046	4546256.35152	10300	2.9963607168627	0.0531805003726033
492276.953058	4545326.07859	10300	2.99076020899644	0.0485230938976179
494494.869344	4544394.91385	10300	3.00317500221522	0.0490212491704323
496712.761343	4543462.85522	10300	3.02686864458467	0.0499504336440677
498930.628017	4542532.12535	10300	3.05192976259985	0.0509032160683513
501148.470984	4541600.50007	10300	3.0655715031783	0.0514092065263481
503366.291001	4540670.20203	10300	3.0612163198396	0.0428624835797059
505584.087895	4539739.00708	10300	3.04546661442418	0.0423705173765668
507801.861059	4538806.91442	10300	3.02989948542549	0.0418744560831884
510019.613944	4537876.14674	10300	3.02052696051166	0.0415710139496888
512237.343682	4536944.47985	10300	3.01182096055218	0.0412858897856951
514455.055523	4536014.13641	10300	3.00109706963512	0.045379258939702
516672.744804	4535082.89223	10300	2.99046616568175	0.0449831124466648
518890.410916	4534150.74655	10300	2.98109489317019	0.0446294459431046
521108.06181	4533219.92204	10300	2.97527546602057	0.0444077012398009
523326.420965	4532289.30314	10300	2.97614653170446	0.0444409965592547
525544.031597	4531357.78324	10300	2.98723644922309	0.039877065795703
527761.624963	4530426.47051	10300	3.00020760316524	0.0403078389074729
529979.201811	4529495.36418	10300	3.0103259876158	0.0406389784599763
532197.481974	4528563.34751	10300	3.01361728396504	0.0407457761977012
534415.027448	4527632.6514	10300	2.99134851186094	0.0400143961888772
536633.276583	4526701.04283	10300	2.94153370967302	0.0335139664311041
538850.785779	4525769.64217	10300	2.88295658950033	0.0316279553373556
541068.281287	4524838.4441	10300	2.84291167165119	0.0302588090390072
543286.488869	4523907.4421	10300	2.83582127767814	0.0300095397509781
545504.684018	4522976.64057	10300	2.85237107589707	0.03058815201742
547722.133003	4522044.93333	10300	2.87686334455093	0.0398739636898965
549940.29504	4521113.419	10300	2.89633874536653	0.0406950394065479
552157.721458	4520182.10974	10300	2.90364242983287	0.0409979443568724
554375.862186	4519250.99127	10300	2.89687790121252	0.0407174929236926
556593.9818	4518318.95769	10300	2.88242517630302	0.040110440741958
558811.379486	4517388.23951	10300	2.86193285834124	0.10340418012534
561029.480938	4516456.59718	10300	2.83834682824884	0.100665786132412
563247.57415	4515525.14918	10300	2.81539387928683	0.0979276982055665
565464.936077	4514593.90343	10300	2.793551723909	0.0952556319156714
567683.015192	4513662.84207	10300	2.77440936118929	0.0928615735239243
359946.337086	4600887.21995	10200	3.08976736587668	0.126752280054046
362164.081379	4599955.69014	10200	3.09675528895892	0.127353596860302
364382.504639	4599024.44265	10200	3.10473616375827	0.128033849682743
366600.1373	4598093.44084	10200	3.11308126198139	0.128737801957813
368818.47614	4597161.60776	10200	3.1234147793814	0.12959920605215
371035.999569	4596231.131	10200	3.13740852612687	0.0483767086902502
373254.229475	4595299.82089	10200	3.15449530234308	0.0488855315337788
375472.430451	4594367.65945	10200	3.17042554039312	0.0493501106102505
377689.81896	4593436.85297	10200	3.17142617311807	0.0493789816573371
379907.913529	4592505.21003	10200	3.15284458621968	0.0488368541150518
382125.95568	4591573.82508	10200	3.12568440814497	0.0655423812181387
384343.946125	4590642.69738	10200	3.09643693906342	0.0642997909332007
386561.885576	4589711.82617	10200	3.10185815210558	0.0645336152190981
388779.796894	4588780.09915	10200	3.10569672294456	0.0646982056501784
390997.657775	4587848.62714	10200	3.0980293703001	0.0643686420204402
393215.468933	4586917.40939	10200	3.08312798924617	0.0476314321728667
395433.964375	4585986.4589	10200	3.06681834230742	0.0470891361263819
397651.678103	4585055.74714	10200	3.05223830191524	0.0465947176424438
399869.364222	4584124.17583	10200	3.03689725657155	0.0460644803516406
402087.002607	4583192.85578	10200	3.01631658336871	0.0453366745616035
404305.32676	4582261.79886	10200	2.99134851186094	0.0573735827708165
406522.871698	4581330.97884	10200	2.96228796278526	0.055959771458136
408741.121809	4580399.30826	10200	2.9272662563658	0.0541856702268455
410958.59352	4579467.87367	10200	2.88989208264951	0.0522049997355331
413176.75249	4578536.69804	10200	2.87871363411949	0.0515946901073076
415394.134749	4577605.75749	10200	2.90038966137611	0.0473582206501234
417612.221925	4576673.96221	10200	2.9449185561726	0.0494394159237167
419830.249077	4575743.52326	10200	2.96919630199281	0.050526170549592
422048.249428	4574812.21666	10200	2.95058344041559	0.0496959752333549
424265.475576	4573881.1433	10200	2.89096354997455	0.0469027484190624
426483.391673	4572950.32267	10200	2.82454886905178	0.048518961057048
428701.280939	4572018.63212	10200	2.76582713779858	0.0449640487076938
430919.128943	4571087.18254	10200	2.71622718342351	0.0417956340273905
433136.936405	4570155.97317	10200	2.68203019129591	0.0395393059176651
435354.704052	4569225.00327	10200	2.66131394278239	0.0381531381030735
437572.432606	4568294.27208	10200	2.65663752530509	0.0446306491818915
439790.134866	4567362.66721	10200	2.66800534950215	0.0455305266749967
442007.798602	4566431.29955	10200	2.67899649152444	0.0463975037237388
444226.155065	4565500.17571	10200	2.6804102816916	0.0465087398162798
446443.743806	4564569.27993	10200	2.72485813254937	0.0499592290156696
448661.296201	4563638.6191	10200	2.72225675705601	0.0599286229133361
450879.552993	4562707.08731	10200	2.73979611647406	0.0615345776301688
453097.043736	4561775.78219	10200	2.77791750317676	0.0649376477109919
455314.499432	4560844.70978	10200	2.83380622349972	0.0696883641901491
457532.650587	4559913.87491	10200	2.90364242983287	0.0752081495818123
459750.046346	4558982.15368	10200	2.96544907776757	0.0589938404050032
461968.130238	4558051.77957	10200	3.01511618189251	0.0614913557200646
464185.459556	4557120.51817	10200	3.05192976259985	0.0632433896606788
466403.485868	4556189.49013	10200	3.07119101659655	0.0641278485571879
468621.486696	4555257.57801	10200	3.08155164902514	0.0645946979814784
470838.720663	4554327.00056	10200	3.09293959439931	0.0651007819289781
473056.658876	4553395.54165	10200	3.11404709924752	0.066019632061644
475274.566595	4552464.30807	10200	3.14166344429106	0.0671852126969092
477492.444554	4551533.29906	10200	3.16045147654562	0.0679551852426641
479710.293488	4550602.51387	10200	3.15515604910365	0.0677400166232574
481928.117775	4549670.84004	10200	3.12828228830022	0.0585004784367162
484145.185328	4548739.38643	10200	3.0850218658098	0.0568533894761166
486362.953578	4547808.15675	10200	3.04178727907381	0.0551141192649872
488580.694852	4546877.14785	10200	3.00644742011071	0.0536195508678361
490799.137801	4545946.36021	10200	2.98723644922309	0.0527784694354893
493016.828619	4545014.67864	10200	2.98694327160112	0.0483683513520627
495234.492814	4544084.32728	10200	3.00317500221522	0.0490212491704323
497452.133498	4543153.08197	10200	3.02989948542549	0.0500672844472905
499669.749998	4542222.05367	10200	3.05100456443041	0.050868579693708
501887.342672	4541290.1299	10200	3.05749416207499	0.0511106697822477
504105.639752	4540359.53278	10200	3.0460808202723	0.0423898886116126
506323.186289	4539428.03892	10200	3.02808013105356	0.0418158360773832
508540.710705	4538496.75902	10200	3.01331771833767	0.0413351341315155
510758.940548	4537565.6909	10200	3.00287793957828	0.040989697355028
512976.422822	4536634.83636	10200	2.99458932812569	0.0407121571383295
515193.882123	4535703.08178	10200	2.98606417197299	0.044817506924179
517412.047809	4534771.53581	10200	2.97759975825014	0.0444964625626745
519629.471601	4533841.31373	10200	2.97208714672556	0.0442855185812719
521847.595064	4532909.07471	10200	2.97035176762127	0.0442188081040993
524065.704437	4531978.15547	10200	2.97672760480468	0.0444631869005231
526283.070537	4531047.44698	10200	2.98899703065224	0.0399359515614699
528501.140349	4530115.83011	10200	2.99902265283062	0.0402687803597587
530718.467722	4529184.42307	10200	3.00704333603353	0.0405320150591924
532936.504934	4528253.21724	10200	3.00198718186008	0.0403663873606287
535154.526904	4527322.21565	10200	2.96948505932963	0.0392759428879255
537372.53438	4526391.41752	10200	2.90990677592245	0.0325126756509853
539589.794849	4525459.71561	10200	2.85597701049437	0.030712731669103
541807.766753	4524528.21069	10200	2.82529565110262	0.0296357025741328
544025.725502	4523596.90693	10200	2.82679123427436	0.0296890973493244
546243.671846	4522665.80359	10200	2.84903583278792	0.0304724496287162
548461.606535	4521734.89988	10200	2.87528029164317	0.039806363519067
550679.520006	4520803.08331	10200	2.89553056925902	0.0406613544932532
552897.422414	4519871.46485	10200	2.89957814048971	0.0408297226208452
555115.314511	4518940.04373	10200	2.89096354997455	0.0404703714930195
557333.197049	4518008.81918	10200	2.87291074944375	0.0397049360924637
559551.07078	4517077.79044	10200	2.8516002825532	0.102213935536156
561768.923868	4516145.845	10200	2.82803961018286	0.0994451374690315
563986.781789	4515215.20556	10200	2.80318475276861	0.0964420170699235
566204.619664	4514283.64788	10200	2.78238509771711	0.0938649112843614
568422.450835	4513352.28294	10200	2.76444495708835	0.0915965474650173
360685.406569	4600577.54103	10100	3.09230460152583	0.12697122998932
362903.63162	4599645.74103	10100	3.09994253615387	0.127626091640564
365121.800342	4598714.20491	10100	3.10729901116423	0.128250834298426
367339.17854	4597782.91452	10100	3.11598059519699	0.128980633263815
369557.236856	4596851.90424	10100	3.12730758131619	0.129920790930948
371775.266444	4595920.04407	10100	3.1413357446986	0.0484946327803491
373993.21663	4594989.55636	10100	3.15912604574219	0.0490215448806651
376211.13864	4594058.21727	10100	3.17109256385398	0.0493693601486064
378429.766152	4593126.04202	10100	3.16376963543746	0.0491571385104485
380647.582434	4592195.22075	10100	3.14068054447043	0.0484749995981829
382865.370505	4591263.54585	10100	3.11083000530286	0.0649170590295378
385083.106903	4590332.12814	10100	3.08691821429775	0.0638853123658241
387301.526097	4589400.98169	10100	3.09611865736987	0.0642860128235873
389519.161159	4588470.07583	10100	3.09739219330375	0.0643411094847856
391737.501758	4587538.32758	10100	3.08596973123461	0.0638437362802553
393955.037902	4586607.9306	10100	3.06744217822749	0.0471100865829616
396173.279889	4585676.68915	10100	3.0503881155809	0.0465313173287383
398390.760497	4584744.57489	10100	3.03964567602087	0.0461602384343438
400608.905859	4583813.83725	10100	3.0256582920754	0.0456693951085723
402826.290656	4582882.22588	10100	3.00317500221522	0.044861870452941
405044.361211	4581950.87747	10100	2.97876364423352	0.0567677011067841
407262.385244	4581019.77821	10100	2.94774733315482	0.0552326445173394
409480.363472	4580088.92735	10100	2.90663352533412	0.0531035478518467
411698.314254	4579157.21253	10100	2.87528029164317	0.0514055687829011
413916.202592	4578226.85623	10100	2.87369992512679	0.0513182517060814
416134.064045	4577295.63447	10100	2.90690588831236	0.047670012118527
418351.881695	4576364.65811	10100	2.94633202793491	0.0495036023274299
420569.672148	4575432.8148	10100	2.95827748794018	0.0500415189724973
422787.41936	4574501.21538	10100	2.92338323645818	0.0484472985067765
425005.109046	4573570.97075	10100	2.8601160229531	0.045375104917898
427222.772382	4572639.85691	10100	2.79450966257028	0.0467285485958572
429440.408771	4571707.8731	10100	2.73757829405364	0.0431765404742274
431658.721475	4570777.25082	10100	2.69826624313096	0.0406165727910177
433876.276438	4569845.74778	10100	2.66978973619231	0.0387215047884399
