X,Y,Z
685654.556953,4823376.9566,7.71274176661
682126.938639,4824413.00236,-6.16774528775
678599.3744399999,4825449.00729,-15.5867394109
675071.863472,4826484.97199,-13.0126629429
671544.404629,4827520.89714,-5.296466461730001
668016.9970399999,4828556.783319999,-7.46362281275
664489.639686,4829592.63121,-7.3100269223600005
660962.33163,4830628.4414099995,-6.70080596957
657435.071865,4831664.21456,-3.81195033421
653907.859389,4832699.951309999,-0.087071489441
650380.69328,4833735.65228,15.2260364928
646853.57255,4834771.318109999,33.760529169899996
643326.49621,4835806.9494,35.4324881809
639799.463283,4836842.54683,32.002939061199996
636272.472793,4837878.1110000005,32.7123319022
632745.523771,4838913.64256,31.9094363228
629218.6153300001,4839949.1421300005,32.5245915088
625691.74636,4840984.61035,37.1080265642
622164.915908,4842020.04785,45.832437862700004
618638.123103,4843055.45525,53.0937517907
615111.366852,4844090.8332,63.563107592200005
611584.646296,4845126.18233,53.473299179399994
608057.9603510001,4846161.50326,41.7014059184
604531.308091,4847196.79662,39.4877424766
601004.688523,4848232.06306,46.1423297832
597478.100732,4849267.3032,53.602581594499995
593951.543658,4850302.51767,59.2061352472
590425.016397,4851337.707119999,60.9349047866
586898.5179770001,4852372.87215,63.5358498772
583372.047352,4853408.0134,63.4686492808
579845.603638,4854443.13153,65.9555380343
576319.1858,4855478.2271300005,65.7182969949
572792.792887,4856513.30086,52.851279227700005
569266.423878,4857548.35335,33.5960199413
565740.077908,4858583.38521,21.6879051162
562213.7538899999,4859618.39709,17.650768759800002
558687.450895,4860653.38962,10.8963509243
555161.1679989999,4861688.363419999,3.7937199904300005
551634.90413,4862723.319130001,-9.11372726217
548108.658377,4863758.25737,-27.6676598431
544582.429756,4864793.1788,-46.5554283027
541056.217289,4865828.084009999,-57.24220145859999
537530.0200029999,4866862.97366,-60.450467977799995
534003.837009,4867897.84837,-61.7700901363
530477.667115,4868932.70878,-68.4422570715
526951.509595,4869967.5555,-80.3571685117
523425.36326899996,4871002.3891900005,-94.6808108531
519899.22734499996,4872037.21045,-107.120785105
516373.100731,4873072.01993,-114.71532159899999
512846.98249399994,4874106.81825,-113.599446857
509320.871629,4875141.60606,-104.686733262
505794.76713500003,4876176.38397,-87.41187341690001
502268.668174,4877211.15262,-64.33953043359999
498742.57368000003,4878245.91264,-38.1604630177
495216.482671,4879280.66465,-12.7031002647
491690.394169,4880315.40929,5.65067000033
488164.30720299995,4881350.1472,13.514186785
484638.22080600006,4882384.879,10.318263970599999
481112.134096,4883419.60532,1.9374537270599996
477586.04596400005,4884454.326780001,-7.5319123687100005
474059.955459,4885489.04404,-8.88470369549
470533.86171599996,4886523.7577,-0.47661243132700004
467007.763564,4887558.4684,14.083593777899999
463481.660226,4888593.17679,28.696082135
459955.550697,4889627.88347,38.4552201489
456429.433901,4890662.58909,40.5575397667
452903.30892200005,4891697.2942699995,37.992838979
449377.17477299995,4892731.99964,38.0765094109
445851.030471,4893766.70585,37.652544674299996
442324.87503999996,4894801.413509999,31.4927616904
438798.707586,4895836.12326,18.6597292933
435272.527066,4896870.83572,3.88765772307
431746.332521,4897905.551530001,-5.474777899430001
428220.122919,4898940.271319999,-10.2682112295
424693.897388,4899974.99572,-14.6147547422
421167.65490799997,4901009.72535,-20.1592838004
417641.394463,4902044.46086,-23.831232204099997
414115.115121,4903079.20287,-23.1359014302
410588.815956,4904113.95201,-17.0666677425
407062.49589200004,4905148.70891,-12.1543862501
403536.15401399997,4906183.4742,-10.4080576106
400009.789332,4907218.24852,-11.410887069300001
396483.400867,4908253.03249,-12.629912331300002
392956.98764099996,4909287.82674,-15.039956851800001
389430.54876100004,4910322.63192,-16.1711039932
385904.083106,4911357.44863,-9.37233095962
382377.589795,4912392.27752,2.6423213728799997
698718.114789,4815686.3296300005,19.6922374615
695190.284348,4816722.55196,35.9619963133
691662.511704,4817758.73109,31.125253565
688134.795796,4818794.86767,20.590088808
684607.135721,4819830.9623300005,10.9238274899
681079.530503,4820867.0157,-4.0598609438699995
677551.979098,4821903.02841,-13.3748029846
674024.480542,4822939.00111,-11.8269763726
670497.033953,4823974.93442,-8.438383533360001
666969.638228,4825010.82897,-8.700763582010001
663442.2924939999,4826046.6854,-7.814757579410001
659914.995735,4827082.50433,-6.0661820635099994
656387.7469390001,4828118.28641,-5.47934556461
652860.545176,4829154.032269999,0.104386512768
649333.38952,4830189.74254,14.745767340699999
645806.278901,4831225.41785,19.2855776103
642279.212404,4832261.05883,15.9136010605
638752.189045,4833296.66611,19.087994578
635225.207846,4834332.24033,26.2333284769
631698.267834,4835367.78213,27.4346787948
628171.368041,4836403.2921400005,27.7882680275
624644.507504,4837438.770959999,32.356596009099995
621117.68519,4838474.21926,39.2633069064
617590.900149,4839509.63766,48.9919625863
614064.151435,4840545.0267900005,57.741346729499995
610537.438109,4841580.38728,46.8205749941
607010.759083,4842615.719769999,37.6441771613
603484.113504,4843651.02488,37.3116656942
599957.5003739999,4844686.30325,44.5625344501
596430.918621,4845721.555509999,50.4701993542
592904.367333,4846756.7822900005,54.9391845621
589377.845605,4847791.98422,56.293363410299996
585851.3523810001,4848827.16193,59.703413813599994
582324.88669,4849862.31606,64.6106661159
578798.4475659999,4850897.447240001,68.32884919840001
575272.034048,4851932.55609,69.564915089
571745.645181,4852967.64325,62.2802313131
568219.2800149999,4854002.70935,43.26685507569999
564692.9374520001,4855037.755030001,26.3527655088
561166.616632,4856072.78091,17.3076928453
557640.316545,4857107.78761,9.472749242899999
554114.036263,4858142.77579,1.4483034791999998
550587.77471,4859177.74606,-12.832560918199999
547061.530972,4860212.69905,-29.9750535712
543535.30406,4861247.6354,-46.832551119099996
540009.093071,4862282.55574,-58.5559869771
536482.89695,4863317.46071,-61.107679286499994
532956.7147270001,4864352.35092,-61.044946097700006
529430.545514,4865387.22701,-67.46226895
525904.3881979999,4866422.0896,-78.6120407895
522378.241979,4867456.93935,-90.7139553409
518852.10567799996,4868491.77685,-104.35698612200001
515325.978506,4869526.60277,-114.67477003100001
511799.85937200004,4870561.41773,-116.360170633
508273.747345,4871596.22234,-108.903445439
504747.641421,4872631.01725,-92.0865131713
501221.540758,4873665.8030900005,-71.5482968031
497695.44420900004,4874700.580469999,-47.766634591400006
494169.350866,4875735.35005,-21.2234159193
490643.25974799995,4876770.11244,-1.4061676432199999
487117.16988,4877804.868290001,11.1595447661
483591.08037,4878839.61821,10.975936538900001
480064.990099,4879874.362840001,4.0532849639599995
476538.89818599995,4880909.10281,-5.51032112227
473012.803679,4881943.8387400005,-8.77108850233
469486.705553,4882978.571280001,-2.95518310694
465960.602867,4884013.30105,9.479365244630001
462434.494608,4885048.02868,25.565717850100004
458908.37976800004,4886082.7548,38.614509691799995
