x_c y_c z_c m m_abs mu_pr mu_abs sigma_pr post_stdev post_res
142838.183654 35348.654384 5953.571511 -312.8132 2244.1772 -498.0299 2058.9606 20.0000 16.7739 0.2966
142838.183654 35348.654384 7203.521511 228.4803 2880.0221 248.4582 2900.0000 50.0000 29.0054 0.6635
142838.183654 35348.654384 8572.505752 56.3902 2781.8002 174.5901 2900.0000 100.0000 38.7922 0.8495
142838.183654 35348.654384 10060.524234 -41.0963 2752.2456 106.6581 2900.0000 133.4744 42.4258 0.8990
142838.183654 35348.654384 11667.576957 -67.4772 2785.5500 160.2564 3013.2836 152.8393 44.5801 0.9149
142838.183654 35348.654384 13393.663921 -74.0150 2834.5591 146.8671 3055.4412 181.9981 47.1695 0.9328
142838.183654 35348.654384 15238.785126 -58.9535 2895.5155 175.9860 3130.4550 196.0090 48.7759 0.9381
142838.183654 35348.654384 17202.940572 -108.8193 2877.7738 180.3268 3166.9198 254.1562 53.2965 0.9560
142838.183654 35348.654384 19286.130259 -101.3350 2913.3492 168.4325 3183.1166 266.7384 54.3104 0.9585
142838.183654 35348.654384 21488.354186 -18.1485 3013.2957 157.2690 3188.7132 278.9433 56.8153 0.9585
142838.183654 35348.654384 23809.612355 43.4290 3087.8043 144.5914 3188.9667 290.9972 58.2930 0.9599
142838.183654 58914.423973 60.562355 -20.9527 1032.9838 -26.9365 1027.0000 5.0000 4.8976 0.0405
142838.183654 58914.423973 239.204186 -184.2476 1037.5128 -194.7604 1027.0000 5.0000 4.8878 0.0444
142838.183654 58914.423973 536.880259 -251.8910 1040.0152 -264.9062 1027.0000 5.0000 4.8791 0.0478
142838.183654 58914.423973 953.590572 -368.3183 1041.0653 -382.3836 1027.0000 5.0000 4.8720 0.0505
142838.183654 58914.423973 1489.335126 -506.3450 1039.1329 -518.4780 1027.0000 5.0000 4.8692 0.0516
142838.183654 58914.423973 2144.113921 -663.6632 1036.7761 -673.4393 1027.0000 5.0000 4.8694 0.0516
142838.183654 58914.423973 2917.926957 -864.5577 1034.1736 -871.7313 1027.0000 5.0000 4.8725 0.0504
142838.183654 58914.423973 3810.774234 -1130.5342 1042.0037 -1145.5378 1027.0000 5.0000 4.8847 0.0456
142838.183654 58914.423973 4822.655752 -1299.8031 1054.4374 -1327.2406 1027.0000 5.0000 4.9079 0.0365
142838.183654 58914.423973 5953.571511 255.4844 2814.5762 340.9081 2900.0000 20.0000 16.6601 0.3061
142838.183654 58914.423973 7203.521511 139.4782 2789.9716 249.5066 2900.0000 50.0000 29.4755 0.6525
142838.183654 58914.423973 8572.505752 -41.1176 2683.5556 175.3267 2900.0000 100.0000 39.0118 0.8478
142838.183654 58914.423973 10060.524234 -131.9967 2660.8951 107.1082 2900.0000 132.8725 42.0253 0.9000
142838.183654 58914.423973 11667.576957 -139.9093 2712.4418 141.9734 2994.3245 146.9253 43.9170 0.9107
142838.183654 58914.423973 13393.663921 -147.2376 2760.7168 140.4164 3048.3708 198.9237 46.8002 0.9446
142838.183654 58914.423973 15238.785126 -132.7226 2821.0038 176.2911 3130.0176 214.1752 48.3976 0.9489
142838.183654 58914.423973 17202.940572 -204.7984 2781.0338 180.9574 3166.7895 255.7120 52.6432 0.9576
142838.183654 58914.423973 19286.130259 -203.3102 2810.6633 167.4093 3181.3828 268.1072 53.4332 0.9603
142838.183654 58914.423973 21488.354186 -121.3689 2909.4118 155.2083 3185.9889 280.1622 55.6814 0.9605
142838.183654 58914.423973 23809.612355 -47.9710 2995.7942 142.2237 3185.9889 292.1141 57.3499 0.9615
142838.183654 82480.193562 60.562355 -24.2629 1029.7878 -27.0507 1027.0000 5.0000 4.8976 0.0406
142838.183654 82480.193562 239.204186 -189.4054 1033.1802 -195.5857 1027.0000 5.0000 4.8879 0.0443
142838.183654 82480.193562 536.880259 -257.8263 1035.2024 -266.0287 1027.0000 5.0000 4.8795 0.0476
142838.183654 82480.193562 953.590572 -374.9482 1036.0557 -384.0039 1027.0000 5.0000 4.8724 0.0504
142838.183654 82480.193562 1489.335126 -511.6199 1036.0550 -520.6749 1027.0000 5.0000 4.8689 0.0518
142838.183654 82480.193562 2144.113921 -671.1164 1032.1765 -676.2929 1027.0000 5.0000 4.8690 0.0517
142838.183654 82480.193562 2917.926957 -871.1563 1031.2687 -875.4251 1027.0000 5.0000 4.8717 0.0507
142838.183654 82480.193562 3810.774234 -1147.1247 1030.2671 -1150.3918 1027.0000 5.0000 4.8756 0.0492
142838.183654 82480.193562 4822.655752 -1301.1853 1058.6792 -1332.8645 1027.0000 5.0000 4.8974 0.0406
142838.183654 82480.193562 5953.571511 320.9879 2878.6352 342.3527 2900.0000 20.0000 16.4722 0.3217
142838.183654 82480.193562 7203.521511 168.9849 2818.4211 250.5638 2900.0000 50.0000 29.3621 0.6551
142838.183654 82480.193562 8572.505752 45.8124 2769.7428 176.0696 2900.0000 100.0000 37.8422 0.8568
142838.183654 82480.193562 10060.524234 -8.6657 2783.7722 107.5620 2900.0000 91.5004 39.4423 0.8142
142838.183654 82480.193562 11667.576957 -0.0712 2851.6783 192.1008 3043.8503 95.2383 41.0436 0.8143
142838.183654 82480.193562 13393.663921 -16.9154 2890.4440 186.8032 3094.1626 144.1264 44.6755 0.9039
142838.183654 82480.193562 15238.785126 -26.2774 2926.7021 187.7777 3140.7572 159.2365 46.4403 0.9149
142838.183654 82480.193562 17202.940572 -131.7672 2853.2982 170.1077 3155.1731 202.2573 51.4647 0.9353
142838.183654 82480.193562 19286.130259 -155.9981 2857.2660 148.3725 3161.6367 216.9452 52.3144 0.9419
142838.183654 82480.193562 21488.354186 -104.6210 2925.5020 134.4360 3164.5589 231.8266 54.8540 0.9440
142838.183654 82480.193562 23809.612355 -51.4683 2991.6943 129.2057 3172.3683 246.8811 56.7946 0.9471
142838.183654 106045.963151 60.562355 -23.5986 1030.5672 -27.1658 1027.0000 5.0000 4.8976 0.0406
142838.183654 106045.963151 239.204186 -188.9624 1034.4555 -196.4179 1027.0000 5.0000 4.8881 0.0443
142838.183654 106045.963151 536.880259 -256.6137 1037.5470 -267.1607 1027.0000 5.0000 4.8802 0.0473
142838.183654 106045.963151 953.590572 -372.6220 1040.0160 -385.6379 1027.0000 5.0000 4.8735 0.0500
142838.183654 106045.963151 1489.335126 -508.2591 1041.6315 -522.8906 1027.0000 5.0000 4.8697 0.0515
142838.183654 106045.963151 2144.113921 -663.9205 1042.2502 -679.1707 1027.0000 5.0000 4.8690 0.0517
142838.183654 106045.963151 2917.926957 -866.4986 1039.6517 -879.1503 1027.0000 5.0000 4.8714 0.0508
142838.183654 106045.963151 3810.774234 -1143.5790 1038.7081 -1155.2871 1027.0000 5.0000 4.8758 0.0491
142838.183654 106045.963151 4822.655752 -1302.0470 1063.4892 -1338.5362 1027.0000 5.0000 4.8976 0.0405
142838.183654 106045.963151 5953.571511 377.0044 2933.1949 343.8095 2900.0000 20.0000 16.4363 0.3246
142838.183654 106045.963151 7203.521511 319.9722 2968.3422 251.6300 2900.0000 50.0000 29.2248 0.6584
142838.183654 106045.963151 8572.505752 238.9501 2962.1312 176.8189 2900.0000 100.0000 39.4652 0.8443
142838.183654 106045.963151 10060.524234 161.8457 2953.8259 108.0197 2900.0000 159.2700 43.4014 0.9257
142838.183654 106045.963151 11667.576957 119.3442 2970.2762 121.7810 2972.7130 171.1353 44.9249 0.9311
142838.183654 106045.963151 13393.663921 66.5541 2973.1186 137.3726 3043.9371 215.4372 47.7756 0.9508
142838.183654 106045.963151 15238.785126 13.0749 2965.2554 164.7940 3116.9744 228.5761 49.2459 0.9536
142838.183654 106045.963151 17202.940572 -120.7244 2863.6171 159.8745 3144.2160 267.7461 53.3255 0.9603
142838.183654 106045.963151 19286.130259 -171.3862 2841.2465 141.2309 3153.8637 278.0887 54.0847 0.9622
142838.183654 106045.963151 21488.354186 -157.5274 2872.0235 122.5855 3152.1364 292.6509 56.6316 0.9626
142838.183654 106045.963151 23809.612355 -130.8933 2911.7195 117.0870 3159.6997 302.9644 58.2101 0.9631
142838.183654 129611.732740 60.562355 -23.4257 1030.8562 -27.2819 1027.0000 5.0000 4.8974 0.0406
142838.183654 129611.732740 239.204186 -189.4950 1034.7624 -197.2573 1027.0000 5.0000 4.8884 0.0442
142838.183654 129611.732740 536.880259 -257.5158 1037.7866 -268.3024 1027.0000 5.0000 4.8813 0.0469
142838.183654 129611.732740 953.590572 -374.0957 1040.1903 -387.2860 1027.0000 5.0000 4.8748 0.0495
142838.183654 129611.732740 1489.335126 -510.4912 1041.6340 -525.1251 1027.0000 5.0000 4.8705 0.0511
142838.183654 129611.732740 2144.113921 -666.8799 1042.1932 -682.0731 1027.0000 5.0000 4.8694 0.0516
142838.183654 129611.732740 2917.926957 -870.1837 1039.7236 -882.9073 1027.0000 5.0000 4.8715 0.0507
142838.183654 129611.732740 3810.774234 -1150.9831 1036.2411 -1160.2242 1027.0000 5.0000 4.8761 0.0489
142838.183654 129611.732740 4822.655752 -1306.1105 1065.1460 -1344.2565 1027.0000 5.0000 4.8976 0.0405
142838.183654 129611.732740 5953.571511 367.9398 2922.6610 345.2788 2900.0000 20.0000 16.1158 0.3507
142838.183654 129611.732740 7203.521511 372.3268 3019.6215 252.7054 2900.0000 50.0000 28.5265 0.6745
142838.183654 129611.732740 8572.505752 298.9601 3021.3856 177.5745 2900.0000 100.0000 40.2646 0.8379
142838.183654 129611.732740 10060.524234 186.8633 2978.3819 108.4813 2900.0000 161.9880 45.0796 0.9226
142838.183654 129611.732740 11667.576957 94.0432 2944.4548 49.5884 2900.0000 170.3608 46.7017 0.9249
142838.183654 129611.732740 13393.663921 10.0032 2915.9806 138.4061 3044.3836 212.3961 49.7100 0.9452
142838.183654 129611.732740 15238.785126 -79.0099 2872.4663 150.1623 3101.6385 224.2108 51.1136 0.9480
142838.183654 129611.732740 17202.940572 -221.8776 2761.7807 135.7555 3119.4138 262.2874 54.7809 0.9564
142838.183654 129611.732740 19286.130259 -284.7114 2727.3178 114.7816 3126.8108 272.0675 55.6741 0.9581
142838.183654 129611.732740 21488.354186 -302.2905 2726.7365 100.2325 3129.2596 291.5194 58.3477 0.9599
142838.183654 129611.732740 23809.612355 -295.6134 2746.4990 91.6354 3133.7478 301.2911 59.6013 0.9609
142838.183654 153177.502329 60.562355 -24.4897 1029.9092 -27.3990 1027.0000 5.0000 4.8975 0.0406
142838.183654 153177.502329 239.204186 -192.0998 1033.0041 -198.1039 1027.0000 5.0000 4.8876 0.0444
142838.183654 153177.502329 536.880259 -261.0806 1035.3734 -269.4539 1027.0000 5.0000 4.8793 0.0477
142838.183654 153177.502329 953.590572 -378.6986 1037.2496 -388.9481 1027.0000 5.0000 4.8724 0.0504
142838.183654 153177.502329 1489.335126 -516.0859 1038.2930 -527.3789 1027.0000 5.0000 4.8688 0.0518
142838.183654 153177.502329 2144.113921 -673.6252 1038.3753 -685.0005 1027.0000 5.0000 4.8686 0.0519
142838.183654 153177.502329 2917.926957 -878.1525 1035.5441 -886.6966 1027.0000 5.0000 4.8712 0.0508
142838.183654 153177.502329 3810.774234 -1158.7668 1033.4369 -1165.2037 1027.0000 5.0000 4.8749 0.0494
142838.183654 153177.502329 4822.655752 -1314.8782 1062.1476 -1350.0258 1027.0000 5.0000 4.8975 0.0406
142838.183654 153177.502329 5953.571511 95.5147 2648.7540 -0.3135 2552.9259 20.0000 16.4026 0.3274
142838.183654 153177.502329 7203.521511 329.4396 2975.6497 253.7899 2900.0000 50.0000 28.9675 0.6644
142838.183654 153177.502329 8572.505752 269.3887 2991.0521 178.3366 2900.0000 100.0000 39.9248 0.8406
142838.183654 153177.502329 10060.524234 166.1927 2957.2458 108.9469 2900.0000 142.9484 44.2681 0.9041
142838.183654 153177.502329 11667.576957 81.4784 2931.6772 49.8012 2900.0000 153.3973 46.1522 0.9095
142838.183654 153177.502329 13393.663921 10.3879 2915.7713 142.4924 3047.8758 192.7938 49.5744 0.9339
142838.183654 153177.502329 15238.785126 -77.3855 2873.4462 145.9981 3096.8298 205.8314 51.1469 0.9383
142838.183654 153177.502329 17202.940572 -203.0481 2780.0276 124.5215 3107.5972 245.2278 54.9169 0.9498
142838.183654 153177.502329 19286.130259 -265.1064 2746.4302 98.2240 3109.7606 256.9732 56.0311 0.9525
142838.183654 153177.502329 21488.354186 -308.2283 2720.3686 82.0500 3110.6468 283.3919 58.9591 0.9567
142838.183654 153177.502329 23809.612355 -324.2718 2717.4474 70.2515 3111.9706 294.4813 60.1086 0.9583
142838.183654 176743.271918 60.562355 -24.4261 1030.0909 -27.5171 1027.0000 5.0000 4.8976 0.0406
142838.183654 176743.271918 239.204186 -192.5326 1033.4252 -198.9578 1027.0000 5.0000 4.8873 0.0446
142838.183654 176743.271918 536.880259 -261.7886 1035.8268 -270.6154 1027.0000 5.0000 4.8783 0.0481
142838.183654 176743.271918 953.590572 -380.2900 1037.3346 -390.6246 1027.0000 5.0000 4.8710 0.0509
142838.183654 176743.271918 1489.335126 -518.8336 1037.8185 -529.6521 1027.0000 5.0000 4.8678 0.0522
142838.183654 176743.271918 2144.113921 -677.5800 1037.3731 -687.9531 1027.0000 5.0000 4.8680 0.0521
142838.183654 176743.271918 2917.926957 -883.8557 1033.6629 -890.5186 1027.0000 5.0000 4.8710 0.0509
142838.183654 176743.271918 3810.774234 -1165.9070 1031.3192 -1170.2262 1027.0000 5.0000 4.8748 0.0495
142838.183654 176743.271918 4822.655752 -1320.6642 1062.1807 -1355.8449 1027.0000 5.0000 4.8975 0.0406
142838.183654 176743.271918 5953.571511 103.1519 2656.3926 17.5954 2570.8362 20.0000 16.1117 0.3510
142838.183654 176743.271918 7203.521511 320.0620 2965.1782 254.8839 2900.0000 50.0000 28.3584 0.6783
142838.183654 176743.271918 8572.505752 233.8344 2954.7291 179.1053 2900.0000 100.0000 39.4868 0.8441
142838.183654 176743.271918 10060.524234 118.6280 2909.2115 109.4165 2900.0000 128.3370 43.1324 0.8870
142838.183654 176743.271918 11667.576957 34.5671 2884.5512 50.0159 2900.0000 139.9609 45.2488 0.8955
142838.183654 176743.271918 13393.663921 -28.5847 2876.1845 185.1324 3089.9016 177.7716 48.8860 0.9244
142838.183654 176743.271918 15238.785126 -113.9090 2836.2935 157.4515 3107.6539 193.2715 50.7173 0.9311
142838.183654 176743.271918 17202.940572 -222.4569 2760.0820 119.8540 3102.3929 232.4252 54.6736 0.9447
142838.183654 176743.271918 19286.130259 -280.7376 2730.3756 89.2515 3100.3647 245.8079 55.9657 0.9482
142838.183654 176743.271918 21488.354186 -336.4098 2691.8334 71.6729 3099.9161 278.9243 59.0240 0.9552
142838.183654 176743.271918 23809.612355 -365.5849 2675.8314 58.3699 3099.7862 290.9836 60.1693 0.9572
142838.183654 200309.041507 60.562355 -24.3793 1030.2569 -27.6362 1027.0000 5.0000 4.8973 0.0406
142838.183654 200309.041507 239.204186 -193.7234 1033.0957 -199.8191 1027.0000 5.0000 4.8870 0.0447
142838.183654 200309.041507 536.880259 -264.3510 1034.4358 -271.7869 1027.0000 5.0000 4.8785 0.0480
142838.183654 200309.041507 953.590572 -384.4598 1034.8559 -392.3157 1027.0000 5.0000 4.8719 0.0506
142838.183654 200309.041507 1489.335126 -524.5389 1034.4060 -531.9449 1027.0000 5.0000 4.8687 0.0518
142838.183654 200309.041507 2144.113921 -686.3297 1031.6016 -690.9312 1027.0000 5.0000 4.8690 0.0517
142838.183654 200309.041507 2917.926957 -891.7757 1029.5980 -894.3736 1027.0000 5.0000 4.8712 0.0509
142838.183654 200309.041507 3810.774234 -1174.2521 1028.0399 -1175.2921 1027.0000 5.0000 4.8756 0.0492
142838.183654 200309.041507 4822.655752 -1328.0699 1060.6444 -1361.7143 1027.0000 5.0000 4.8976 0.0405
142838.183654 200309.041507 5953.571511 124.6019 2677.7664 83.7452 2636.9097 20.0000 16.1309 0.3495
142838.183654 200309.041507 7203.521511 269.5434 2913.5561 255.9873 2900.0000 50.0000 28.4090 0.6772
142838.183654 200309.041507 8572.505752 159.5689 2879.6883 179.8807 2900.0000 100.0000 39.5908 0.8433
142838.183654 200309.041507 10060.524234 50.5340 2840.6438 109.8902 2900.0000 124.9776 43.0678 0.8812
142838.183654 200309.041507 11667.576957 -11.7649 2838.0027 50.2324 2900.0000 136.6344 45.2723 0.8902
142838.183654 200309.041507 13393.663921 -52.5127 2851.4551 136.3194 3040.2872 170.8542 48.7387 0.9186
142838.183654 200309.041507 15238.785126 -112.9936 2836.5272 109.4752 3058.9960 191.8041 50.7446 0.9300
142838.183654 200309.041507 17202.940572 -190.9457 2791.0744 81.3406 3063.3606 228.6938 54.7781 0.9426
142838.183654 200309.041507 19286.130259 -235.8568 2774.8700 59.1570 3069.8839 243.0942 56.1521 0.9466
142838.183654 200309.041507 21488.354186 -288.9193 2739.0137 43.0321 3070.9650 282.1168 59.1031 0.9561
142838.183654 200309.041507 23809.612355 -323.5441 2717.6196 27.7131 3068.8767 294.3667 60.2328 0.9581
142838.183654 223874.811096 60.562355 -26.9071 1027.8493 -27.7563 1027.0000 5.0000 4.8976 0.0405
142838.183654 223874.811096 239.204186 -198.8608 1028.8271 -200.6879 1027.0000 5.0000 4.8880 0.0443
142838.183654 223874.811096 536.880259 -270.9527 1029.0159 -272.9686 1027.0000 5.0000 4.8800 0.0474
142838.183654 223874.811096 953.590572 -392.0517 1028.9697 -394.0214 1027.0000 5.0000 4.8734 0.0500
142838.183654 223874.811096 1489.335126 -533.9397 1027.3181 -534.2577 1027.0000 5.0000 4.8703 0.0512
142838.183654 223874.811096 2144.113921 -694.8264 1026.1089 -693.9353 1027.0000 5.0000 4.8699 0.0514
142838.183654 223874.811096 2917.926957 -899.5963 1025.6659 -898.2622 1027.0000 5.0000 4.8725 0.0503
142838.183654 223874.811096 3810.774234 -1169.2155 1038.1865 -1180.4020 1027.0000 5.0000 4.8846 0.0456
142838.183654 223874.811096 4822.655752 -1342.9793 1051.6556 -1367.6348 1027.0000 5.0000 4.9078 0.0365
142838.183654 223874.811096 5953.571511 59.9811 2612.7816 57.5248 2610.3253 20.0000 16.6234 0.3092
142838.183654 223874.811096 7203.521511 191.7334 2834.6332 257.1002 2900.0000 50.0000 29.4096 0.6540
142838.183654 223874.811096 8572.505752 88.5483 2807.8855 180.6628 2900.0000 100.0000 40.0348 0.8397
142838.183654 223874.811096 10060.524234 27.3030 2816.9350 110.3680 2900.0000 133.1691 43.9157 0.8912
142838.183654 223874.811096 11667.576957 24.3143 2873.8635 50.4508 2900.0000 146.5029 46.0831 0.9011
142838.183654 223874.811096 13393.663921 29.1584 2932.5335 127.4128 3030.7879 177.6569 49.2135 0.9233
142838.183654 223874.811096 15238.785126 20.6056 2969.6504 113.5606 3062.6054 200.3710 51.1422 0.9349
142838.183654 223874.811096 17202.940572 -15.7918 2965.8747 101.4975 3083.1639 233.2641 54.9610 0.9445
142838.183654 223874.811096 19286.130259 -45.5653 2964.9043 86.4848 3096.9544 247.8367 56.3276 0.9483
142838.183654 223874.811096 21488.354186 -97.2388 2930.5070 70.9244 3098.6702 291.9555 59.1473 0.9590
142838.183654 223874.811096 23809.612355 -143.0394 2898.0037 55.3366 3096.3797 303.7034 60.2306 0.9607
142838.183654 247440.580685 60.562355 -26.6996 1028.1780 -27.8776 1027.0000 5.0000 4.8977 0.0405
142838.183654 247440.580685 239.204186 -199.3356 1029.2287 -201.5643 1027.0000 5.0000 4.8893 0.0438
142838.183654 247440.580685 536.880259 -271.4889 1029.6716 -274.1606 1027.0000 5.0000 4.8822 0.0466
142838.183654 247440.580685 953.590572 -392.8843 1029.8577 -395.7420 1027.0000 5.0000 4.8754 0.0492
142838.183654 247440.580685 1489.335126 -534.2457 1029.3451 -536.5907 1027.0000 5.0000 4.8711 0.0509
142838.183654 247440.580685 2144.113921 -697.7068 1026.2587 -696.9656 1027.0000 5.0000 4.8705 0.0511
142838.183654 247440.580685 2917.926957 -905.9674 1023.2174 -902.1848 1027.0000 5.0000 4.8722 0.0505
142838.183654 247440.580685 3810.774234 -1173.4048 1039.1518 -1185.5566 1027.0000 5.0000 4.8848 0.0455
142838.183654 247440.580685 4822.655752 -1349.1669 1051.4402 -1373.6071 1027.0000 5.0000 4.9083 0.0363
142838.183654 247440.580685 5953.571511 72.1318 2624.6810 31.1916 2583.7408 20.0000 16.6787 0.3046
142838.183654 247440.580685 7203.521511 158.2471 2800.0242 258.2229 2900.0000 50.0000 29.7137 0.6468
142838.183654 247440.580685 8572.505752 26.2913 2744.8396 181.4517 2900.0000 100.0000 40.2546 0.8380
142838.183654 247440.580685 10060.524234 -62.0227 2727.1273 110.8499 2900.0000 144.5484 44.4692 0.9054
142838.183654 247440.580685 11667.576957 -69.1745 2780.1544 50.6711 2900.0000 157.3494 46.5631 0.9124
142838.183654 247440.580685 13393.663921 -77.4651 2825.3536 -2.8187 2900.0000 186.6537 49.3105 0.9302
142838.183654 247440.580685 15238.785126 -61.0290 2887.5199 117.1720 3065.7209 207.6835 51.0516 0.9396
142838.183654 247440.580685 17202.940572 -76.1064 2905.1168 121.2183 3102.4415 235.8369 54.5874 0.9464
142838.183654 247440.580685 19286.130259 -96.4405 2913.6514 113.9330 3124.0249 249.7399 55.9357 0.9498
142838.183654 247440.580685 21488.354186 -142.7576 2884.6785 98.9392 3126.3753 299.2850 58.7327 0.9615
142838.183654 247440.580685 23809.612355 -183.1820 2857.6195 84.4317 3125.2332 310.1591 59.7959 0.9628
142838.183654 271006.350274 60.562355 -29.9874 1025.0124 -27.9998 1027.0000 5.0000 4.8976 0.0406
142838.183654 271006.350274 239.204186 -205.3045 1024.1438 -202.4483 1027.0000 5.0000 4.8882 0.0442
142838.183654 271006.350274 536.880259 -278.9004 1023.4626 -275.3630 1027.0000 5.0000 4.8806 0.0472
142838.183654 271006.350274 953.590572 -401.6430 1022.8347 -397.4777 1027.0000 5.0000 4.8740 0.0498
142838.183654 271006.350274 1489.335126 -544.2547 1021.6896 -538.9442 1027.0000 5.0000 4.8703 0.0512
142838.183654 271006.350274 2144.113921 -707.0575 1019.9649 -700.0224 1027.0000 5.0000 4.8697 0.0515
142838.183654 271006.350274 2917.926957 -918.4693 1014.6724 -906.1417 1027.0000 5.0000 4.8721 0.0505
142838.183654 271006.350274 3810.774234 -1188.3382 1029.4182 -1190.7564 1027.0000 5.0000 4.8847 0.0456
142838.183654 271006.350274 4822.655752 -1365.4571 1041.1745 -1379.6316 1027.0000 5.0000 4.9082 0.0364
142838.183654 271006.350274 5953.571511 223.2860 2775.6984 347.5876 2900.0000 20.0000 16.6744 0.3049
142838.183654 271006.350274 7203.521511 98.4995 2739.1440 259.3555 2900.0000 50.0000 29.5794 0.6500
142838.183654 271006.350274 8572.505752 21.6299 2739.3824 182.2475 2900.0000 100.0000 39.7160 0.8423
142838.183654 271006.350274 10060.524234 -91.4050 2697.2589 111.3361 2900.0000 134.0391 43.5443 0.8945
142838.183654 271006.350274 11667.576957 -112.6232 2736.4834 50.8934 2900.0000 148.2923 45.8521 0.9044
142838.183654 271006.350274 13393.663921 -144.2156 2758.6155 -2.8311 2900.0000 178.2850 48.3223 0.9265
142838.183654 271006.350274 15238.785126 -115.4648 2832.5702 146.7138 3094.7488 200.4100 50.0487 0.9376
142838.183654 271006.350274 17202.940572 -121.7508 2858.9407 165.5605 3146.2521 221.4011 53.4382 0.9417
142838.183654 271006.350274 19286.130259 -140.2159 2869.3764 158.1852 3167.7774 232.0117 54.8321 0.9441
142838.183654 271006.350274 21488.354186 -186.4122 2840.5900 142.4840 3169.4862 285.8203 57.7004 0.9592
142838.183654 271006.350274 23809.612355 -222.6971 2817.7341 129.0104 3169.4415 292.2998 58.8949 0.9594
142838.183654 294572.119864 60.562355 -25.8663 1029.2569 -28.1232 1027.0000 5.0000 4.8976 0.0405
142838.183654 294572.119864 239.204186 -198.6742 1031.6660 -203.3401 1027.0000 5.0000 4.8873 0.0446
142838.183654 294572.119864 536.880259 -270.3544 1033.2217 -276.5761 1027.0000 5.0000 4.8782 0.0481
142838.183654 294572.119864 953.590572 -392.1194 1034.1093 -399.2287 1027.0000 5.0000 4.8713 0.0508
142838.183654 294572.119864 1489.335126 -534.2993 1034.0191 -541.3184 1027.0000 5.0000 4.8684 0.0520
142838.183654 294572.119864 2144.113921 -697.1173 1032.9890 -703.1062 1027.0000 5.0000 4.8688 0.0518
142838.183654 294572.119864 2917.926957 -909.3594 1027.7742 -910.1335 1027.0000 5.0000 4.8718 0.0506
142838.183654 294572.119864 3810.774234 -1181.5108 1041.4913 -1196.0021 1027.0000 5.0000 4.8847 0.0456
142838.183654 294572.119864 4822.655752 -1363.4986 1049.2107 -1385.7093 1027.0000 5.0000 4.9082 0.0364
142838.183654 294572.119864 5953.571511 -124.3469 2426.5343 -313.3816 2237.4997 20.0000 16.6707 0.3052
142838.183654 294572.119864 7203.521511 123.8342 2763.3362 -178.9235 2460.5785 50.0000 29.4610 0.6528
142838.183654 294572.119864 8572.505752 207.4411 2924.3908 183.0504 2900.0000 100.0000 39.0262 0.8477
142838.183654 294572.119864 10060.524234 76.1054 2864.2788 111.8266 2900.0000 116.3000 42.4080 0.8670
142838.183654 294572.119864 11667.576957 35.3720 2884.2544 51.1176 2900.0000 135.1618 45.1113 0.8886
142838.183654 294572.119864 13393.663921 -22.0297 2880.8138 -2.8435 2900.0000 145.2844 47.1498 0.8947
142838.183654 294572.119864 15238.785126 1.9898 2949.3785 206.4895 3153.8782 152.5963 48.9258 0.8972
142838.183654 294572.119864 17202.940572 -15.5802 2964.3821 240.5948 3220.5570 166.3933 52.1129 0.9019
142838.183654 294572.119864 19286.130259 -44.3704 2964.5250 291.1046 3300.0000 179.6080 53.6784 0.9107
142838.183654 294572.119864 21488.354186 -98.2042 2928.1703 273.6255 3300.0000 240.5662 56.6234 0.9446
142838.183654 294572.119864 23809.612355 -141.2929 2898.5700 260.1371 3300.0000 254.3921 58.2705 0.9475
142838.183654 318137.889453 60.562355 -26.1329 1029.1147 -28.2476 1027.0000 5.0000 4.8975 0.0406
142838.183654 318137.889453 239.204186 -199.9291 1031.3108 -204.2399 1027.0000 5.0000 4.8875 0.0445
142838.183654 318137.889453 536.880259 -272.3959 1032.4040 -277.7999 1027.0000 5.0000 4.8793 0.0477
142838.183654 318137.889453 953.590572 -395.3408 1032.6544 -400.9952 1027.0000 5.0000 4.8728 0.0502
142838.183654 318137.889453 1489.335126 -538.8787 1031.8350 -543.7136 1027.0000 5.0000 4.8699 0.0514
142838.183654 318137.889453 2144.113921 -705.3134 1027.9039 -706.2173 1027.0000 5.0000 4.8705 0.0511
142838.183654 318137.889453 2917.926957 -902.8908 1038.2698 -914.1607 1027.0000 5.0000 4.8818 0.0467
142838.183654 318137.889453 3810.774234 -1191.7699 1036.5242 -1201.2941 1027.0000 5.0000 4.8962 0.0411
142838.183654 318137.889453 4822.655752 -1360.7486 1058.0922 -1391.8408 1027.0000 5.0000 4.9123 0.0348
142838.183654 318137.889453 5953.571511 -41.8275 2510.4404 -50.3958 2501.8721 20.0000 16.9301 0.2834
142838.183654 318137.889453 7203.521511 23.8463 2664.1400 11.9017 2652.1953 50.0000 30.5677 0.6262
142838.183654 318137.889453 8572.505752 70.8667 2787.0063 183.8603 2900.0000 100.0000 39.8002 0.8416
142838.183654 318137.889453 10060.524234 -20.0348 2767.6438 112.3214 2900.0000 132.6959 43.7831 0.8911
142838.183654 318137.889453 11667.576957 -25.8207 2822.8355 51.3438 2900.0000 152.3181 46.4632 0.9070
142838.183654 318137.889453 13393.663921 -48.8861 2853.9701 -2.8561 2900.0000 168.9652 48.5964 0.9173
142838.183654 318137.889453 15238.785126 1.3019 2947.7769 151.2276 3097.7026 185.6952 50.5178 0.9260
142838.183654 318137.889453 17202.940572 6.2516 2985.1493 156.9186 3135.8162 203.3652 52.9728 0.9321
