x_c y_c z_c m m_abs mu_pr mu_abs sigma_pr post_stdev post_res
28567.636731 365269.428631 5953.571511 137.7273 2795.3000 242.4273 2900.0000 50.0000 26.4382 0.7204
28567.636731 365269.428631 7203.521511 49.5797 2777.6813 171.8984 2900.0000 100.0000 36.4969 0.8668
28567.636731 365269.428631 8572.505752 -18.7831 2766.4777 114.7392 2900.0000 157.8427 43.7263 0.9233
28567.636731 365269.428631 10060.524234 118.8554 2983.8502 267.9239 3132.9188 169.8244 47.4923 0.9218
28567.636731 365269.428631 11667.576957 109.2829 3037.2050 280.8736 3208.7957 191.5335 49.9841 0.9319
28567.636731 365269.428631 13393.663921 61.3723 3041.0511 289.4917 3269.1705 256.2474 56.7439 0.9510
28567.636731 365269.428631 15238.785126 46.2035 3065.5419 280.6616 3300.0000 266.7171 58.0288 0.9527
28567.636731 365269.428631 17202.940572 17.1538 3065.7569 251.3969 3300.0000 276.8470 59.1999 0.9543
28567.636731 365269.428631 19286.130259 -16.3917 3058.6334 224.9749 3300.0000 287.5980 60.2784 0.9561
28567.636731 365269.428631 21488.354186 -42.6999 3046.2462 211.0539 3300.0000 297.9660 61.2973 0.9577
28567.636731 365269.428631 23809.612355 -68.1724 3029.7484 202.0793 3300.0000 308.6432 62.5681 0.9589
28567.636731 388835.198220 60.562355 -18.0626 1027.5495 -18.6121 1027.0000 5.0000 4.9129 0.0345
28567.636731 388835.198220 239.204186 -133.3446 1028.2274 -134.5721 1027.0000 5.0000 4.9047 0.0378
28567.636731 388835.198220 536.880259 -181.3330 1028.7071 -183.0401 1027.0000 5.0000 4.8990 0.0400
28567.636731 388835.198220 953.590572 -261.8891 1029.3235 -264.2126 1027.0000 5.0000 4.8940 0.0419
28567.636731 388835.198220 1489.335126 -355.4106 1029.8381 -358.2486 1027.0000 5.0000 4.8910 0.0431
28567.636731 388835.198220 2144.113921 -462.1584 1030.1626 -465.3210 1027.0000 5.0000 4.8906 0.0433
28567.636731 388835.198220 2917.926957 -599.0643 1030.2690 -602.3333 1027.0000 5.0000 4.8925 0.0425
28567.636731 388835.198220 3810.774234 -837.2903 1027.6740 -837.9643 1027.0000 5.0000 4.8961 0.0411
28567.636731 388835.198220 4822.655752 427.6553 2917.7079 409.9474 2900.0000 20.0000 15.9309 0.3655
28567.636731 388835.198220 5953.571511 237.5186 2894.3845 243.1341 2900.0000 50.0000 26.4324 0.7205
28567.636731 388835.198220 7203.521511 108.8779 2836.4783 172.3996 2900.0000 100.0000 35.5906 0.8733
28567.636731 388835.198220 8572.505752 10.8772 2795.8035 115.0737 2900.0000 142.1384 41.8813 0.9132
28567.636731 388835.198220 10060.524234 115.0305 2979.2442 268.7051 3132.9188 154.9694 45.7161 0.9130
28567.636731 388835.198220 11667.576957 88.0724 3015.1756 281.6925 3208.7957 177.7931 47.8534 0.9276
28567.636731 388835.198220 13393.663921 21.8230 3000.6577 290.3357 3269.1705 243.7880 55.5611 0.9481
28567.636731 388835.198220 15238.785126 2.4038 3020.9240 281.4798 3300.0000 255.6011 57.0577 0.9502
28567.636731 388835.198220 17202.940572 -25.4166 3022.4535 252.1298 3300.0000 267.0517 58.3963 0.9522
28567.636731 388835.198220 19286.130259 -52.5674 3021.8018 225.6308 3300.0000 279.0435 59.6540 0.9543
28567.636731 388835.198220 21488.354186 -70.2017 3018.1291 211.6692 3300.0000 290.5418 60.8136 0.9562
28567.636731 388835.198220 23809.612355 -85.5698 3011.7617 202.6684 3300.0000 302.2272 62.2330 0.9576
28567.636731 412400.967809 60.562355 -18.1697 1027.4968 -18.6665 1027.0000 5.0000 3.4909 0.5125
28567.636731 412400.967809 239.204186 -133.9036 1028.0619 -134.9655 1027.0000 5.0000 3.4881 0.5133
28567.636731 412400.967809 536.880259 -182.1946 1028.3807 -183.5753 1027.0000 5.0000 3.4867 0.5137
28567.636731 412400.967809 953.590572 -263.3342 1028.6509 -264.9851 1027.0000 5.0000 3.4849 0.5142
28567.636731 412400.967809 1489.335126 -357.5019 1028.7942 -359.2961 1027.0000 5.0000 3.4836 0.5146
28567.636731 412400.967809 2144.113921 -464.8934 1028.7882 -466.6816 1027.0000 5.0000 3.4831 0.5147
28567.636731 412400.967809 2917.926957 -602.4934 1028.6010 -604.0945 1027.0000 5.0000 3.4834 0.5146
28567.636731 412400.967809 3810.774234 -839.2185 1028.1961 -840.4145 1027.0000 5.0000 3.4842 0.5144
28567.636731 412400.967809 4822.655752 429.4398 2918.2936 411.1461 2900.0000 20.0000 12.0296 0.6382
28567.636731 412400.967809 5953.571511 260.6983 2916.8533 243.8450 2900.0000 50.0000 22.5764 0.7961
28567.636731 412400.967809 7203.521511 138.1288 2865.2251 172.9037 2900.0000 100.0000 35.0995 0.8768
28567.636731 412400.967809 8572.505752 34.6665 2819.2563 115.4102 2900.0000 134.0557 43.3603 0.8954
28567.636731 412400.967809 10060.524234 119.9971 2983.4251 269.4907 3132.9188 147.4701 49.3120 0.8882
28567.636731 412400.967809 11667.576957 83.5072 3009.7868 282.5162 3208.7957 171.0146 52.5334 0.9056
28567.636731 412400.967809 13393.663921 4.0973 2982.0831 291.1846 3269.1705 237.7886 64.4729 0.9265
28567.636731 412400.967809 15238.785126 -17.4465 3000.2506 282.3029 3300.0000 250.3719 66.7468 0.9289
28567.636731 412400.967809 17202.940572 -46.1296 3001.0033 252.8671 3300.0000 262.5404 68.7480 0.9314
28567.636731 412400.967809 19286.130259 -70.8967 3002.8128 226.2905 3300.0000 275.1766 70.6313 0.9341
28567.636731 412400.967809 21488.354186 -85.8562 3001.8557 212.2881 3300.0000 287.2397 72.3284 0.9366
28567.636731 412400.967809 23809.612355 -97.8295 2998.9095 203.2610 3300.0000 299.3641 74.3885 0.9383
28567.636731 924183.852603 60.562355 -18.1697 1027.5516 -18.7213 1027.0000 5.0000 3.4909 0.5125
28567.636731 924183.852603 239.204186 -133.9036 1028.4577 -135.3613 1027.0000 5.0000 3.4881 0.5133
28567.636731 924183.852603 536.880259 -182.1946 1028.9191 -184.1137 1027.0000 5.0000 3.4867 0.5137
28567.636731 924183.852603 953.590572 -263.3342 1029.4280 -265.7622 1027.0000 5.0000 3.4849 0.5142
28567.636731 924183.852603 1489.335126 -357.5019 1029.8479 -360.3498 1027.0000 5.0000 3.4836 0.5146
28567.636731 924183.852603 2144.113921 -464.8934 1030.1568 -468.0502 1027.0000 5.0000 3.4831 0.5147
28567.636731 924183.852603 2917.926957 -602.4935 1030.3726 -605.8660 1027.0000 5.0000 3.4834 0.5146
28567.636731 924183.852603 3810.774234 -839.2185 1030.6606 -842.8791 1027.0000 5.0000 3.4842 0.5144
28567.636731 924183.852603 4822.655752 429.4398 2917.0879 412.3518 2900.0000 20.0000 12.0296 0.6382
28567.636731 924183.852603 5953.571511 260.6983 2916.1382 244.5601 2900.0000 50.0000 22.5764 0.7961
28567.636731 924183.852603 7203.521511 138.1288 2864.7181 173.4107 2900.0000 100.0000 35.0995 0.8768
28567.636731 924183.852603 8572.505752 34.6665 2818.9179 115.7486 2900.0000 134.0557 43.3603 0.8954
28567.636731 924183.852603 10060.524234 119.9971 2982.6348 270.2810 3132.9188 147.4701 49.3120 0.8882
28567.636731 924183.852603 11667.576957 83.5072 3008.9583 283.3446 3208.7957 171.0146 52.5334 0.9056
28567.636731 924183.852603 13393.663921 4.0973 2981.2292 292.0385 3269.1705 237.7886 64.4729 0.9265
28567.636731 924183.852603 15238.785126 -17.4465 2999.4228 283.1308 3300.0000 250.3719 66.7468 0.9289
28567.636731 924183.852603 17202.940572 -46.1296 3000.2618 253.6086 3300.0000 262.5404 68.7480 0.9314
28567.636731 924183.852603 19286.130259 -70.8967 3002.1492 226.9541 3300.0000 275.1766 70.6313 0.9341
28567.636731 924183.852603 21488.354186 -85.8562 3001.2332 212.9106 3300.0000 287.2397 72.3284 0.9366
28567.636731 924183.852603 23809.612355 -97.8295 2998.3134 203.8571 3300.0000 299.3641 74.3885 0.9383
47612.727885 -500000.000000 60.562355 -20.8508 1024.9256 -18.7764 1027.0000 5.0000 3.4831 0.5147
47612.727885 -500000.000000 239.204186 -139.4492 1023.3103 -135.7595 1027.0000 5.0000 3.4798 0.5157
47612.727885 -500000.000000 536.880259 -189.5882 1022.0670 -184.6552 1027.0000 5.0000 3.4778 0.5162
47612.727885 -500000.000000 953.590572 -272.2632 1021.2806 -266.5439 1027.0000 5.0000 3.4755 0.5168
47612.727885 -500000.000000 1489.335126 -367.6265 1020.7831 -361.4096 1027.0000 5.0000 3.4740 0.5172
47612.727885 -500000.000000 2144.113921 -475.9109 1020.5159 -469.4268 1027.0000 5.0000 3.4735 0.5174
47612.727885 -500000.000000 2917.926957 -614.1999 1020.4481 -607.6480 1027.0000 5.0000 3.4738 0.5173
47612.727885 -500000.000000 3810.774234 -860.1093 1012.2488 -845.3581 1027.0000 5.0000 3.4748 0.5170
47612.727885 -500000.000000 4822.655752 382.4837 2868.9191 413.5646 2900.0000 20.0000 11.9245 0.6445
47612.727885 -500000.000000 5953.571511 221.2723 2875.9929 245.2794 2900.0000 50.0000 23.3500 0.7819
47612.727885 -500000.000000 7203.521511 158.1586 2884.2379 173.9208 2900.0000 100.0000 36.7449 0.8650
47612.727885 -500000.000000 8572.505752 193.3621 2977.2730 241.1474 3025.0583 189.3282 52.1364 0.9242
47612.727885 -500000.000000 10060.524234 236.8418 3098.6845 228.0723 3089.9151 202.3048 55.0454 0.9260
47612.727885 -500000.000000 11667.576957 186.3539 3110.9717 160.5921 3085.2099 210.2258 57.1596 0.9261
47612.727885 -500000.000000 13393.663921 113.7631 3090.0361 101.6184 3077.8914 219.3286 60.1197 0.9249
47612.727885 -500000.000000 15238.785126 64.3259 3080.3624 56.4063 3072.4428 229.6763 61.7355 0.9277
47612.727885 -500000.000000 17202.940572 12.7479 3058.3933 33.0731 3078.7186 241.8448 64.0248 0.9299
47612.727885 -500000.000000 19286.130259 -15.8728 3056.5055 32.1807 3104.5591 256.2233 65.7403 0.9342
47612.727885 -500000.000000 21488.354186 -46.1490 3040.3141 36.9516 3123.4148 270.2772 67.1826 0.9382
47612.727885 -500000.000000 23809.612355 -89.9290 3005.6144 27.8715 3123.4148 282.8940 68.6280 0.9411
47612.727885 11782.884795 60.562355 -20.8508 1024.9810 -18.8317 1027.0000 5.0000 3.4831 0.5147
47612.727885 11782.884795 239.204186 -139.4492 1023.7107 -136.1599 1027.0000 5.0000 3.4798 0.5157
47612.727885 11782.884795 536.880259 -189.5882 1022.6117 -185.1999 1027.0000 5.0000 3.4778 0.5162
47612.727885 11782.884795 953.590572 -272.2632 1022.0669 -267.3301 1027.0000 5.0000 3.4755 0.5168
47612.727885 11782.884795 1489.335126 -367.6265 1021.8492 -362.4758 1027.0000 5.0000 3.4740 0.5172
47612.727885 11782.884795 2144.113921 -475.9109 1021.9007 -470.8115 1027.0000 5.0000 3.4735 0.5174
47612.727885 11782.884795 2917.926957 -614.1999 1022.2406 -609.4405 1027.0000 5.0000 3.4738 0.5173
47612.727885 11782.884795 3810.774234 -860.1093 1014.7425 -847.8518 1027.0000 5.0000 3.4748 0.5170
47612.727885 11782.884795 4822.655752 382.4837 2867.6991 414.7846 2900.0000 20.0000 11.9245 0.6445
47612.727885 11782.884795 5953.571511 221.2723 2875.2694 246.0029 2900.0000 50.0000 23.3500 0.7819
47612.727885 11782.884795 7203.521511 158.1586 2883.7248 174.4338 2900.0000 100.0000 36.7449 0.8650
47612.727885 11782.884795 8572.505752 193.3621 2976.5617 241.8587 3025.0583 189.3282 52.1364 0.9242
47612.727885 11782.884795 10060.524234 236.8418 3098.0117 228.7451 3089.9151 202.3048 55.0454 0.9260
47612.727885 11782.884795 11667.576957 186.3539 3110.4979 161.0659 3085.2099 210.2258 57.1596 0.9261
47612.727885 11782.884795 13393.663921 113.7631 3089.7363 101.9182 3077.8914 219.3286 60.1197 0.9249
47612.727885 11782.884795 15238.785126 64.3259 3080.1961 56.5727 3072.4428 229.6763 61.7355 0.9277
47612.727885 11782.884795 17202.940572 12.7479 3058.2958 33.1707 3078.7186 241.8448 64.0248 0.9299
47612.727885 11782.884795 19286.130259 -15.8728 3056.4106 32.2757 3104.5591 256.2233 65.7403 0.9342
47612.727885 11782.884795 21488.354186 -46.1490 3040.2051 37.0606 3123.4148 270.2772 67.1826 0.9382
47612.727885 11782.884795 23809.612355 -89.9290 3005.5322 27.9537 3123.4148 282.8940 68.6280 0.9411
47612.727885 35348.654384 60.562355 -21.2421 1024.6454 -18.8875 1027.0000 5.0000 4.9025 0.0386
47612.727885 35348.654384 239.204186 -140.8242 1022.7385 -136.5628 1027.0000 5.0000 4.8934 0.0422
47612.727885 35348.654384 536.880259 -191.8799 1020.8679 -185.7478 1027.0000 5.0000 4.8856 0.0452
47612.727885 35348.654384 953.590572 -275.7096 1019.4115 -268.1211 1027.0000 5.0000 4.8795 0.0476
47612.727885 35348.654384 1489.335126 -372.1995 1018.3487 -363.5482 1027.0000 5.0000 4.8771 0.0486
47612.727885 35348.654384 2144.113921 -481.4529 1017.7516 -472.2045 1027.0000 5.0000 4.8778 0.0483
47612.727885 35348.654384 2917.926957 -620.5926 1017.6510 -611.2435 1027.0000 5.0000 4.8803 0.0473
47612.727885 35348.654384 3810.774234 -864.3368 1013.0234 -850.3603 1027.0000 5.0000 4.8856 0.0452
47612.727885 35348.654384 4822.655752 350.6094 2834.5977 416.0118 2900.0000 20.0000 15.8072 0.3753
47612.727885 35348.654384 5953.571511 165.7518 2819.0211 246.7307 2900.0000 50.0000 27.0054 0.7083
47612.727885 35348.654384 7203.521511 79.4724 2804.5225 174.9499 2900.0000 100.0000 36.9513 0.8635
47612.727885 35348.654384 8572.505752 79.9943 2862.4783 242.5743 3025.0583 177.8443 47.0429 0.9300
47612.727885 35348.654384 10060.524234 135.9754 2996.4686 229.4218 3089.9151 192.7505 49.0316 0.9353
47612.727885 35348.654384 11667.576957 114.2289 3037.8963 161.5424 3085.2099 202.4611 50.4045 0.9380
47612.727885 35348.654384 13393.663921 80.4422 3056.1139 102.2197 3077.8914 213.1065 52.3282 0.9397
47612.727885 35348.654384 15238.785126 65.4167 3081.1194 56.7401 3072.4428 224.7317 53.4410 0.9435
47612.727885 35348.654384 17202.940572 54.9123 3100.3621 33.2688 3078.7186 237.9366 55.0703 0.9464
47612.727885 35348.654384 19286.130259 71.4373 3143.6253 32.3711 3104.5591 253.1476 56.3740 0.9504
47612.727885 35348.654384 21488.354186 83.2840 3169.5286 37.1703 3123.4148 267.8675 57.5619 0.9538
47612.727885 35348.654384 23809.612355 80.5147 3175.8931 28.0364 3123.4148 281.0162 58.8042 0.9562
47612.727885 58914.423973 60.562355 -21.0801 1024.8634 -18.9435 1027.0000 5.0000 4.8980 0.0404
47612.727885 58914.423973 239.204186 -140.4710 1023.4970 -136.9680 1027.0000 5.0000 4.8890 0.0439
47612.727885 58914.423973 536.880259 -190.5090 1022.7900 -186.2990 1027.0000 5.0000 4.8817 0.0468
47612.727885 58914.423973 953.590572 -272.8690 1023.0477 -268.9167 1027.0000 5.0000 4.8763 0.0489
47612.727885 58914.423973 1489.335126 -367.8162 1023.8107 -364.6269 1027.0000 5.0000 4.8744 0.0496
47612.727885 58914.423973 2144.113921 -475.8467 1024.7589 -473.6057 1027.0000 5.0000 4.8751 0.0493
47612.727885 58914.423973 2917.926957 -614.2847 1025.7726 -613.0573 1027.0000 5.0000 4.8775 0.0484
47612.727885 58914.423973 3810.774234 -492.4663 1387.4173 -254.4975 1625.3861 20.0000 14.8824 0.4463
47612.727885 58914.423973 4822.655752 430.4355 2913.1893 417.2462 2900.0000 20.0000 15.7369 0.3809
47612.727885 58914.423973 5953.571511 309.4910 2962.0281 247.4629 2900.0000 50.0000 27.2022 0.7040
47612.727885 58914.423973 7203.521511 217.4849 2942.0159 175.4690 2900.0000 100.0000 38.0975 0.8549
47612.727885 58914.423973 8572.505752 167.6633 2949.4275 243.2941 3025.0583 185.1028 49.1122 0.9296
47612.727885 58914.423973 10060.524234 195.7215 3055.5340 230.1026 3089.9151 199.9879 51.1942 0.9345
47612.727885 58914.423973 11667.576957 156.8939 3080.0820 162.0217 3085.2099 209.4803 52.5696 0.9370
47612.727885 58914.423973 13393.663921 114.7846 3090.1530 102.5231 3077.8914 219.8012 54.1785 0.9392
47612.727885 58914.423973 15238.785126 89.3361 3104.8705 56.9084 3072.4428 231.0518 55.1823 0.9430
47612.727885 58914.423973 17202.940572 78.2098 3123.5609 33.3675 3078.7186 243.8636 56.6156 0.9461
47612.727885 58914.423973 19286.130259 102.1802 3174.2721 32.4672 3104.5591 258.6803 57.7488 0.9502
47612.727885 58914.423973 21488.354186 123.8964 3210.0306 37.2806 3123.4148 273.0134 58.7781 0.9536
47612.727885 58914.423973 23809.612355 136.5204 3231.8156 28.1196 3123.4148 285.7876 59.8514 0.9561
47612.727885 82480.193562 60.562355 -19.2572 1026.7427 -18.9999 1027.0000 5.0000 4.8976 0.0405
47612.727885 82480.193562 239.204186 -137.2063 1027.1694 -137.3756 1027.0000 5.0000 4.8886 0.0441
47612.727885 82480.193562 536.880259 -185.9273 1027.9262 -186.8535 1027.0000 5.0000 4.8821 0.0466
47612.727885 82480.193562 953.590572 -267.8304 1028.8867 -269.7170 1027.0000 5.0000 4.8769 0.0486
47612.727885 82480.193562 1489.335126 -363.1558 1029.5563 -365.7121 1027.0000 5.0000 4.8741 0.0497
47612.727885 82480.193562 2144.113921 -472.1791 1029.8362 -475.0152 1027.0000 5.0000 4.8738 0.0499
47612.727885 82480.193562 2917.926957 -612.0672 1029.8147 -614.8819 1027.0000 5.0000 4.8756 0.0491
47612.727885 82480.193562 3810.774234 -848.2004 1032.4407 -853.6410 1027.0000 5.0000 4.8806 0.0472
47612.727885 82480.193562 4822.655752 432.0787 2913.5906 418.4880 2900.0000 20.0000 15.7040 0.3835
47612.727885 82480.193562 5953.571511 262.4087 2914.2093 248.1994 2900.0000 50.0000 27.1288 0.7056
47612.727885 82480.193562 7203.521511 138.3508 2862.3596 175.9912 2900.0000 100.0000 37.8509 0.8567
47612.727885 82480.193562 8572.505752 77.3201 2858.3602 244.0182 3025.0583 200.6291 50.1327 0.9376
47612.727885 82480.193562 10060.524234 112.8427 2971.9703 230.7875 3089.9151 213.5084 52.2210 0.9402
47612.727885 82480.193562 11667.576957 90.6571 3013.3630 162.5040 3085.2099 221.0604 53.5520 0.9413
47612.727885 82480.193562 13393.663921 69.2974 3044.3606 102.8282 3077.8914 229.6206 54.9629 0.9427
47612.727885 82480.193562 15238.785126 59.2932 3074.6582 57.0778 3072.4428 239.3339 55.9511 0.9453
47612.727885 82480.193562 17202.940572 65.2388 3110.4906 33.4668 3078.7186 250.8327 57.4127 0.9476
47612.727885 82480.193562 19286.130259 104.8188 3176.8140 32.5638 3104.5591 264.5410 58.5468 0.9510
47612.727885 82480.193562 21488.354186 137.0103 3223.0336 37.3915 3123.4148 277.9436 59.5810 0.9540
47612.727885 82480.193562 23809.612355 160.2100 3255.4215 28.2033 3123.4148 289.9382 60.6636 0.9562
47612.727885 106045.963151 60.562355 -18.6913 1027.3653 -19.0566 1027.0000 5.0000 4.8979 0.0404
47612.727885 106045.963151 239.204186 -136.2747 1028.5110 -137.7857 1027.0000 5.0000 4.8896 0.0437
47612.727885 106045.963151 536.880259 -185.3954 1029.0159 -187.4112 1027.0000 5.0000 4.8834 0.0461
47612.727885 106045.963151 953.590572 -268.6074 1028.9148 -270.5221 1027.0000 5.0000 4.8778 0.0483
47612.727885 106045.963151 1489.335126 -365.5480 1028.2558 -366.8038 1027.0000 5.0000 4.8747 0.0495
47612.727885 106045.963151 2144.113921 -476.2534 1027.1798 -476.4332 1027.0000 5.0000 4.8743 0.0496
47612.727885 106045.963151 2917.926957 -617.9223 1025.7950 -616.7174 1027.0000 5.0000 4.8762 0.0489
47612.727885 106045.963151 3810.774234 -844.9540 1038.2352 -856.1892 1027.0000 5.0000 4.8982 0.0403
47612.727885 106045.963151 4822.655752 410.6529 2890.9157 419.7372 2900.0000 20.0000 16.1010 0.3519
47612.727885 106045.963151 5953.571511 211.3533 2862.4130 248.9403 2900.0000 50.0000 27.8954 0.6887
47612.727885 106045.963151 7203.521511 56.2990 2779.7825 176.5166 2900.0000 100.0000 37.8585 0.8567
47612.727885 106045.963151 8572.505752 -13.1937 2767.1180 244.7466 3025.0583 214.1370 50.2772 0.9449
47612.727885 106045.963151 10060.524234 2.2652 2860.7039 231.4764 3089.9151 225.7193 52.3112 0.9463
47612.727885 106045.963151 11667.576957 -31.8643 2890.3565 162.9890 3085.2099 231.8848 53.5531 0.9467
47612.727885 106045.963151 13393.663921 -58.2812 2916.4750 103.1351 3077.8914 239.0705 54.8408 0.9474
47612.727885 106045.963151 15238.785126 -69.9109 2945.2837 57.2482 3072.4428 247.4919 55.8259 0.9491
47612.727885 106045.963151 17202.940572 -60.4933 2984.6586 33.5667 3078.7186 257.8206 57.3328 0.9505
47612.727885 106045.963151 19286.130259 -16.4555 3055.4425 32.6610 3104.5591 270.4951 58.4965 0.9532
47612.727885 106045.963151 21488.354186 18.8193 3104.7310 37.5032 3123.4148 282.9990 59.5730 0.9557
47612.727885 106045.963151 23809.612355 48.3407 3143.4680 28.2875 3123.4148 293.8811 60.7096 0.9573
47612.727885 129611.732740 60.562355 -18.2863 1027.8273 -19.1137 1027.0000 5.0000 4.8979 0.0404
47612.727885 129611.732740 239.204186 -137.2591 1027.9391 -138.1982 1027.0000 5.0000 4.8894 0.0438
47612.727885 129611.732740 536.880259 -187.7881 1027.1842 -187.9724 1027.0000 5.0000 4.8827 0.0464
47612.727885 129611.732740 953.590572 -272.0570 1026.2751 -271.3321 1027.0000 5.0000 4.8770 0.0486
47612.727885 129611.732740 1489.335126 -369.5206 1025.3814 -367.9020 1027.0000 5.0000 4.8740 0.0498
47612.727885 129611.732740 2144.113921 -480.2978 1024.5618 -477.8596 1027.0000 5.0000 4.8739 0.0498
47612.727885 129611.732740 2917.926957 -624.1439 1021.4199 -618.5638 1027.0000 5.0000 4.8762 0.0489
47612.727885 129611.732740 3810.774234 -856.1442 1029.6084 -858.7526 1027.0000 5.0000 4.8895 0.0437
47612.727885 129611.732740 4822.655752 389.3374 2868.3435 420.9939 2900.0000 20.0000 16.0981 0.3521
47612.727885 129611.732740 5953.571511 202.5782 2852.8926 249.6856 2900.0000 50.0000 27.8805 0.6891
47612.727885 129611.732740 7203.521511 91.9854 2814.9403 177.0451 2900.0000 100.0000 37.5681 0.8589
47612.727885 129611.732740 8572.505752 54.3966 2833.9755 245.4794 3025.0583 186.7223 48.9107 0.9314
47612.727885 129611.732740 10060.524234 58.7014 2916.4471 232.1694 3089.9151 200.1956 51.1232 0.9348
47612.727885 129611.732740 11667.576957 2.7871 2924.5199 163.4770 3085.2099 208.5801 52.4856 0.9367
47612.727885 129611.732740 13393.663921 -48.6884 2925.7591 103.4439 3077.8914 218.0838 53.9590 0.9388
47612.727885 129611.732740 15238.785126 -84.5291 2930.4941 57.4196 3072.4428 228.7624 55.0632 0.9421
47612.727885 129611.732740 17202.940572 -99.3616 2945.6898 33.6672 3078.7186 241.1962 56.7151 0.9447
47612.727885 129611.732740 19286.130259 -80.7537 2991.0466 32.7588 3104.5591 255.7837 57.9567 0.9487
47612.727885 129611.732740 21488.354186 -70.2248 3015.5745 37.6154 3123.4148 270.0001 59.1015 0.9521
47612.727885 129611.732740 23809.612355 -59.9425 3035.1001 28.3722 3123.4148 282.7418 60.3034 0.9545
47612.727885 153177.502329 60.562355 -18.9726 1027.1985 -19.1711 1027.0000 5.0000 4.8977 0.0405
47612.727885 153177.502329 239.204186 -137.8500 1027.7633 -138.6133 1027.0000 5.0000 4.8883 0.0442
47612.727885 153177.502329 536.880259 -187.2943 1028.2425 -188.5368 1027.0000 5.0000 4.8809 0.0471
47612.727885 153177.502329 953.590572 -270.3672 1028.7797 -272.1469 1027.0000 5.0000 4.8751 0.0493
47612.727885 153177.502329 1489.335126 -366.9308 1029.0760 -369.0068 1027.0000 5.0000 4.8727 0.0503
47612.727885 153177.502329 2144.113921 -477.2584 1029.0362 -479.2946 1027.0000 5.0000 4.8730 0.0501
47612.727885 153177.502329 2917.926957 -618.7681 1028.6532 -620.4214 1027.0000 5.0000 4.8753 0.0493
47612.727885 153177.502329 3810.774234 -860.2264 1028.1051 -861.3315 1027.0000 5.0000 4.8787 0.0480
47612.727885 153177.502329 4822.655752 435.6223 2913.3641 422.2582 2900.0000 20.0000 15.7006 0.3837
47612.727885 153177.502329 5953.571511 313.6870 2963.2516 250.4354 2900.0000 50.0000 27.1064 0.7061
47612.727885 153177.502329 7203.521511 248.0305 2970.4538 177.5767 2900.0000 100.0000 37.5483 0.8590
47612.727885 153177.502329 8572.505752 203.0896 2981.9313 246.2165 3025.0583 165.6602 46.9370 0.9197
47612.727885 153177.502329 10060.524234 181.6783 3038.7268 232.8666 3089.9151 183.1084 49.4815 0.9270
47612.727885 153177.502329 11667.576957 87.9653 3009.2072 163.9680 3085.2099 194.8510 51.0984 0.9312
47612.727885 153177.502329 13393.663921 -2.3307 2971.8062 103.7546 3077.8914 207.0750 53.0063 0.9345
47612.727885 153177.502329 15238.785126 -70.3201 2944.5307 57.5920 3072.4428 219.9210 54.2783 0.9391
47612.727885 153177.502329 17202.940572 -116.9635 2927.9867 33.7683 3078.7186 234.0750 56.2043 0.9423
47612.727885 153177.502329 19286.130259 -129.1192 2942.5827 32.8572 3104.5591 250.0303 57.5162 0.9471
47612.727885 153177.502329 21488.354186 -145.7781 2939.9083 37.7284 3123.4148 265.3392 58.7107 0.9510
47612.727885 153177.502329 23809.612355 -156.5959 2938.3615 28.4574 3123.4148 278.9583 59.9570 0.9538
47612.727885 176743.271918 60.562355 -18.5822 1027.6466 -19.2288 1027.0000 5.0000 4.8979 0.0404
47612.727885 176743.271918 239.204186 -137.6005 1028.4303 -139.0308 1027.0000 5.0000 4.8882 0.0442
47612.727885 176743.271918 536.880259 -187.3345 1028.7702 -189.1047 1027.0000 5.0000 4.8800 0.0474
47612.727885 176743.271918 953.590572 -270.9876 1028.9790 -272.9666 1027.0000 5.0000 4.8739 0.0498
47612.727885 176743.271918 1489.335126 -368.0896 1029.0288 -370.1183 1027.0000 5.0000 4.8717 0.0506
47612.727885 176743.271918 2144.113921 -478.7698 1028.9685 -480.7383 1027.0000 5.0000 4.8726 0.0503
47612.727885 176743.271918 2917.926957 -620.4594 1028.8307 -622.2901 1027.0000 5.0000 4.8751 0.0493
47612.727885 176743.271918 3810.774234 -862.4108 1028.5150 -863.9258 1027.0000 5.0000 4.8786 0.0480
47612.727885 176743.271918 4822.655752 447.5214 2923.9914 423.5300 2900.0000 20.0000 15.6870 0.3848
47612.727885 176743.271918 5953.571511 337.9860 2986.7962 251.1897 2900.0000 50.0000 26.9630 0.7092
47612.727885 176743.271918 7203.521511 290.6203 3012.5087 178.1116 2900.0000 100.0000 37.5705 0.8588
47612.727885 176743.271918 8572.505752 258.3553 3036.4555 246.9582 3025.0583 161.6654 45.3735 0.9212
47612.727885 176743.271918 10060.524234 280.6154 3136.9625 233.5680 3089.9151 180.3823 48.1602 0.9287
47612.727885 176743.271918 11667.576957 211.3042 3132.0522 164.4618 3085.2099 192.9703 50.0274 0.9328
47612.727885 176743.271918 13393.663921 129.4773 3103.3016 104.0671 3077.8914 205.7751 52.6355 0.9346
47612.727885 176743.271918 15238.785126 65.7343 3080.4116 57.7655 3072.4428 219.0310 53.9924 0.9392
47612.727885 176743.271918 17202.940572 9.0046 3053.8531 33.8700 3078.7186 233.4802 56.2412 0.9420
47612.727885 176743.271918 19286.130259 -21.8029 3049.8001 32.9562 3104.5591 249.6513 57.5405 0.9469
47612.727885 176743.271918 21488.354186 -60.6449 3024.9279 37.8420 3123.4148 265.1191 58.7171 0.9509
