x y z density stdev
235720.137456 280859.946572 18450.000000 2917.3106 NaN
235720.137456 280859.946572 19050.000000 2922.5530 NaN
235720.137456 280859.946572 19650.000000 2927.8222 NaN
235720.137456 280859.946572 20250.000000 2933.1179 NaN
235720.137456 280859.946572 20850.000000 2938.1594 NaN
235720.137456 280859.946572 21450.000000 2943.7891 NaN
235720.137456 280859.946572 22050.000000 2949.1645 NaN
235720.137456 280859.946572 22650.000000 2954.8513 NaN
235720.137456 280859.946572 23250.000000 2959.9945 NaN
235720.137456 280859.946572 23850.000000 2965.1613 NaN
235720.137456 280859.946572 24450.000000 2968.0420 NaN
235720.137456 280859.946572 25050.000000 2968.0420 NaN
235720.137456 280859.946572 25650.000000 2968.0420 NaN
235720.137456 280859.946572 26250.000000 2968.0420 NaN
235720.137456 280859.946572 26850.000000 2968.0420 NaN
235720.137456 280859.946572 27450.000000 2968.0420 NaN
235720.137456 280859.946572 28050.000000 2968.0420 NaN
235720.137456 280859.946572 28650.000000 2968.0420 NaN
235720.137456 280859.946572 29250.000000 2968.0420 NaN
235720.137456 280859.946572 29850.000000 2968.0420 NaN
235869.574865 277740.205632 400.000000 1630.5655 NaN
235869.574865 277740.205632 1000.000000 1630.5655 NaN
235869.574865 277740.205632 1600.000000 1630.5655 NaN
235869.574865 277740.205632 2200.000000 1631.2108 NaN
235869.574865 277740.205632 2800.000000 1708.4182 NaN
235869.574865 277740.205632 3400.000000 2039.3867 NaN
235869.574865 277740.205632 4000.000000 2284.4293 NaN
235869.574865 277740.205632 4600.000000 2375.0430 NaN
235869.574865 277740.205632 5200.000000 2433.1899 NaN
235869.574865 277740.205632 5800.000000 2490.8896 NaN
235869.574865 277740.205632 6400.000000 2539.3884 NaN
235869.574865 277740.205632 7000.000000 2567.2927 NaN
235869.574865 277740.205632 7600.000000 2590.7586 NaN
235869.574865 277740.205632 8200.000000 2615.3458 NaN
235869.574865 277740.205632 8800.000000 2641.3260 NaN
235869.574865 277740.205632 9400.000000 2668.2033 NaN
235869.574865 277740.205632 10000.000000 2696.6022 NaN
235869.574865 277740.205632 10600.000000 2726.5982 NaN
235869.574865 277740.205632 11200.000000 2757.3460 NaN
235869.574865 277740.205632 11800.000000 2790.2083 NaN
235869.574865 277740.205632 12400.000000 2823.5542 NaN
235869.574865 277740.205632 13000.000000 2857.0100 NaN
235869.574865 277740.205632 13600.000000 2875.2803 NaN
235869.574865 277740.205632 14200.000000 2881.6286 NaN
235869.574865 277740.205632 14800.000000 2886.4180 NaN
235869.574865 277740.205632 15400.000000 2891.4997 NaN
235869.574865 277740.205632 16000.000000 2896.0693 NaN
235869.574865 277740.205632 16600.000000 2901.2019 NaN
235869.574865 277740.205632 17200.000000 2906.3612 NaN
235869.574865 277740.205632 17800.000000 2910.7268 NaN
235869.574865 277740.205632 18400.000000 2916.4853 NaN
235869.574865 277740.205632 19000.000000 2921.4472 NaN
235869.574865 277740.205632 19600.000000 2926.1553 NaN
235869.574865 277740.205632 20200.000000 2931.7217 NaN
235869.574865 277740.205632 20800.000000 2936.4763 NaN
235869.574865 277740.205632 21400.000000 2941.2521 NaN
235869.574865 277740.205632 22000.000000 2946.8979 NaN
235869.574865 277740.205632 22600.000000 2951.7199 NaN
235869.574865 277740.205632 23200.000000 2957.1343 NaN
235869.574865 277740.205632 23800.000000 2962.5750 NaN
235869.574865 277740.205632 24400.000000 2967.7536 NaN
235869.574865 277740.205632 25000.000000 2968.0420 NaN
235869.574865 277740.205632 25600.000000 2968.0420 NaN
235869.574865 277740.205632 26200.000000 2968.0420 NaN
235869.574865 277740.205632 26800.000000 2968.0420 NaN
235869.574865 277740.205632 27400.000000 2968.0420 NaN
235869.574865 277740.205632 28000.000000 2968.0420 NaN
235869.574865 277740.205632 28600.000000 2968.0420 NaN
235869.574865 277740.205632 29200.000000 2968.0420 NaN
235869.574865 277740.205632 29800.000000 2968.0420 NaN
236019.816441 274620.598236 350.000000 1630.5655 NaN
236019.816441 274620.598236 950.000000 1630.5655 NaN
236019.816441 274620.598236 1550.000000 1630.5655 NaN
236019.816441 274620.598236 2150.000000 1630.5655 NaN
236019.816441 274620.598236 2750.000000 1674.0530 NaN
236019.816441 274620.598236 3350.000000 2016.0635 NaN
236019.816441 274620.598236 3950.000000 2277.8171 NaN
236019.816441 274620.598236 4550.000000 2380.2015 NaN
236019.816441 274620.598236 5150.000000 2441.4042 NaN
236019.816441 274620.598236 5750.000000 2501.5652 NaN
236019.816441 274620.598236 6350.000000 2548.7883 NaN
236019.816441 274620.598236 6950.000000 2577.7195 NaN
236019.816441 274620.598236 7550.000000 2602.0293 NaN
236019.816441 274620.598236 8150.000000 2627.7180 NaN
236019.816441 274620.598236 8750.000000 2654.3138 NaN
236019.816441 274620.598236 9350.000000 2682.4359 NaN
236019.816441 274620.598236 9950.000000 2711.9548 NaN
236019.816441 274620.598236 10550.000000 2743.1365 NaN
236019.816441 274620.598236 11150.000000 2775.3432 NaN
236019.816441 274620.598236 11750.000000 2809.2660 NaN
236019.816441 274620.598236 12350.000000 2840.1192 NaN
236019.816441 274620.598236 12950.000000 2866.0994 NaN
236019.816441 274620.598236 13550.000000 2879.2430 NaN
236019.816441 274620.598236 14150.000000 2883.7543 NaN
236019.816441 274620.598236 14750.000000 2888.5544 NaN
236019.816441 274620.598236 15350.000000 2893.1101 NaN
236019.816441 274620.598236 15950.000000 2897.9571 NaN
236019.816441 274620.598236 16550.000000 2902.5570 NaN
236019.816441 274620.598236 17150.000000 2907.1783 NaN
236019.816441 274620.598236 17750.000000 2912.0949 NaN
236019.816441 274620.598236 18350.000000 2916.4853 NaN
236019.816441 274620.598236 18950.000000 2921.7235 NaN
236019.816441 274620.598236 19550.000000 2926.1553 NaN
236019.816441 274620.598236 20150.000000 2931.4427 NaN
236019.816441 274620.598236 20750.000000 2935.9158 NaN
236019.816441 274620.598236 21350.000000 2941.2521 NaN
236019.816441 274620.598236 21950.000000 2946.0492 NaN
236019.816441 274620.598236 22550.000000 2951.4357 NaN
236019.816441 274620.598236 23150.000000 2956.2776 NaN
236019.816441 274620.598236 23750.000000 2960.8540 NaN
236019.816441 274620.598236 24350.000000 2966.0248 NaN
236019.816441 274620.598236 24950.000000 2968.0420 NaN
236019.816441 274620.598236 25550.000000 2968.0420 NaN
236019.816441 274620.598236 26150.000000 2968.0420 NaN
236019.816441 274620.598236 26750.000000 2968.0420 NaN
236019.816441 274620.598236 27350.000000 2968.0420 NaN
236019.816441 274620.598236 27950.000000 2968.0420 NaN
236019.816441 274620.598236 28550.000000 2968.0420 NaN
236019.816441 274620.598236 29150.000000 2968.0420 NaN
236019.816441 274620.598236 29750.000000 2968.0420 NaN
236169.096449 271501.733763 300.000000 1628.6266 NaN
236169.096449 271501.733763 900.000000 1628.6266 NaN
236169.096449 271501.733763 1500.000000 1628.6266 NaN
236169.096449 271501.733763 2100.000000 1628.6266 NaN
236169.096449 271501.733763 2700.000000 1652.8874 NaN
236169.096449 271501.733763 3300.000000 2012.7451 NaN
236169.096449 271501.733763 3900.000000 2267.4486 NaN
236169.096449 271501.733763 4500.000000 2369.9830 NaN
236169.096449 271501.733763 5100.000000 2436.6113 NaN
236169.096449 271501.733763 5700.000000 2502.1472 NaN
236169.096449 271501.733763 6300.000000 2551.3236 NaN
236169.096449 271501.733763 6900.000000 2584.2822 NaN
236169.096449 271501.733763 7500.000000 2610.5126 NaN
236169.096449 271501.733763 8100.000000 2637.9387 NaN
236169.096449 271501.733763 8700.000000 2666.8188 NaN
236169.096449 271501.733763 9300.000000 2697.6417 NaN
236169.096449 271501.733763 9900.000000 2729.4356 NaN
236169.096449 271501.733763 10500.000000 2763.5250 NaN
236169.096449 271501.733763 11100.000000 2798.8351 NaN
236169.096449 271501.733763 11700.000000 2836.0735 NaN
236169.096449 271501.733763 12300.000000 2867.4053 NaN
236169.096449 271501.733763 12900.000000 2882.4252 NaN
236169.096449 271501.733763 13500.000000 2890.6956 NaN
236169.096449 271501.733763 14100.000000 2894.9922 NaN
236169.096449 271501.733763 14700.000000 2899.3078 NaN
236169.096449 271501.733763 15300.000000 2903.6424 NaN
236169.096449 271501.733763 15900.000000 2907.9961 NaN
236169.096449 271501.733763 16500.000000 2912.3687 NaN
236169.096449 271501.733763 17100.000000 2916.7603 NaN
236169.096449 271501.733763 17700.000000 2921.1709 NaN
236169.096449 271501.733763 18300.000000 2925.6003 NaN
236169.096449 271501.733763 18900.000000 2930.0487 NaN
236169.096449 271501.733763 19500.000000 2934.2362 NaN
236169.096449 271501.733763 20100.000000 2939.2830 NaN
236169.096449 271501.733763 20700.000000 2943.2248 NaN
236169.096449 271501.733763 21300.000000 2948.3140 NaN
236169.096449 271501.733763 21900.000000 2952.5731 NaN
236169.096449 271501.733763 22500.000000 2956.8486 NaN
236169.096449 271501.733763 23100.000000 2961.4274 NaN
236169.096449 271501.733763 23700.000000 2965.7369 NaN
236169.096449 271501.733763 24300.000000 2968.0420 NaN
236169.096449 271501.733763 24900.000000 2968.0420 NaN
236169.096449 271501.733763 25500.000000 2968.0420 NaN
236169.096449 271501.733763 26100.000000 2968.0420 NaN
236169.096449 271501.733763 26700.000000 2968.0420 NaN
236169.096449 271501.733763 27300.000000 2968.0420 NaN
236169.096449 271501.733763 27900.000000 2968.0420 NaN
236169.096449 271501.733763 28500.000000 2968.0420 NaN
236169.096449 271501.733763 29100.000000 2968.0420 NaN
236169.096449 271501.733763 29700.000000 2968.0420 NaN
236318.801005 268381.717620 250.000000 1627.3318 NaN
236318.801005 268381.717620 850.000000 1627.3318 NaN
236318.801005 268381.717620 1450.000000 1627.3318 NaN
236318.801005 268381.717620 2050.000000 1627.3318 NaN
236318.801005 268381.717620 2650.000000 1639.5599 NaN
236318.801005 268381.717620 3250.000000 1991.2096 NaN
236318.801005 268381.717620 3850.000000 2253.7550 NaN
236318.801005 268381.717620 4450.000000 2357.7825 NaN
236318.801005 268381.717620 5050.000000 2430.0426 NaN
236318.801005 268381.717620 5650.000000 2500.8385 NaN
236318.801005 268381.717620 6250.000000 2566.4742 NaN
236318.801005 268381.717620 6850.000000 2606.6072 NaN
236318.801005 268381.717620 7450.000000 2633.4549 NaN
236318.801005 268381.717620 8050.000000 2661.7054 NaN
236318.801005 268381.717620 8650.000000 2691.6370 NaN
236318.801005 268381.717620 9250.000000 2722.6896 NaN
236318.801005 268381.717620 9850.000000 2755.5255 NaN
236318.801005 268381.717620 10450.000000 2789.7319 NaN
236318.801005 268381.717620 11050.000000 2825.7939 NaN
236318.801005 268381.717620 11650.000000 2863.4931 NaN
236318.801005 268381.717620 12250.000000 2898.4972 NaN
236318.801005 268381.717620 12850.000000 2913.7391 NaN
236318.801005 268381.717620 13450.000000 2919.7905 NaN
236318.801005 268381.717620 14050.000000 2923.9371 NaN
236318.801005 268381.717620 14650.000000 2927.8222 NaN
236318.801005 268381.717620 15250.000000 2931.4427 NaN
236318.801005 268381.717620 15850.000000 2935.3556 NaN
236318.801005 268381.717620 16450.000000 2939.0020 NaN
236318.801005 268381.717620 17050.000000 2942.6608 NaN
236318.801005 268381.717620 17650.000000 2946.8979 NaN
236318.801005 268381.717620 18250.000000 2950.2995 NaN
236318.801005 268381.717620 18850.000000 2954.5663 NaN
236318.801005 268381.717620 19450.000000 2958.2775 NaN
236318.801005 268381.717620 20050.000000 2961.4274 NaN
236318.801005 268381.717620 20650.000000 2965.1613 NaN
236318.801005 268381.717620 21250.000000 2968.0420 NaN
236318.801005 268381.717620 21850.000000 2968.0420 NaN
236318.801005 268381.717620 22450.000000 2968.0420 NaN
236318.801005 268381.717620 23050.000000 2968.0420 NaN
236318.801005 268381.717620 23650.000000 2968.0420 NaN
236318.801005 268381.717620 24250.000000 2968.0420 NaN
236318.801005 268381.717620 24850.000000 2968.0420 NaN
236318.801005 268381.717620 25450.000000 2968.0420 NaN
236318.801005 268381.717620 26050.000000 2968.0420 NaN
236318.801005 268381.717620 26650.000000 2968.0420 NaN
236318.801005 268381.717620 27250.000000 2968.0420 NaN
236318.801005 268381.717620 27850.000000 2968.0420 NaN
236318.801005 268381.717620 28450.000000 2968.0420 NaN
236318.801005 268381.717620 29050.000000 2968.0420 NaN
236318.801005 268381.717620 29650.000000 2968.0420 NaN
236468.264216 265262.670331 200.000000 1629.2733 NaN
236468.264216 265262.670331 800.000000 1629.2733 NaN
236468.264216 265262.670331 1400.000000 1629.2733 NaN
236468.264216 265262.670331 2000.000000 1629.2733 NaN
236468.264216 265262.670331 2600.000000 1632.5003 NaN
236468.264216 265262.670331 3200.000000 1944.4877 NaN
236468.264216 265262.670331 3800.000000 2227.5575 NaN
236468.264216 265262.670331 4400.000000 2347.2384 NaN
236468.264216 265262.670331 5000.000000 2431.1373 NaN
236468.264216 265262.670331 5600.000000 2513.7530 NaN
236468.264216 265262.670331 6200.000000 2603.6094 NaN
236468.264216 265262.670331 6800.000000 2650.4622 NaN
236468.264216 265262.670331 7400.000000 2675.3765 NaN
236468.264216 265262.670331 8000.000000 2701.3985 NaN
236468.264216 265262.670331 8600.000000 2728.3428 NaN
236468.264216 265262.670331 9200.000000 2756.4351 NaN
236468.264216 265262.670331 9800.000000 2785.4573 NaN
236468.264216 265262.670331 10400.000000 2816.1324 NaN
236468.264216 265262.670331 11000.000000 2847.7564 NaN
236468.264216 265262.670331 11600.000000 2880.0375 NaN
236468.264216 265262.670331 12200.000000 2913.1907 NaN
236468.264216 265262.670331 12800.000000 2938.1594 NaN
236468.264216 265262.670331 13400.000000 2950.0156 NaN
236468.264216 265262.670331 14000.000000 2955.1364 NaN
236468.264216 265262.670331 14600.000000 2957.9916 NaN
236468.264216 265262.670331 15200.000000 2961.1407 NaN
236468.264216 265262.670331 15800.000000 2963.7237 NaN
236468.264216 265262.670331 16400.000000 2967.1770 NaN
236468.264216 265262.670331 17000.000000 2968.0420 NaN
236468.264216 265262.670331 17600.000000 2968.0420 NaN
236468.264216 265262.670331 18200.000000 2968.0420 NaN
236468.264216 265262.670331 18800.000000 2968.0420 NaN
236468.264216 265262.670331 19400.000000 2968.0420 NaN
236468.264216 265262.670331 20000.000000 2968.0420 NaN
236468.264216 265262.670331 20600.000000 2968.0420 NaN
236468.264216 265262.670331 21200.000000 2968.0420 NaN
236468.264216 265262.670331 21800.000000 2968.0420 NaN
236468.264216 265262.670331 22400.000000 2968.0420 NaN
236468.264216 265262.670331 23000.000000 2968.0420 NaN
236468.264216 265262.670331 23600.000000 2968.0420 NaN
236468.264216 265262.670331 24200.000000 2968.0420 NaN
236468.264216 265262.670331 24800.000000 2968.0420 NaN
236468.264216 265262.670331 25400.000000 2968.0420 NaN
236468.264216 265262.670331 26000.000000 2968.0420 NaN
236468.264216 265262.670331 26600.000000 2968.0420 NaN
236468.264216 265262.670331 27200.000000 2968.0420 NaN
236468.264216 265262.670331 27800.000000 2968.0420 NaN
236468.264216 265262.670331 28400.000000 2968.0420 NaN
236468.264216 265262.670331 29000.000000 2968.0420 NaN
236468.264216 265262.670331 29600.000000 2968.0420 NaN
236618.155706 262142.471931 150.000000 1630.5655 NaN
236618.155706 262142.471931 750.000000 1630.5655 NaN
236618.155706 262142.471931 1350.000000 1630.5655 NaN
236618.155706 262142.471931 1950.000000 1630.5655 NaN
236618.155706 262142.471931 2550.000000 1631.8558 NaN
236618.155706 262142.471931 3150.000000 1890.8585 NaN
236618.155706 262142.471931 3750.000000 2221.2217 NaN
236618.155706 262142.471931 4350.000000 2349.5194 NaN
236618.155706 262142.471931 4950.000000 2438.6649 NaN
236618.155706 262142.471931 5550.000000 2528.1700 NaN
236618.155706 262142.471931 6150.000000 2625.3303 NaN
236618.155706 262142.471931 6750.000000 2671.1814 NaN
236618.155706 262142.471931 7350.000000 2693.7009 NaN
236618.155706 262142.471931 7950.000000 2717.2998 NaN
236618.155706 262142.471931 8550.000000 2741.5756 NaN
236618.155706 262142.471931 9150.000000 2766.9810 NaN
236618.155706 262142.471931 9750.000000 2793.0732 NaN
236618.155706 262142.471931 10350.000000 2819.8349 NaN
236618.155706 262142.471931 10950.000000 2848.0121 NaN
236618.155706 262142.471931 11550.000000 2876.8633 NaN
236618.155706 262142.471931 12150.000000 2906.6335 NaN
236618.155706 262142.471931 12750.000000 2935.6357 NaN
236618.155706 262142.471931 13350.000000 2958.2775 NaN
236618.155706 262142.471931 13950.000000 2965.7369 NaN
236618.155706 262142.471931 14550.000000 2968.0420 NaN
236618.155706 262142.471931 15150.000000 2968.0420 NaN
236618.155706 262142.471931 15750.000000 2968.0420 NaN
236618.155706 262142.471931 16350.000000 2968.0420 NaN
236618.155706 262142.471931 16950.000000 2968.0420 NaN
236618.155706 262142.471931 17550.000000 2968.0420 NaN
236618.155706 262142.471931 18150.000000 2968.0420 NaN
236618.155706 262142.471931 18750.000000 2968.0420 NaN
236618.155706 262142.471931 19350.000000 2968.0420 NaN
236618.155706 262142.471931 19950.000000 2968.0420 NaN
236618.155706 262142.471931 20550.000000 2968.0420 NaN
236618.155706 262142.471931 21150.000000 2968.0420 NaN
236618.155706 262142.471931 21750.000000 2968.0420 NaN
236618.155706 262142.471931 22350.000000 2968.0420 NaN
236618.155706 262142.471931 22950.000000 2968.0420 NaN
236618.155706 262142.471931 23550.000000 2968.0420 NaN
236618.155706 262142.471931 24150.000000 2968.0420 NaN
236618.155706 262142.471931 24750.000000 2968.0420 NaN
236618.155706 262142.471931 25350.000000 2968.0420 NaN
236618.155706 262142.471931 25950.000000 2968.0420 NaN
236618.155706 262142.471931 26550.000000 2968.0420 NaN
236618.155706 262142.471931 27150.000000 2968.0420 NaN
236618.155706 262142.471931 27750.000000 2968.0420 NaN
236618.155706 262142.471931 28350.000000 2968.0420 NaN
