x y z density stdev
268013.611543 76857.770863 13200.000000 3181.8002 60.4170
270410.748811 76662.718685 13200.000000 3187.5156 60.6141
272808.500821 76468.075210 13200.000000 3193.9253 60.8335
275206.177699 76273.618801 13200.000000 3198.6631 60.9945
277603.780388 76079.348988 13200.000000 3199.3409 61.0175
280001.309847 75885.265254 13200.000000 3043.3191 82.4595
282399.103360 75690.307426 13200.000000 3016.6169 80.7845
284796.824678 75495.534417 13200.000000 2991.9371 79.1849
287194.474757 75300.945730 13200.000000 2968.9076 77.6464
289592.054550 75106.540865 13200.000000 2947.7473 76.1927
291989.565009 74912.319336 13200.000000 2931.4427 111.5925
294387.341263 74717.220244 13200.000000 2917.8612 110.1453
296784.715490 74523.363743 13200.000000 2905.5448 108.8116
299182.356559 74328.628400 13200.000000 2895.5306 107.7122
301579.931248 74134.074131 13200.000000 2885.6181 106.6105
77010.840551 92345.299038 13100.000000 3083.4435 126.2035
79408.924998 92150.453967 13100.000000 3093.5749 127.0806
81806.873757 91955.842122 13100.000000 3103.7762 127.9524
84203.994777 91761.217664 13100.000000 3115.9806 128.9806
86601.674899 91567.071148 13100.000000 3131.5357 130.2683
88999.592332 91372.108041 13100.000000 3148.5604 131.6488
91397.006997 91178.424454 13100.000000 3168.7591 133.2485
93794.659961 90983.923033 13100.000000 3194.2633 135.2111
96193.243699 90788.846668 13100.000000 3220.8229 137.1891
98590.634968 90594.804411 13100.000000 3248.8084 139.2035
100988.265206 90399.942168 13100.000000 3276.8447 59.2841
103385.766262 90205.308244 13100.000000 3295.6317 59.8171
105783.831721 90011.144685 13100.000000 3303.4792 60.0361
108181.077115 89816.965619 13100.000000 3297.7691 59.8769
110579.255254 89622.205701 13100.000000 3280.0231 59.3751
112976.248208 89428.479424 13100.000000 3251.9430 73.8952
115374.174846 89234.170414 13100.000000 3213.2928 72.4165
117771.649696 89038.794921 13100.000000 3174.4316 70.8560
120169.327651 88844.934595 13100.000000 3138.3894 69.3386
122566.554878 88650.007167 13100.000000 3107.6197 67.9873
124964.351907 88455.543138 13100.000000 3088.8170 75.0520
127362.027153 88261.301390 13100.000000 3078.4041 74.5146
129759.581532 88067.281435 13100.000000 3072.4428 74.2036
132157.378822 87872.431916 13100.000000 3067.7542 73.9574
134554.693798 87678.853952 13100.000000 3060.5953 73.5787
136952.252685 87484.445174 13100.000000 3049.7719 96.7165
139349.693542 87290.255961 13100.000000 3038.1181 95.8782
141747.378477 87095.234421 13100.000000 3027.7772 95.1239
144144.946385 86900.431186 13100.000000 3022.6374 94.7453
146542.037815 86706.897491 13100.000000 3029.5961 95.2573
148939.374832 86512.529586 13100.000000 3050.3881 76.1141
151336.957105 86317.326562 13100.000000 3086.6020 78.1002
153734.758167 86123.627964 13100.000000 3125.0356 80.1103
156132.113374 85928.856462 13100.000000 3152.1848 81.4722
158529.356235 85734.300083 13100.000000 2938.1594 69.3448
160927.179672 85540.193608 13100.000000 2921.7235 49.7517
163324.200577 85346.065690 13100.000000 2898.7673 48.6311
165722.160870 85151.333263 13100.000000 2872.6478 47.3170
168119.319701 84956.578754 13100.000000 2855.2031 46.4159
170517.061845 84762.270678 13100.000000 2848.7798 46.0793
172914.696291 84568.173882 13100.000000 2851.6003 61.6365
175311.532127 84374.054508 13100.000000 2855.9770 61.9416
177709.308904 84179.325619 13100.000000 2859.3385 62.1749
180106.625407 83985.859941 13100.000000 2876.0715 63.3221
182504.192003 83791.549796 13100.000000 2908.5416 65.4828
184901.316634 83596.162160 13100.000000 2941.5337 68.7177
187298.675950 83402.268836 13100.000000 2978.1816 70.9970
189696.286039 83207.528878 13100.000000 3007.3414 72.7367
192093.794161 83012.995754 13100.000000 3135.4485 79.6588
194491.201249 82818.668959 13100.000000 3160.1200 80.8673
196888.508234 82624.548008 13100.000000 3182.4717 83.6089
199285.716046 82430.632417 13100.000000 3197.9855 84.3439
201683.176330 82235.866772 13100.000000 3205.1129 84.6768
204081.229970 82041.534802 13100.000000 3206.4737 84.7401
206478.494851 81847.176547 13100.000000 3206.4737 84.7401
208875.663448 81653.021410 13100.000000 3208.1761 61.3149
211273.085710 81458.013421 13100.000000 3210.9032 61.4061
213670.755510 81264.491232 13100.000000 3213.6344 61.4971
216067.988571 81069.886299 13100.000000 3215.3434 61.5539
218465.128241 80875.482233 13100.000000 3213.9761 61.5085
220863.214095 80680.449881 13100.000000 3208.8575 59.6339
223260.169327 80486.445665 13100.000000 3201.3760 59.3894
225658.071720 80291.811252 13100.000000 3196.6311 59.2332
228055.192323 80097.148417 13100.000000 3196.6311 59.2332
230452.914580 79902.909844 13100.000000 3203.7531 59.4674
232850.548170 79708.868287 13100.000000 3215.3434 59.1601
235247.402861 79514.797793 13100.000000 3229.7614 59.6159
237645.206296 79320.092097 13100.000000 3245.3314 60.0989
240042.923034 79125.581652 13100.000000 3259.2763 60.5237
242439.862917 78931.041478 13100.000000 3272.2623 60.9127
244837.409101 78736.920415 13100.000000 3283.9143 53.4667
247235.214044 78541.935542 13100.000000 3288.5225 53.5842
249632.592991 78348.201434 13100.000000 3284.2685 53.4757
252030.231733 78153.602245 13100.000000 3268.7444 53.0752
254427.788576 77959.195091 13100.000000 3247.0691 52.5028
256825.264464 77764.979483 13100.000000 3222.8819 45.6655
259223.000838 77569.896610 13100.000000 3199.3409 45.0851
261620.317233 77376.062454 13100.000000 3183.8153 44.6929
264017.895147 77181.359772 13100.000000 3175.4346 44.4780
266415.395037 76986.846375 13100.000000 3175.4346 44.4780
268812.817849 76792.521775 13100.000000 3180.7936 60.3821
271210.164535 76598.385471 13100.000000 3188.1892 60.6372
273607.773954 76403.377820 13100.000000 3195.6159 60.8910
276005.308287 76208.557186 13100.000000 3199.6799 61.0289
278402.768481 76013.923091 13100.000000 3056.2557 55.7069
280800.846189 75819.694462 13100.000000 3031.7214 81.7390
283198.160935 75625.431635 13100.000000 3006.1496 80.1122
285595.740155 75430.293990 13100.000000 2981.0949 78.4662
287993.603484 75236.619107 13100.000000 2957.1343 76.8424
290391.041679 75041.849329 13100.000000 2938.7211 75.5608
292788.410586 74847.262838 13100.000000 2923.1064 110.7071
295186.401720 74653.076653 13100.000000 2909.0875 109.1973
297583.968492 74457.794331 13100.000000 2898.4972 108.0393
299981.825327 74263.971135 13100.000000 2888.2871 106.9085
302379.258888 74069.051169 13100.000000 2877.6559 105.7159
77809.914855 92279.955138 13000.000000 3087.2345 126.5330
80208.168043 92086.050498 13000.000000 3096.7553 127.3536
82605.964756 91891.085121 13000.000000 3108.2612 128.3321
85003.626727 91696.352460 13000.000000 3121.4720 129.4381
87401.154868 91501.852013 13000.000000 3136.4282 130.6681
89799.242962 91307.827923 13000.000000 3155.4865 132.2019
92196.875862 91112.741592 13000.000000 3177.7771 133.9497
94594.007495 90918.934443 13000.000000 3202.3944 135.8236
96992.070623 90724.552430 13000.000000 3230.4507 137.8901
99389.310810 90530.155936 13000.000000 3258.5767 58.7539
101787.482602 90335.182425 13000.000000 3282.1447 59.4357
104185.157518 90141.485800 13000.000000 3297.4127 59.8670
106582.379580 89946.724805 13000.000000 3299.9086 59.9367
108980.166965 89752.433214 13000.000000 3289.9424 59.6570
111378.194329 89557.318161 13000.000000 3268.3929 74.5033
113775.729283 89363.478320 13000.000000 3236.6659 73.3192
116173.505213 89168.813765 13000.000000 3199.3409 71.8650
118571.156585 88974.373666 13000.000000 3158.7949 70.2062
120968.684313 88780.157532 13000.000000 3123.0908 68.6734
123366.089313 88586.164874 13000.000000 3097.0737 75.4732
125763.736456 88391.344728 13000.000000 3080.2918 74.6125
128161.261869 88196.746807 13000.000000 3071.8168 74.1709
130558.666463 88002.370641 13000.000000 3067.4422 73.9410
132955.951154 87808.215731 13000.000000 3062.1484 73.6611
135353.479164 87613.230550 13000.000000 3053.7820 97.0021
137751.218657 87419.754904 13000.000000 3042.3998 96.1877
140148.510168 87225.209077 13000.000000 3029.5961 95.2573
142546.737887 87030.068526 13000.000000 3019.9246 94.5445
144943.795732 86835.959846 13000.000000 3018.7208 94.4551
147340.738347 86642.069227 13000.000000 3031.7214 75.0540
149738.618594 86447.581048 13000.000000 3060.5953 76.6832
152136.384555 86253.309061 13000.000000 3098.9856 78.7587
154533.345079 86059.016648 13000.000000 3137.4085 80.7368
156931.243820 85864.123582 13000.000000 2935.9158 69.1994
159329.030207 85669.444953 13000.000000 2923.9371 49.8581
161725.655447 85475.797696 13000.000000 2905.2728 48.9519
164123.577638 85280.494222 13000.000000 2881.0979 47.7467
166521.032517 85086.456326 13000.000000 2859.0795 46.6177
168918.378734 84892.630920 13000.000000 2844.9483 45.8774
171315.973253 84697.964384 13000.000000 2841.6412 60.9364
173713.460123 84503.509081 13000.000000 2846.4789 61.2775
176110.840263 84309.264534 13000.000000 2851.3435 61.6186
178508.114601 84115.230256 13000.000000 2859.0795 62.1570
180905.638429 83920.352050 13000.000000 2881.6286 63.6980
183303.057472 83725.682848 13000.000000 2917.3106 67.1525
185701.064364 83531.454188 13000.000000 2954.2813 69.5225
188098.276584 83337.201231 13000.000000 2988.4099 71.6146
190495.386799 83143.155821 13000.000000 3017.5181 73.3288
192892.748202 82948.263061 13000.000000 3143.6310 80.0638
195290.348379 82754.861891 13000.000000 3167.0943 82.8661
197687.509133 82560.381042 13000.000000 3187.8524 83.8655
200085.613307 82365.280789 13000.000000 3200.0190 84.4392
202482.576292 82171.209619 13000.000000 3203.7531 84.6136
204880.483663 81976.517150 13000.000000 3203.7531 84.6136
207277.252608 81782.853701 13000.000000 3203.4133 61.1550
209674.966907 81588.567062 13000.000000 3205.4530 61.2236
212072.243309 81393.198307 13000.000000 3208.5167 61.3264
214469.767423 81199.315264 13000.000000 3211.2444 61.4175
216867.546086 81004.577364 13000.000000 3212.6097 61.4630
219264.192395 80810.868054 13000.000000 3209.8801 59.6672
221661.785637 80616.530534 13000.000000 3203.7531 59.4674
224059.634110 80421.335992 13000.000000 3197.3082 59.2555
226457.044810 80227.396281 13000.000000 3193.9253 59.1436
228854.711765 80032.598284 13000.000000 3196.6311 59.2332
231251.943678 79839.054413 13000.000000 3205.4530 58.8427
233649.432868 79644.651012 13000.000000 3219.1089 59.2799
236047.179007 79449.387133 13000.000000 3234.2465 59.7560
238444.493346 79255.376063 13000.000000 3247.7646 60.1736
240842.065656 79060.503271 13000.000000 3262.0770 60.6081
243239.208904 78866.882575 13000.000000 3275.0810 53.2396
245636.611157 78672.398886 13000.000000 3284.6226 53.4848
248034.272074 78477.051292 13000.000000 3287.1035 53.5481
250431.507185 78282.954462 13000.000000 3278.6098 53.3306
252829.351337 78089.273538 13000.000000 3261.0263 52.8731
255226.764695 77894.503347 13000.000000 3236.6659 45.9974
257624.097144 77699.924652 13000.000000 3210.9032 45.3723
260021.349633 77505.536956 13000.000000 3190.2116 44.8554
262419.553913 77310.503143 13000.000000 3176.4381 44.5038
264816.648866 77116.495508 13000.000000 3171.0926 44.3657
267214.696599 76921.839851 13000.000000 3173.7633 60.1374
269611.976438 76727.151390 13000.000000 3181.1291 60.3937
272009.180193 76532.651189 13000.000000 3190.2116 60.7066
274406.999584 76338.559015 13000.000000 3196.9696 60.9370
276804.744743 76144.653475 13000.000000 3200.0190 61.0404
279202.062817 75949.654927 13000.000000 3046.0808 82.6296
281599.998439 75755.061707 13000.000000 3021.7325 81.1098
283997.171158 75560.434331 13000.000000 2994.8844 79.3786
286394.963280 75366.210661 13000.000000 2969.7739 77.7051
288793.020255 75171.110792 13000.000000 2948.5974 76.2519
291189.981638 74977.036171 13000.000000 2930.3273 111.4746
293587.899539 74782.302451 13000.000000 2915.1112 109.8493
295985.749105 74587.750836 13000.000000 2902.8282 108.5147
298382.840764 74393.163734 13000.000000 2892.0362 107.3254
300780.556555 74198.975152 13000.000000 2881.6286 106.1634
76212.087870 92409.477602 12900.000000 3081.2366 126.0109
78609.631331 92214.739608 12900.000000 3090.4013 126.8070
81007.732112 92020.481297 12900.000000 3100.9000 127.7077
83405.005098 91826.210303 12900.000000 3112.4377 128.6838
85803.207978 91631.369224 12900.000000 3126.0089 129.8137
88200.213688 91437.563173 12900.000000 3143.3029 131.2256
90598.150222 91243.185154 12900.000000 3162.7735 132.7787
92996.324325 91047.989112 12900.000000 3185.1600 134.5178
95393.304479 90853.827723 12900.000000 3212.2683 136.5592
97791.216029 90659.091280 12900.000000 3239.4346 138.5366
100188.997442 90464.583683 12900.000000 3264.8817 58.9383
102586.649624 90270.304452 12900.000000 3285.6855 59.5364
104984.173489 90076.253085 12900.000000 3295.2756 59.8071
107381.937075 89881.379686 12900.000000 3292.7851 59.7371
109779.573334 89686.732918 12900.000000 3278.6098 59.3347
112177.083177 89492.312292 12900.000000 3255.7809 74.0381
114575.160082 89298.358692 12900.000000 3223.2253 72.8033
116972.419800 89104.388571 12900.000000 3182.1359 71.1714
119369.920899 88909.593028 12900.000000 3143.9592 69.5777
121767.298409 88715.021393 12900.000000 3111.1514 68.1451
124165.245675 88520.913323 12900.000000 3085.9697 74.9058
126562.378698 88326.787771 12900.000000 3072.7560 74.2200
128960.446665 88132.073489 12900.000000 3066.8183 73.9081
131357.701447 87937.341114 12900.000000 3062.7702 73.6941
133755.528701 87743.068805 12900.000000 3056.8748 73.3804
136152.544658 87548.778064 12900.000000 3047.3101 96.5405
138550.496613 87353.894551 12900.000000 3033.5458 95.5460
140947.969237 87160.281264 12900.000000 3021.4310 94.6561
143345.686533 86965.835109 12900.000000 3013.6173 94.0748
145742.595489 86771.369554 12900.000000 3018.1193 94.4104
148140.081413 86577.358982 12900.000000 3037.5075 75.3853
150537.812688 86382.513374 12900.000000 3071.8168 77.3004
152935.429726 86187.883913 12900.000000 3115.3358 79.6122
155332.933448 85993.470099 12900.000000 3147.2445 81.2279
157730.324776 85799.271456 12900.000000 2920.6185 68.1974
160127.604631 85605.287487 12900.000000 2906.6335 49.0187
162525.131519 85410.465077 12900.000000 2888.0199 48.0954
164922.547942 85215.856092 12900.000000 2866.0994 46.9809
167320.546748 85021.694488 12900.000000 2845.7132 45.9177
169717.744985 84827.510579 12900.000000 2835.5691 45.3791
172114.835531 84633.538626 12900.000000 2835.3171 60.4875
174512.866635 84438.958316 12900.000000 2842.1492 60.9723
176910.099192 84244.354902 12900.000000 2847.7564 61.3673
179307.225990 84049.961719 12900.000000 2860.6347 62.2646
181704.939723 83856.010799 12900.000000 2894.4540 64.5559
184102.211572 83660.982384 12900.000000 2928.3783 67.8736
186499.717928 83467.448381 12900.000000 2965.7369 70.2348
188896.783471 83272.836254 12900.000000 3001.3937 72.3870
191294.438709 83078.662896 12900.000000 3028.3832 73.9525
193692.344986 82883.641466 12900.000000 3151.5252 80.4505
196089.106972 82689.649606 12900.000000 3175.4346 83.2708
198486.812640 82495.039365 12900.000000 3191.8987 84.0573
200884.419174 82300.633760 12900.000000 3200.3582 84.4551
203281.927507 82106.432296 12900.000000 3202.3944 84.5502
205679.338572 81912.434491 12900.000000 3201.0367 84.4868
208077.002892 81717.584542 12900.000000 3201.0367 61.0748
210473.879526 81522.708258 12900.000000 3203.4133 61.1550
212871.352309 81328.262936 12900.000000 3206.4737 61.2579
215268.730717 81134.019020 12900.000000 3209.1983 61.3492
217666.707035 80940.203833 12900.000000 3209.8801 61.3719
220064.246929 80745.304973 12900.000000 3206.1334 59.5452
222461.347366 80551.661916 12900.000000 3200.0190 59.3448
224858.703789 80357.162023 12900.000000 3194.2633 59.1548
227255.969665 80162.860824 12900.000000 3192.9117 59.1100
229653.491703 79967.701245 12900.000000 3197.9855 59.2779
232051.270084 79774.021691 12900.000000 3209.5391 58.9743
234448.614426 79579.256290 12900.000000 3223.5687 59.4211
236845.871130 79384.687326 12900.000000 3237.3577 59.8527
239243.732261 79190.539249 12900.000000 3251.2460 60.2800
241640.816483 78996.361382 12900.000000 3264.5309 60.6819
244038.159099 78801.321058 12900.000000 3276.8447 53.2851
246436.108040 78606.698907 12900.000000 3285.3312 53.5029
248832.939772 78413.103856 12900.000000 3283.9143 53.4667
251231.064368 78217.809957 12900.000000 3272.6144 53.1757
253628.764664 78023.765852 12900.000000 3250.5492 52.5958
256025.693013 77829.690605 12900.000000 3225.2869 45.7238
258423.572920 77634.971228 12900.000000 3201.0367 45.1275
260820.681960 77440.220095 12900.000000 3180.1228 44.5985
263218.402911 77245.881177 12900.000000 3169.7588 44.3311
265616.045787 77051.731603 12900.000000 3167.4272 44.2705
268013.611543 76857.770863 12900.000000 3173.0952 60.1140
270410.748811 76662.718685 12900.000000 3182.4717 60.4402
272808.500821 76468.075210 12900.000000 3191.5612 60.7528
275206.177699 76273.618801 12900.000000 3198.3243 60.9830
277603.780388 76079.348988 12900.000000 3058.1138 55.7822
280001.309847 75885.265254 12900.000000 3036.5922 82.0429
282399.103360 75690.307426 12900.000000 3009.4299 80.3238
284796.824678 75495.534417 12900.000000 2983.7231 78.6413
287194.474757 75300.945730 12900.000000 2960.2809 77.0584
289592.054550 75106.540865 12900.000000 2939.0020 75.5806
291989.565009 74912.319336 12900.000000 2922.2765 110.6185
294387.341263 74717.220244 12900.000000 2908.5416 109.1380
296784.715490 74523.363743 12900.000000 2896.0693 107.7717
299182.356559 74328.628400 12900.000000 2885.6181 106.6105
301579.931248 74134.074131 12900.000000 2875.5439 105.4772
77010.840551 92345.299038 12800.000000 3084.7060 126.3134
79408.924998 92150.453967 12800.000000 3094.2104 127.1352
81806.873757 91955.842122 12800.000000 3104.4161 128.0067
84203.994777 91761.217664 12800.000000 3116.3031 129.0076
86601.674899 91567.071148 12800.000000 3131.8614 130.2950
88999.592332 91372.108041 12800.000000 3149.2188 131.7016
91397.006997 91178.424454 12800.000000 3169.4255 133.3006
93794.659961 90983.923033 12800.000000 3194.6014 135.2367
96193.243699 90788.846668 12800.000000 3220.4800 137.1640
98590.634968 90594.804411 12800.000000 3246.7214 139.0557
100988.265206 90399.942168 12800.000000 3271.5582 59.1319
103385.766262 90205.308244 12800.000000 3286.3944 59.5566
105783.831721 90011.144685 12800.000000 3290.6527 59.6770
108181.077115 89816.965619 12800.000000 3284.2685 59.4962
110579.255254 89622.205701 12800.000000 3268.3929 59.0403
112976.248208 89428.479424 12800.000000 3243.2481 73.5687
115374.174846 89234.170414 12800.000000 3206.8140 72.1616
117771.649696 89038.794921 12800.000000 3168.4260 70.6079
120169.327651 88844.934595 12800.000000 3130.8844 69.0139
122566.554878 88650.007167 12800.000000 3097.7107 67.5408
124964.351907 88455.543138 12800.000000 3077.1471 74.4492
127362.027153 88261.301390 12800.000000 3066.1948 73.8752
129759.581532 88067.281435 12800.000000 3061.8377 73.6446
132157.378822 87872.431916 12800.000000 3058.4238 73.4631
134554.693798 87678.853952 12800.000000 3051.6213 73.0989
136952.252685 87484.445174 12800.000000 3039.3400 95.9667
139349.693542 87290.255961 12800.000000 3025.3559 94.9459
141747.378477 87095.234421 12800.000000 3013.6173 94.0748
144144.946385 86900.431186 12800.000000 3008.8328 93.7160
146542.037815 86706.897491 12800.000000 3019.3226 94.4998
148939.374832 86512.529586 12800.000000 3045.7737 75.8544
151336.957105 86317.326562 12800.000000 3087.8673 78.1680
153734.758167 86123.627964 12800.000000 3127.6324 80.2426
156132.113374 85928.856462 12800.000000 2918.6876 68.0695
158529.356235 85734.300083 12800.000000 2904.4573 67.1179
160927.179672 85540.193608 12800.000000 2890.9635 48.2428
163324.200577 85346.065690 12800.000000 2872.3850 47.3035
165722.160870 85151.333263 12800.000000 2850.5736 46.1736
168119.319701 84956.578754 12800.000000 2834.8132 45.3387
170517.061845 84762.270678 12800.000000 2827.7898 44.9617
172914.696291 84568.173882 12800.000000 2830.5420 60.1464
175311.532127 84374.054508 12800.000000 2837.8411 60.6671
177709.308904 84179.325619 12800.000000 2846.2236 61.2596
180106.625407 83985.859941 12800.000000 2871.8596 63.0355
182504.192003 83791.549796 12800.000000 2902.5570 65.0910
184901.316634 83596.162160 12800.000000 2939.5641 68.5922
187298.675950 83402.268836 12800.000000 2980.2201 71.1208
189696.286039 83207.528878 12800.000000 3012.1202 73.0157
192093.794161 83012.995754 12800.000000 3037.8128 74.4869
194491.201249 82818.668959 12800.000000 3160.7830 80.8992
196888.508234 82624.548008 12800.000000 3180.7936 83.5286
199285.716046 82430.632417 12800.000000 3194.6014 84.1848
201683.176330 82235.866772 12800.000000 3200.0190 84.4392
204081.229970 82041.534802 12800.000000 3200.0190 84.4392
206478.494851 81847.176547 12800.000000 3198.6631 84.3757
208875.663448 81653.021410 12800.000000 3198.6631 60.9945
211273.085710 81458.013421 12800.000000 3201.3760 61.0863
213670.755510 81264.491232 12800.000000 3204.7729 61.2007
216067.988571 81069.886299 12800.000000 3066.8183 56.1327
218465.128241 80875.482233 12800.000000 3064.3258 56.0328
220863.214095 80680.449881 12800.000000 3202.3944 59.4228
223260.169327 80486.445665 12800.000000 3195.9543 59.2108
225658.071720 80291.811252 12800.000000 3191.8987 59.0764
228055.192323 80097.148417 12800.000000 3192.5740 59.0988
230452.914580 79902.909844 12800.000000 3200.6974 59.3671
232850.548170 79708.868287 12800.000000 3212.9512 59.0837
235247.402861 79514.797793 12800.000000 3227.0066 59.5294
237645.206296 79320.092097 12800.000000 3241.1671 59.9706
240042.923034 79125.581652 12800.000000 3253.6865 60.3543
242439.862917 78931.041478 12800.000000 3266.6365 60.7450
244837.409101 78736.920415 12800.000000 3279.3163 53.3488
247235.214044 78541.935542 12800.000000 3284.6226 53.4848
249632.592991 78348.201434 12800.000000 3280.0231 53.3669
252030.231733 78153.602245 12800.000000 3264.1801 52.9559
254427.788576 77959.195091 12800.000000 3240.8205 52.3350
256825.264464 77764.979483 12800.000000 3214.6596 45.4647
259223.000838 77569.896610 12800.000000 3189.2001 44.8298
261620.317233 77376.062454 12800.000000 3172.0936 44.3916
264017.895147 77181.359772 12800.000000 3164.1018 44.1837
266415.395037 76986.846375 12800.000000 3165.4312 44.2184
268812.817849 76792.521775 12800.000000 3173.0952 60.1140
271210.164535 76598.385471 12800.000000 3183.8153 60.4866
273607.773954 76403.377820 12800.000000 3193.5874 60.8219
276005.308287 76208.557186 12800.000000 3199.0020 61.0060
278402.768481 76013.923091 12800.000000 3049.4640 55.4300
280800.846189 75819.694462 12800.000000 3024.7513 81.3008
283198.160935 75625.431635 12800.000000 2999.0227 79.6493
285595.740155 75430.293990 12800.000000 2973.8251 77.9787
287993.603484 75236.619107 12800.000000 2949.7318 76.3307
290391.041679 75041.849329 12800.000000 2931.1637 75.0261
292788.410586 74847.262838 12800.000000 2915.3859 109.8789
295186.401720 74653.076653 12800.000000 2901.2019 108.3365
297583.968492 74457.794331 12800.000000 2889.8921 107.0872
299981.825327 74263.971135 12800.000000 2879.5077 105.9248
302379.258888 74069.051169 12800.000000 2868.7132 104.7008
77809.914855 92279.955138 12700.000000 3088.1838 126.6153
80208.168043 92086.050498 12700.000000 3097.3922 127.4081
82605.964756 91891.085121 12700.000000 3108.2612 128.3321
85003.626727 91696.352460 12700.000000 3121.7956 129.4650
87401.154868 91501.852013 12700.000000 3137.0817 130.7213
89799.242962 91307.827923 12700.000000 3156.1477 132.2545
92196.875862 91112.741592 12700.000000 3178.1120 133.9756
94594.007495 90918.934443 12700.000000 3202.3944 135.8236
96992.070623 90724.552430 12700.000000 3229.4169 137.8152
99389.310810 90530.155936 12700.000000 3255.0825 58.6512
101787.482602 90335.182425 12700.000000 3274.3760 59.2132
104185.157518 90141.485800 12700.000000 3285.3312 59.5264
106582.379580 89946.724805 12700.000000 3284.6226 59.5063
108980.166965 89752.433214 12700.000000 3275.4336 59.2436
111378.194329 89557.318161 12700.000000 3257.1783 74.0900
113775.729283 89363.478320 12700.000000 3228.3835 73.0023
116173.505213 89168.813765 12700.000000 3193.2495 71.6212
118571.156585 88974.373666 12700.000000 3152.8446 69.9555
120968.684313 88780.157532 12700.000000 3115.3358 68.3312
123366.089313 88586.164874 12700.000000 3086.9182 74.9545
125763.736456 88391.344728 12700.000000 3068.6907 74.0067
128161.261869 88196.746807 12700.000000 3060.2848 73.5622
130558.666463 88002.370641 12700.000000 3057.4942 73.4135
132955.951154 87808.215731 12700.000000 3053.4732 73.1984
135353.479164 87613.230550 12700.000000 3044.8527 96.3642
137751.218657 87419.754904 12700.000000 3031.4176 95.3906
140148.510168 87225.209077 12700.000000 3016.6169 94.2986
142546.737887 87030.068526 12700.000000 3005.8518 93.4914
144943.795732 86835.959846 12700.000000 3006.1496 93.5139
147340.738347 86642.069227 12700.000000 3023.8449 74.5991
149738.618594 86447.581048 12700.000000 3059.3540 76.6144
152136.384555 86253.309061 12700.000000 3101.5387 78.8931
154533.345079 86059.016648 12700.000000 3139.0437 80.8189
156931.243820 85864.123582 12700.000000 2901.7437 66.9345
159329.030207 85669.444953 12700.000000 2889.3568 48.1624
161725.655447 85475.797696 12700.000000 2874.7532 47.4244
164123.577638 85280.494222 12700.000000 2856.4933 46.4831
166521.032517 85086.456326 12700.000000 2838.0939 45.5138
168918.378734 84892.630920 12700.000000 2824.7977 44.8002
171315.973253 84697.964384 12700.000000 2820.8251 59.4465
173713.460123 84503.509081 12700.000000 2826.0431 59.8233
176110.840263 84309.264534 12700.000000 2834.8132 60.4516
178508.114601 84115.230256 12700.000000 2848.0121 61.3852
180905.638429 83920.352050 12700.000000 2877.9202 63.4475
183303.057472 83725.682848 12700.000000 2913.4648 66.8997
185701.064364 83531.454188 12700.000000 2954.2813 69.5225
188098.276584 83337.201231 12700.000000 2991.9371 71.8257
190495.386799 83143.155821 12700.000000 3023.5429 73.6757
192892.748202 82948.263061 12700.000000 3048.5404 75.0871
195290.348379 82754.861891 12700.000000 3167.4272 82.8823
197687.509133 82560.381042 12700.000000 3185.8327 83.7694
200085.613307 82365.280789 12700.000000 3196.2926 84.2644
202482.576292 82171.209619 12700.000000 3198.6631 84.3757
204880.483663 81976.517150 12700.000000 3197.3082 84.3121
207277.252608 81782.853701 12700.000000 3195.6159 60.8910
209674.966907 81588.567062 12700.000000 3196.2926 60.9140
212072.243309 81393.198307 12700.000000 3199.3409 61.0175
214469.767423 81199.315264 12700.000000 3070.8782 56.2949
216867.546086 81004.577364 12700.000000 3064.9485 56.0578
219264.192395 80810.868054 12700.000000 3063.3922 54.4398
221661.785637 80616.530534 12700.000000 3198.3243 59.2890
224059.634110 80421.335992 12700.000000 3192.9117 59.1100
226457.044810 80227.396281 12700.000000 3190.2116 59.0203
228854.711765 80032.598284 12700.000000 3193.5874 59.1324
231251.943678 79839.054413 12700.000000 3203.4133 58.7767
233649.432868 79644.651012 12700.000000 3217.0540 59.2146
236047.179007 79449.387133 12700.000000 3231.4852 59.6698
238444.493346 79255.376063 12700.000000 3243.5952 60.0455
240842.065656 79060.503271 12700.000000 3256.1301 60.4285
243239.208904 78866.882575 12700.000000 3269.7991 53.1026
245636.611157 78672.398886 12700.000000 3280.0231 53.3669
248034.272074 78477.051292 12700.000000 3282.8524 53.4395
250431.507185 78282.954462 12700.000000 3274.0236 53.2122
252829.351337 78089.273538 12700.000000 3255.7809 52.7347
255226.764695 77894.503347 12700.000000 3229.7614 45.8319
257624.097144 77699.924652 12700.000000 3202.0549 45.1529
260021.349633 77505.536956 12700.000000 3179.4523 44.5813
262419.553913 77310.503143 12700.000000 3164.4341 44.1924
264816.648866 77116.495508 12700.000000 3159.4573 44.0619
267214.696599 76921.839851 12700.000000 3163.7696 59.7857
269611.976438 76727.151390 12700.000000 3174.4316 60.1607
272009.180193 76532.651189 12700.000000 3186.5056 60.5793
274406.999584 76338.559015 12700.000000 3195.2777 60.8795
276804.744743 76144.653475 12700.000000 3059.3540 55.8324
279202.062817 75949.654927 12700.000000 3038.7289 82.1756
281599.998439 75755.061707 12700.000000 3014.2166 80.6311
283997.171158 75560.434331 12700.000000 2987.5297 78.8939
286394.963280 75366.210661 12700.000000 2962.2880 77.1958
