X,Y,Z,formation,formationID
571811.993058,4823998.3335,195.68678316900002,sea,0
561894.070719,4826909.793219999,319.891292959,sea,0
551976.313987,4829821.1003,628.2407596930001,sea,0
542058.7011279999,4832732.26882,704.4893246810001,sea,0
532141.210539,4835643.3128,1257.69717025,sea,0
522223.82058999996,4838554.24625,3411.31675078,sea,0
512306.50954899995,4841465.08323,4368.7295654,sea,0
502389.255812,4844375.83777,4792.53960655,sea,0
492472.03767399996,4847286.52387,4652.46849718,sea,0
482554.833556,4850197.155590001,4497.49024528,sea,0
472637.621777,4853107.74694,4401.03969918,sea,0
462720.380551,4856018.31195,4409.02126029,sea,0
452803.08845,4858928.8646599995,4435.65787431,sea,0
442885.723559,4861839.41908,3042.89504263,sea,0
432968.264396,4864749.98923,4207.90686966,sea,0
423050.689218,4867660.58916,3663.97429909,sea,0
413132.976411,4870571.23288,4353.00112883,sea,0
403215.104175,4873481.93442,4401.77237854,sea,0
393297.05099099997,4876392.70782,4407.07432284,sea,0
383378.795078,4879303.56711,4464.41401376,sea,0
373460.314779,4882214.526330001,3980.32013947,sea,0
688016.836411,4779460.3832,88.909882331,sea,0
678095.330098,4782374.80285,123.927927269,sea,0
668174.243213,4785288.90519,188.465601011,sea,0
658253.553893,4788202.70429,807.2912833080001,sea,0
648333.2406319999,4791116.21425,1123.42699718,sea,0
638413.2816,4794029.44912,1392.67479592,sea,0
628493.6553260001,4796942.42298,1299.20262119,sea,0
618574.339936,4799855.14989,1466.61357544,sea,0
608655.313991,4802767.64392,1812.85900009,sea,0
598736.555653,4805679.91912,1447.53919117,sea,0
588818.043288,4808591.98954,1284.04445983,sea,0
578899.755319,4811503.86922,372.383990676,sea,0
568981.670072,4814415.57223,378.434092966,sea,0
559063.7658520001,4817327.1126,399.553229301,sea,0
549146.02094,4820238.50436,810.690002147,sea,0
539228.41383,4823149.76156,499.387637073,sea,0
529310.92276,4826060.89822,1433.99481552,sea,0
519393.52618000004,4828971.92839,2902.2862305,sea,0
509476.20228699996,4831882.8661,4315.81829707,sea,0
499558.92948500003,4834793.725380001,4820.43235731,sea,0
489641.68615799997,4837704.52024,4647.87231036,sea,0
479724.450589,4840615.26473,4535.09644069,sea,0
469807.20119399996,4843525.97286,4448.38942529,sea,0
459889.916287,4846436.65866,4404.52329362,sea,0
449972.574159,4849347.336180001,4406.06094201,sea,0
440055.153156,4852258.01941,4042.3043039000004,sea,0
430137.631675,4855168.72241,4347.20883199,sea,0
420219.988012,4858079.45918,4211.75774031,sea,0
410302.200516,4860990.24376,4374.70794921,sea,0
400384.247432,4863901.09019,4386.1277943000005,sea,0
390466.107213,4866812.012490001,4387.18019541,sea,0
380547.758128,4869723.02469,4403.56882849,sea,0
370629.178421,4872634.14083,4454.29977961,sea,0
685185.823359,4769877.08323,65.0674097187,sea,0
675264.405779,4772791.52921,125.887244584,sea,0
665343.401272,4775705.66191,144.470780302,sea,0
655422.7882279999,4778619.4954,799.783503758,sea,0
645502.5449430001,4781533.043769999,1083.11510008,sea,0
635582.649772,4784446.32109,1235.04487454,sea,0
625663.081051,4787359.3414199995,1429.11587736,sea,0
615743.817174,4790272.1188199995,1502.18098193,sea,0
605824.836367,4793184.66737,1548.71553653,sea,0
595906.117066,4796097.00111,1803.54356289,sea,0
585987.637537,4799009.13409,1567.90210274,sea,0
576069.376181,4801921.08036,833.221333137,sea,0
566151.311306,4804832.85395,307.69478078099996,sea,0
556233.421278,4807744.46894,613.543115257,sea,0
546315.684447,4810655.93934,570.537990189,sea,0
536398.079219,4813567.279180001,1346.12758278,sea,0
526480.5837569999,4816478.50252,1836.54849553,sea,0
516563.17658599996,4819389.623369999,2672.29056258,sea,0
506645.835982,4822300.65577,4621.39487612,sea,0
496728.540282,4825211.61375,4928.00699326,sea,0
486811.26788,4828122.51135,4656.30711408,sea,0
476893.997075,4831033.36257,4562.15338128,sea,0
466976.70614799997,4833944.18146,4450.41469555,sea,0
457059.373587,4836854.982030001,4441.66082255,sea,0
447141.977635,4839765.77832,4397.86651621,sea,0
437224.496665,4842676.58436,4397.54934372,sea,0
427306.908954,4845587.41416,4347.89421698,sea,0
417389.192912,4848498.28176,4352.65064494,sea,0
407471.326851,4851409.20118,4350.15912477,sea,0
397553.289137,4854320.1864599995,4351.36277873,sea,0
387635.05796199996,4857231.25164,4374.39439065,sea,0
377716.6118,4860142.41072,3147.0301523000003,sea,0
367797.928874,4863053.677759999,4410.76234154,sea,0
682354.827437,4760293.89564,86.685357416,sea,0
672433.4945680001,4763208.36186,73.8435818334,sea,0
662512.568613,4766122.51883,152.872016487,sea,0
652592.027911,4769036.38062,360.84982008,sea,0
642671.8507859999,4771949.96133,1049.89618364,sea,0
632752.015546,4774863.275,1227.63974632,sea,0
622832.500563,4777776.33571,1385.97957308,sea,0
612913.284194,4780689.15753,1624.0545365,sea,0
602994.3447060001,4783601.754509999,1733.08513505,sea,0
593075.660506,4786514.1407,2219.49265672,sea,0
583157.209907,4789426.33015,1837.07942454,sea,0
573238.97129,4792338.33691,1623.42358134,sea,0
563320.922943,4795250.1750300005,191.33872460400002,sea,0
553403.043216,4798161.85856,508.534667751,sea,0
543485.310599,4801073.4015,1087.64278173,sea,0
533567.703264,4803984.817919999,1093.28193929,sea,0
523650.19959499995,4806896.12184,1600.74576445,sea,0
513732.777964,4809807.32729,2799.98914775,sea,0
503815.416728,4812718.44831,4445.02486095,sea,0
493898.09423000005,4815629.498930001,5118.59559089,sea,0
483980.78887399996,4818540.49317,4688.21105161,sea,0
474063.47881899995,4821451.445069999,4449.9633514,sea,0
464146.142594,4824362.36864,4501.56264646,sea,0
454228.75848,4827273.2779,4452.72597559,sea,0
444311.304818,4830184.1869,4409.77915834,sea,0
434393.759936,4833095.10966,4384.07685183,sea,0
424476.102219,4836006.0602,4377.94218739,sea,0
414558.30988200003,4838917.05255,4348.87524736,sea,0
404640.361431,4841828.10075,4350.23570256,sea,0
394722.23504400003,4844739.2188099995,4350.13565716,sea,0
384803.90911300003,4847650.42079,4370.55419104,sea,0
374885.36193400004,4850561.72069,4349.01134855,sea,0
364966.571858,4853473.13258,4348.42186541,sea,0
679523.8537600001,4750710.814809999,155.28484887,sea,0
669602.601819,4753625.29529,150.133964987,sea,0
659681.750524,4756539.47056,155.75800767200002,sea,0
649761.278311,4759453.35469,725.748474296,sea,0
639841.163452,4762366.96174,1032.07281723,sea,0
629921.3842859999,4765280.3058,1243.79216446,sea,0
620001.919218,4768193.4009300005,1562.89286889,sea,0
610082.746489,4771106.26119,1767.03171484,sea,0
600163.844408,4774018.90063,1994.25644886,sea,0
590245.1915,4776931.33331,2213.9367425,sea,0
580326.765977,4779843.57327,2106.62750211,sea,0
570408.546195,4782755.63457,1940.17026621,sea,0
560490.510571,4785667.53124,1334.20316184,sea,0
550572.637365,4788579.27733,644.545055051,sea,0
540654.904978,4791490.88686,1161.44218728,sea,0
530737.291722,4794402.37389,1326.91980759,sea,0
520819.77597799996,4797313.75243,1406.85277896,sea,0
510902.336039,4800225.03654,2004.2168100000001,sea,0
500984.950416,4803136.2402099995,5060.74936024,sea,0
491067.597229,4806047.37751,5356.89740366,sea,0
481150.25496800005,4808958.46244,4756.5602277,sea,0
471232.90195699997,4811869.50904,4547.18006616,sea,0
461315.516512,4814780.53132,4452.45474402,sea,0
451398.07701099996,4817691.543330001,4412.33647631,sea,0
441480.56182,4820602.559090001,4350.0311486,sea,0
431562.949141,4823513.59261,4319.62420277,sea,0
421645.217466,4826424.65794,4351.41333952,sea,0
411727.345123,4829335.7691,4303.3577063,sea,0
401809.310272,4832246.94011,4310.878338,sea,0
391891.09144299995,4835158.185,4362.08742014,sea,0
381972.666917,4838069.51783,4346.63586465,sea,0
372054.014889,4840980.9526,4349.08952246,sea,0
362135.113839,4843892.50337,4304.54576298,sea,0
676692.908517,4741127.83792,150.002368595,sea,0
666771.7335770001,4744042.32663,149.892775555,sea,0
656850.953126,4746956.514169999,159.33474403600002,sea,0
646930.545543,4749870.41459,783.094256325,sea,0
637010.489052,4752784.04198,1254.93497707,sea,0
627090.762092,4755697.4104,1246.06197275,sea,0
617171.34295,4758610.533919999,1530.01022377,sea,0
607252.209976,4761523.426580001,1963.07093695,sea,0
597333.341519,4764436.102469999,2190.63501309,sea,0
587414.715996,4767348.5756,2250.56841102,sea,0
577496.311664,4770260.86005,2246.99003443,sea,0
567578.106853,4773172.96985,1540.83913944,sea,0
557660.080036,4776084.91905,2126.16791448,sea,0
547742.209454,4778996.72168,1077.93291059,sea,0
537824.473417,4781908.39179,1616.93741424,sea,0
527906.8504560001,4784819.9434,1556.50728781,sea,0
517989.318716,4787731.39055,1631.72147674,sea,0
508071.85671499994,4790642.747269999,2900.92382597,sea,0
498154.44266099995,4793554.02759,5378.32552614,sea,0
488237.054983,4796465.2455400005,5310.63334861,sea,0
478319.672025,4799376.41514,4754.35702698,sea,0
468402.272126,4802287.550430001,4570.77623508,sea,0
458484.83361499995,4805198.66541,4496.60172798,sea,0
448567.334891,4808109.77414,4433.21350966,sea,0
438649.75418900006,4811020.89063,4396.33838433,sea,0
428732.069967,4813932.02891,4394.74126798,sea,0
418814.260444,4816843.20301,4302.42738116,sea,0
408896.30405700003,4819754.42695,4318.79827944,sea,0
398978.179158,4822665.71476,4105.50076848,sea,0
389059.863933,4825577.08048,4265.17729971,sea,0
379141.33686599997,4828488.53815,4291.34486974,sea,0
369222.576198,4831400.10178,4349.49182145,sea,0
359303.560309,4834311.78541,4363.22565901,sea,0
673861.9977439999,4731544.96196,150.017926841,sea,0
663940.89596,4734459.45283,152.439815658,sea,0
654020.18239,4737373.64655,159.802553513,sea,0
644099.8355060001,4740287.55719,471.429506946,sea,0
634179.833555,4743201.19884,984.0269138660001,sea,0
624260.154851,4746114.58554,1246.72619884,sea,0
614340.777859,4749027.73136,1915.98072611,sea,0
604421.680816,4751940.650359999,2232.6062896,sea,0
594502.84203,4754853.3566,2499.65737292,sea,0
584584.239958,4757765.86412,2366.61694267,sea,0
574665.8529810001,4760678.186980001,2441.02525195,sea,0
564747.659248,4763590.3392199995,1200.78251862,sea,0
554829.637361,4766502.334869999,2135.69328876,sea,0
544911.765467,4769414.18798,1893.389875,sea,0
534994.0220100001,4772325.91258,1968.69499106,sea,0
525076.3853590001,4775237.5227,2095.50401597,sea,0
515158.83380200004,4778149.03239,2319.68105802,sea,0
505241.345702,4781060.4556599995,3389.69037361,sea,0
495323.89949399995,4783971.80655,5493.10147984,sea,0
485406.47338100005,4786883.09908,5289.2734144,sea,0
475489.04586899997,4789794.34729,4807.8547263,sea,0
465571.595154,4792705.56519,4565.853032600001,sea,0
455654.099655,4795616.76683,4498.96574902,sea,0
445736.53779,4798527.96621,4298.860616100001,sea,0
435818.88781800005,4801439.17738,4401.47676091,sea,0
425901.128069,4804350.414340001,4383.88698972,sea,0
415983.236868,4807261.69114,4247.38253715,sea,0
406065.192609,4810173.0218,3746.55397827,sea,0
396146.973681,4813084.42035,4060.89593379,sea,0
386228.55823699996,4815995.900830001,4303.60788836,sea,0
376309.924802,4818907.47727,4304.95066093,sea,0
366391.051515,4821819.16369,4375.22732929,sea,0
356471.916884,4824730.9741400005,4400.27414042,sea,0
671031.1272189999,4721962.18254,149.985164838,sea,0
661110.094685,4724876.669509999,150.05796192100001,sea,0
651189.444194,4727790.863390001,160.821383539,sea,0
641269.154084,4730704.77821,169.087216162,sea,0
631349.20277,4733618.42805,825.00529764,sea,0
621429.568519,4736531.82699,1297.5169406,sea,0
611510.229671,4739444.989080001,2026.54591953,sea,0
601591.164647,4742357.92839,2361.63597421,sea,0
591672.351713,4745270.65895,2475.08264266,sea,0
581753.769293,4748183.19483,2350.42813022,sea,0
571835.395658,4751095.55005,2554.05204952,sea,0
561917.2092319999,4754007.73869,1670.25115074,sea,0
551999.188367,4756919.7747599995,2588.68819382,sea,0
542081.311338,4759831.67231,2381.90971497,sea,0
532163.5564979999,4762743.44537,2792.93969429,sea,0
522245.902279,4765655.10798,2330.04203322,sea,0
512328.327035,4768566.67416,1550.78591315,sea,0
502410.809049,4771478.1579599995,3582.49835984,sea,0
492493.32667700003,4774389.5733900005,5095.81023577,sea,0
482575.85835299996,4777300.93448,5230.76409246,sea,0
472658.382284,4780212.25526,4796.81459104,sea,0
462740.87698100007,4783123.54975,4452.88940321,sea,0
452823.320726,4786034.8319999995,4548.17892535,sea,0
442905.69180100004,4788946.116,4434.30203533,sea,0
432987.96856199997,4791857.41581,4161.90574446,sea,0
423070.12944,4794768.74544,4483.18830769,sea,0
413152.15279,4797680.11893,4154.39027009,sea,0
403234.01681,4800591.55028,4259.45625376,sea,0
393315.69985,4803503.05355,4274.2085416,sea,0
383397.180406,4806414.64275,4340.75723954,sea,0
373478.436668,4809326.33193,4329.25677552,sea,0
363559.446973,4812238.13513,4353.19766398,sea,0
353640.189654,4815150.066380001,4413.59934583,sea,0
668200.302675,4712379.495709999,139.70418179700002,sea,0
658279.3354989999,4715293.97277,149.956709257,sea,0
648358.744144,4718208.16074,153.364948119,sea,0
638438.507037,4721122.07371,169.371048301,sea,0
628518.602388,4724035.72575,200.553759547,sea,0
618599.008709,4726949.1309,299.871802087,sea,0
608679.704218,4729862.303230001,1332.24876673,sea,0
598760.667365,4732775.25681,2275.11935024,sea,0
588841.876377,4735688.00567,2629.89678682,sea,0
578923.309713,4738600.56386,2379.83413444,sea,0
569004.945612,4741512.94544,2711.58595065,sea,0
559086.7625439999,4744425.16445,2478.57338185,sea,0
549168.738834,4747337.23491,2358.35666612,sea,0
539250.852737,4750249.17088,3154.36939518,sea,0
529333.0827390001,4753160.986380001,3560.44274606,sea,0
519415.407105,4756072.69544,2323.15575491,sea,0
509497.804255,4758984.31212,1752.98152414,sea,0
499580.25254099997,4761895.8504,3689.26826413,sea,0
489662.73016599996,4764807.32435,4434.87258631,sea,0
479745.21571499994,4767718.74797,5619.03239658,sea,0
469827.687327,4770630.13531,4584.59183599,sea,0
459910.12351899996,4773541.50038,4541.79043594,sea,0
449992.502512,4776452.85722,4273.89695893,sea,0
440074.802679,4779364.21984,4549.69101635,sea,0
430157.002473,4782275.60226,4304.92585934,sea,0
420239.080123,4785187.018540001,4492.57242449,sea,0
410321.013933,4788098.48268,4433.18803661,sea,0
400402.782364,4791010.008719999,4211.35206023,sea,0
390484.363723,4793921.61068,4445.80070151,sea,0
380565.73624299996,4796833.30261,4451.1741916,sea,0
370646.87831,4799745.09853,4410.26039694,sea,0
360727.768306,4802657.01248,4390.11303858,sea,0
350808.38454,4805569.0585,4248.94892875,sea,0
665369.529933,4702796.897480001,143.12705098700002,sea,0
655448.624242,4705711.3586099995,147.194733232,sea,0
645528.088168,4708625.53469,156.408370385,sea,0
635607.900079,4711539.43979,168.920816427,sea,0
625688.0384229999,4714453.08798,190.537598608,sea,0
615768.481361,4717366.4933400005,191.47726359,sea,0
605849.20736,4720279.6698900005,1070.83695941,sea,0
595930.194747,4723192.631709999,2248.41850172,sea,0
586011.421858,4726105.39287,2555.35007897,sea,0
576092.867038,4729017.96736,2507.68224861,sea,0
566174.508641,4731930.36928,2803.51599268,sea,0
556256.325107,4734842.61265,2668.77177312,sea,0
546338.294657,4737754.7115,2751.856425,sea,0
536420.395676,4740666.67987,2786.35932066,sea,0
526502.6066279999,4743578.5318,3648.56777566,sea,0
516584.905688,4746490.28132,2494.63643707,sea,0
506667.27141800005,4749401.94245,2410.77677446,sea,0
496749.682008,4752313.52923,3182.42315586,sea,0
486832.11588500004,4755225.05568,4631.39847511,sea,0
476914.551333,4758136.53585,5530.48065919,sea,0
466996.966796,4761047.98373,4374.86336116,sea,0
457079.340574,4763959.41336,4154.26686377,sea,0
447161.650973,4766870.83878,4492.53231747,sea,0
437243.876459,4769782.27401,4581.0801389,sea,0
427325.995277,4772693.7330599995,4576.9149801,sea,0
417407.98583099997,4775605.22996,4605.50371067,sea,0
407489.826377,4778516.77877,4488.99472376,sea,0
397571.49533,4781428.39348,4402.84277385,sea,0
387652.971034,4784340.088140001,4490.91250581,sea,0
377734.231683,4787251.8767800005,4503.87274657,sea,0
367815.255858,4790163.773440001,4453.30462247,sea,0
357896.021609,4793075.79213,4497.07636795,sea,0
347976.507445,4795987.94694,4175.71677676,sea,0
662538.81461,4693214.38365,145.5969461,sea,0
652617.966547,4696128.8228400005,144.329321069,sea,0
642697.481915,4699042.98103,151.593255661,sea,0
632777.339091,4701956.872269999,164.775004201,sea,0
622857.516391,4704870.51065,172.94521893900003,sea,0
612937.992142,4707783.9102,183.251443403,sea,0
603018.7447609999,4710697.085,811.8170747460001,sea,0
593099.752526,4713610.0491,2275.9819495,sea,0
583180.993879,4716522.81654,2571.09412388,sea,0
573262.44705,4719435.401380001,2673.94505431,sea,0
563344.090507,4722347.81764,2857.36893338,sea,0
553425.902583,4725260.07938,2887.60720461,sea,0
543507.861621,4728172.20063,2911.30097986,sea,0
533589.945904,4731084.19543,2675.37599439,sea,0
523672.13387799996,4733996.0778,3288.54164371,sea,0
513754.40385299997,4736907.86179,2947.92126042,sea,0
503836.73422399996,4739819.56141,2170.39876855,sea,0
493919.10332600004,4742731.1907,3375.87923985,sea,0
484001.489505,4745642.76369,5612.52791303,sea,0
474083.87111999997,4748554.29439,5743.37393822,sea,0
464166.22646700003,4751465.79685,4440.21028548,sea,0
454248.53400200006,4754377.285069999,4046.71570146,sea,0
444330.772044,4757288.7731,4307.22848841,sea,0
434412.91892299993,4760200.27495,4512.25887432,sea,0
424494.95297800004,4763111.80465,4506.86766392,sea,0
414576.85248299997,4766023.37622,4500.29739203,sea,0
404658.595949,4768935.00371,4523.23733679,sea,0
394740.161593,4771846.701119999,4508.82429676,sea,0
384821.527719,4774758.4825,4456.14534712,sea,0
374902.672786,4777670.36189,4504.19261489,sea,0
364983.575037,4780582.3533,4601.40306951,sea,0
355064.212796,4783494.47079,4456.11237322,sea,0
345144.564395,4786406.72838,4397.61468655,sea,0
659708.162996,4683631.95185,141.628477024,sea,0
649787.368647,4686546.36304,143.465892144,sea,0
639866.931553,4689460.49726,145.14931766,sea,0
629946.830026,4692374.36857,160.672299677,sea,0
620027.04247,4695287.99105,165.063037939,sea,0
610107.547155,4698201.378740001,200.106619628,sea,0
600188.3225189999,4701114.5457,744.5788079660001,sea,0
590269.34679,4704027.50599,2284.59754437,sea,0
580350.59844,4706940.2736599995,2719.06767101,sea,0
570432.055808,4709852.86275,2801.84717389,sea,0
560513.697174,4712765.28729,2854.77539828,sea,0
550595.500985,4715677.5613400005,2887.91524909,sea,0
540677.445557,4718589.698919999,2134.55052368,sea,0
530759.5092229999,4721501.71406,2561.29999704,sea,0
520841.67040500004,4724413.62081,3501.14526654,sea,0
510923.907396,4727325.4332,2371.46493711,sea,0
